"id"	"experiment_id"	"grade_id"
28474	23313	17
28475	24843	17
28476	37362	17
28477	36721	17
28478	31739	17
28479	42625	17
28480	42539	17
28481	33919	17
28482	30778	17
28483	27528	17
28484	26695	26
28485	39260	18
28486	34259	26
28487	27777	17
28488	22702	25
28489	25252	28
28490	22752	25
28491	39616	17
28492	23552	17
28493	34211	17
28494	41059	28
28495	37699	28
28496	25141	17
28497	20072	17
28498	43967	17
28499	30360	17
28500	39914	17
28501	41120	17
28502	42396	28
28503	37311	17
28504	35944	26
28505	26062	17
28506	32604	17
28507	40903	28
28508	29972	17
28509	30695	17
28510	21337	17
28511	34976	17
28512	37577	29
28513	34386	17
28514	43275	17
28515	25632	29
28516	22848	17
28517	19534	30
28518	20491	17
28519	36808	20
28520	37386	17
28521	20305	17
28522	43148	17
28523	38530	17
28524	28308	17
28525	27795	17
28526	25367	26
28527	38404	17
28528	34299	17
28529	35087	17
28530	29151	24
28531	43273	17
28532	36478	17
28533	23267	17
28534	20385	25
28535	30210	17
28536	39646	28
28537	27436	26
28538	27425	17
28539	24968	17
28540	31433	17
28541	31240	17
28542	23902	17
28543	28675	17
28544	30344	20
28545	29387	17
28546	26903	17
28547	41773	28
28548	41244	21
28549	23181	17
28550	29390	17
28551	42041	17
28552	31910	17
28553	38316	21
28554	25120	17
28555	40707	21
28556	31622	17
28557	28417	18
28558	22024	25
28559	41582	28
28560	33421	24
28561	28996	17
28562	38312	29
28563	23889	17
28564	28589	17
28565	42388	28
28566	41387	28
28567	38544	18
28568	26504	17
28569	43164	17
28570	26425	17
28571	41278	17
28572	34992	17
28573	25038	17
28574	36134	17
28575	29365	29
28576	40432	17
28577	41261	19
28578	29580	17
28579	37873	17
28580	28351	17
28581	35205	29
28582	32825	17
28583	23996	21
28584	43206	17
28585	23133	17
28586	20595	17
28587	31218	17
28588	21542	25
28589	4552	34
28590	32127	29
28591	23579	17
28592	35086	17
28593	41712	28
28594	22542	25
28595	38138	17
28596	38486	26
28597	31923	17
28598	21525	17
28599	25496	17
28600	35600	17
28601	27764	20
28602	27290	17
28603	39250	17
28604	22015	17
28605	33620	17
28606	32184	17
28607	30624	18
28608	42359	21
28609	35152	17
28610	38724	17
28611	28320	17
28612	32676	21
28613	39989	17
28614	34260	17
28615	31190	17
28616	27736	17
28617	43497	17
28618	41815	24
28619	20815	17
28620	20333	25
28621	38436	17
28622	32673	17
28623	4967	34
28624	33313	17
28625	43986	17
28626	20336	17
28627	39299	17
28628	34947	17
28629	36748	21
28630	29171	17
28631	25402	17
28632	23641	17
28633	38589	17
28634	38772	28
28635	33069	29
28636	31321	17
28637	32386	17
28638	22027	25
28639	35591	17
28640	24144	24
28641	24403	17
28642	30069	17
28643	40493	17
28644	43793	17
28645	31691	17
28646	28473	25
28647	32524	27
28648	43981	17
28649	42951	29
28650	40846	17
28651	39564	28
28652	24390	25
28653	43408	17
28654	30059	17
28655	35470	17
28656	33030	17
28657	32513	27
28658	22319	17
28659	43393	17
28660	24351	17
28661	22710	25
28662	20001	25
28663	21021	25
28664	26042	17
28665	40686	17
28666	23116	17
28667	41641	28
28668	28498	17
28669	27386	17
28670	20647	25
28671	21900	17
28672	29163	17
28673	44020	17
28674	29693	17
28675	30281	21
28676	38739	17
28677	36784	17
28678	23660	17
28679	25636	17
28680	20094	17
28681	43645	28
28682	42543	17
28683	30301	19
28684	31189	17
28685	40545	17
28686	24809	17
28687	20113	17
28688	32420	18
28689	27205	17
28690	27569	17
28691	23451	17
28692	41504	17
28693	28673	17
28694	32337	17
28695	33528	19
28696	25953	17
28697	24987	17
28698	24897	17
28699	41650	17
28700	42574	29
28701	38610	17
28702	22900	25
28703	35148	17
28704	25471	17
28705	23824	17
28706	20021	17
28707	43812	17
28708	42341	29
28709	23109	17
28710	36863	17
28711	34571	17
28712	32705	17
28713	43747	17
28714	36039	17
28715	23038	17
28716	31273	17
28717	28290	17
28718	35331	17
28719	31437	17
28720	40694	17
28721	34297	26
28722	41514	17
28723	39694	17
28724	36196	17
28725	39021	21
28726	43268	17
28727	39909	17
28728	29199	29
28729	30516	17
28730	30048	17
28731	24775	17
28732	41942	17
28733	27752	17
28734	32036	17
28735	29975	17
28736	44040	17
28737	29899	21
28738	35749	17
28739	36944	17
28740	33604	17
28741	39613	17
28742	20089	17
28743	38791	17
28744	42584	25
28745	36032	29
28746	27826	17
28747	27718	17
28748	35427	17
28749	24954	26
28750	24319	17
28751	21579	25
28752	39716	26
28753	24058	17
28754	22544	25
28755	41373	17
28756	41027	17
28757	32734	17
28758	37780	28
28759	38372	17
28760	41028	20
28761	36446	17
28762	27891	18
28763	37896	28
28764	22496	25
28765	20334	17
28766	20022	17
28767	20436	26
28768	25173	17
28769	37574	29
28770	41324	17
28771	28873	29
28772	24277	17
28773	31195	17
28774	25855	18
28775	33944	17
28776	31333	17
28777	22242	17
28778	31332	17
28779	41312	17
28780	30828	17
28781	33778	17
28782	28963	17
28783	21454	17
28784	39596	17
28785	29943	21
28786	21527	17
28787	37009	17
28788	24228	17
28789	23819	17
28790	32574	27
28791	27428	28
28792	39496	29
28793	35091	17
28794	20000	17
28795	34757	17
28796	20050	17
28797	29840	17
28798	39199	17
28799	25336	17
28800	38027	28
28801	24866	28
28802	35604	17
28803	32515	27
28804	28800	17
28805	25112	17
28806	42925	21
28807	23859	19
28808	32476	27
28809	40669	17
28810	23903	17
28811	41894	28
28812	34960	17
28813	43492	17
28814	34051	17
28815	40784	29
28816	21004	17
28817	29731	17
28818	31852	17
28819	27266	17
28820	23706	17
28821	38916	17
28822	20620	17
28823	28440	17
28824	20075	17
28825	28208	17
28826	27557	17
28827	41965	17
28828	24762	17
28829	31277	20
28830	30159	17
28831	25660	25
28832	41544	17
28833	29051	17
28834	28292	17
28835	26555	17
28836	35545	17
28837	36050	24
28838	30398	17
28839	26878	29
28840	36896	18
28841	31279	21
28842	28155	21
28843	31074	24
28844	36495	17
28845	23796	17
28846	23152	17
28847	42167	17
28848	21242	25
28849	39798	28
28850	28085	17
28851	37529	29
28852	27374	18
28853	43133	17
28854	28456	17
28855	27797	18
28856	24030	17
28857	23564	17
28858	23491	18
28859	19996	17
28860	38050	17
28861	30691	17
28862	28302	21
28863	23514	25
28864	43442	17
28865	42129	17
28866	40817	17
28867	35631	17
28868	32194	17
28869	40285	17
28870	34626	17
28871	41579	21
28872	27637	17
28873	19901	30
28874	23918	17
28875	37164	17
28876	31482	17
28877	23833	17
28878	42655	22
28879	30436	17
28880	30228	21
28881	29134	20
28882	43884	17
28883	22461	25
28884	33562	17
28885	28602	17
28886	24547	17
28887	37979	28
28888	32489	27
28889	35812	17
28890	30402	17
28891	22114	17
28892	20740	17
28893	42926	20
28894	40599	28
28895	34048	17
28896	33617	17
28897	40870	28
28898	40200	28
28899	37073	17
28900	30997	17
28901	34547	17
28902	30120	17
28903	43203	29
28904	42450	28
28905	26351	17
28906	38988	17
28907	20747	17
28908	19481	30
28909	25993	28
28910	20183	17
28911	23467	17
28912	36175	17
28913	39196	17
28914	38136	17
28915	23180	17
28916	23701	17
28917	43704	17
28918	23929	17
28919	37740	17
28920	30722	17
28921	33415	17
28922	42502	17
28923	25990	29
28924	25016	28
28925	22048	25
28926	35370	17
28927	24056	17
28928	24879	17
28929	30150	22
28930	38491	17
28931	37140	17
28932	23856	17
28933	28702	26
28934	33716	29
28935	35909	17
28936	24962	17
28937	20659	25
28938	40186	17
28939	25328	17
28940	30018	17
28941	38935	24
28942	21691	25
28943	30863	17
28944	36100	17
28945	37020	17
28946	26173	17
28947	43519	17
28948	30410	17
28949	25501	17
28950	40399	17
28951	31225	17
28952	30011	17
28953	23063	17
28954	43589	28
28955	20279	17
28956	38889	21
28957	36819	18
28958	29602	17
28959	21458	17
28960	40955	28
28961	42136	29
28962	34241	17
28963	23282	17
28964	22463	25
28965	42382	28
28966	27722	25
28967	35388	17
28968	40075	17
28969	22599	17
28970	26609	17
28971	38473	21
28972	28830	17
28973	25342	17
28974	33855	17
28975	42518	18
28976	44146	24
28977	23723	17
28978	25032	17
28979	41084	17
28980	31035	17
28981	23542	17
28982	30461	17
28983	25578	17
28984	21247	17
28985	19954	30
28986	37869	21
28987	41572	29
28988	40896	25
28989	38905	17
28990	36476	26
28991	20110	17
28992	34910	17
28993	37394	17
28994	31585	17
28995	38832	17
28996	32771	17
28997	21160	17
28998	35708	17
28999	26491	17
29000	36404	17
29001	26147	17
29002	36534	17
29003	27476	17
29004	21758	17
29005	39074	17
29006	35384	17
29007	39572	21
29008	26232	17
29009	40142	17
29010	32758	17
29011	24261	17
29012	32993	21
29013	27984	17
29014	42375	17
29015	29236	17
29016	31547	29
29017	37278	17
29018	20405	17
29019	24236	17
29020	39827	21
29021	33176	17
29022	28530	17
29023	23048	17
29024	33298	28
29025	28453	17
29026	21237	25
29027	39267	29
29028	37030	17
29029	20972	17
29030	27511	17
29031	32957	17
29032	30223	20
29033	25914	17
29034	25227	17
29035	38268	17
29036	28837	21
29037	41691	28
29038	31017	17
29039	29104	28
29040	43566	19
29041	23913	17
29042	33949	17
29043	22183	17
29044	31720	17
29045	27271	24
29046	33744	17
29047	25712	17
29048	26790	17
29049	36141	21
29050	32098	17
29051	22949	17
29052	36101	17
29053	31234	17
29054	27467	17
29055	20687	25
29056	27431	17
29057	44106	17
29058	43504	25
29059	24281	17
29060	38923	17
29061	37208	17
29062	24731	17
29063	29074	17
29064	24343	24
29065	37443	25
29066	23545	17
29067	29463	17
29068	4906	34
29069	37398	21
29070	21258	26
29071	44099	17
29072	25687	17
29073	23486	21
29074	21183	17
29075	38970	17
29076	28038	17
29077	23037	17
29078	25240	17
29079	28218	17
29080	27837	17
29081	28287	17
29082	35583	17
29083	35391	17
29084	40372	21
29085	22948	25
29086	40113	17
29087	26636	17
29088	27868	25
29089	43730	17
29090	24197	17
29091	20230	26
29092	25312	17
29093	22526	25
29094	25497	17
29095	24825	17
29096	37607	17
29097	30249	17
29098	23961	17
29099	21700	25
29100	30002	17
29101	43680	17
29102	32146	17
29103	25646	26
29104	26832	18
29105	29824	17
29106	32729	17
29107	30857	18
29108	41827	22
29109	34328	17
29110	24247	17
29111	22060	17
29112	27573	17
29113	24240	17
29114	42906	20
29115	21139	17
29116	39627	24
29117	26942	17
29118	30736	17
29119	35260	17
29120	25903	17
29121	42997	29
29122	28238	17
29123	20003	17
29124	43697	17
29125	30727	17
29126	29176	17
29127	27127	17
29128	34723	17
29129	40193	29
29130	39791	28
29131	39322	17
29132	37189	17
29133	25609	17
29134	28600	19
29135	28265	17
29136	38943	29
29137	38376	17
29138	25073	17
29139	37573	17
29140	29869	17
29141	24370	26
29142	34721	17
29143	31495	17
29144	26479	17
29145	29768	17
29146	42921	17
29147	34935	25
29148	29356	29
29149	28048	19
29150	42616	17
29151	42151	17
29152	24995	17
29153	41277	17
29154	36932	17
29155	21686	17
29156	38532	17
29157	21093	17
29158	26810	17
29159	20821	25
29160	39211	21
29161	33393	17
29162	31267	17
29163	30656	29
29164	21257	17
29165	41233	17
29166	32131	17
29167	34479	17
29168	22658	25
29169	37188	17
29170	33220	17
29171	21481	25
29172	32603	17
29173	29526	17
29174	22392	17
29175	25773	17
29176	38499	17
29177	38332	28
29178	33446	17
29179	29695	17
29180	29644	17
29181	41079	17
29182	29523	17
29183	24840	17
29184	38044	17
29185	37014	17
29186	33425	17
29187	22418	18
29188	42745	28
29189	33416	17
29190	25895	17
29191	20746	17
29192	42093	17
29193	41909	29
29194	40303	25
29195	28658	17
29196	20039	25
29197	38231	17
29198	39150	17
29199	20090	17
29200	33851	17
29201	39944	17
29202	27773	17
29203	42387	24
29204	20490	25
29205	27533	17
29206	38377	17
29207	32851	17
29208	41851	28
29209	34172	17
29210	39193	29
29211	32449	19
29212	43522	17
29213	44091	17
29214	33900	17
29215	40734	17
29216	23831	17
29217	43649	21
29218	36790	17
29219	32789	24
29220	30351	17
29221	29111	24
29222	35742	17
29223	38529	17
29224	30891	17
29225	30325	17
29226	27521	18
29227	42322	29
29228	29916	18
29229	28142	17
29230	25183	17
29231	27884	19
29232	20442	26
29233	25172	17
29234	25397	17
29235	25003	25
29236	20037	17
29237	37368	17
29238	25756	17
29239	39318	17
29240	30745	21
29241	40856	28
29242	34591	17
29243	25526	17
29244	25109	17
29245	37108	17
29246	32640	17
29247	26413	17
29248	23001	17
29249	40625	25
29250	38456	17
29251	29328	20
29252	25294	28
29253	29473	17
29254	40485	21
29255	35276	17
29256	22409	25
29257	29581	18
29258	39120	17
29259	20512	17
29260	34106	17
29261	25398	17
29262	25219	17
29263	29985	17
29264	32712	21
29265	30877	17
29266	28989	21
29267	25281	17
29268	26051	25
29269	42051	29
29270	43069	29
29271	24916	17
29272	22549	25
29273	41887	21
29274	20724	17
29275	36451	17
29276	26267	17
29277	38438	17
29278	29811	17
29279	27953	25
29280	29615	24
29281	42984	17
29282	26486	17
29283	30185	17
29284	28180	17
29285	42011	28
29286	33584	17
29287	31694	17
29288	32657	17
29289	24431	17
29290	27161	17
29291	34303	19
29292	41529	17
29293	37738	28
29294	31034	21
29295	20261	17
29296	27254	17
29297	41770	17
29298	33522	17
29299	36251	17
29300	23382	17
29301	20255	17
29302	41563	29
29303	34150	17
29304	33056	17
29305	27169	17
29306	32344	17
29307	37411	17
29308	35321	20
29309	23174	17
29310	39114	21
29311	23444	25
29312	30625	17
29313	43471	17
29314	21111	17
29315	37610	29
29316	42431	21
29317	36022	17
29318	41060	17
29319	34838	17
29320	33401	28
29321	23788	17
29322	27829	17
29323	33383	17
29324	43652	28
29325	33715	17
29326	29244	29
29327	38676	17
29328	22490	17
29329	43664	17
29330	36122	17
29331	33118	17
29332	34389	17
29333	33344	17
29334	32958	17
29335	24368	17
29336	43557	17
29337	41608	17
29338	38414	21
29339	30874	20
29340	42113	17
29341	29761	17
29342	26331	17
29343	22836	17
29344	31982	17
29345	38154	17
29346	31345	17
29347	39553	17
29348	28892	29
29349	42960	29
29350	41344	17
29351	34608	17
29352	37758	17
29353	24585	17
29354	24721	17
29355	20354	17
29356	31596	17
29357	38018	29
29358	27636	17
29359	32091	20
29360	41395	17
29361	35916	17
29362	38744	17
29363	36241	17
29364	39927	28
29365	39610	21
29366	31851	18
29367	27577	17
29368	37651	28
29369	42101	21
29370	25319	17
29371	42153	17
29372	38313	17
29373	25301	17
29374	37056	20
29375	21026	17
29376	38281	17
29377	41720	17
29378	25643	29
29379	38741	22
29380	22104	25
29381	42142	17
29382	28959	21
29383	41937	29
29384	36068	17
29385	42931	17
29386	36448	19
29387	29262	17
29388	26130	17
29389	31943	25
29390	28069	17
29391	33311	17
29392	41005	17
29393	39147	17
29394	29728	20
29395	23273	17
29396	34309	17
29397	40631	17
29398	25295	28
29399	34083	20
29400	24796	29
29401	30164	17
29402	28210	17
29403	16630	30
29404	43116	17
29405	41087	17
29406	23054	17
29407	31822	17
29408	43013	17
29409	25746	19
29410	37544	21
29411	21289	17
29412	36306	17
29413	28524	17
29414	21119	27
29415	43978	17
29416	31133	21
29417	23892	17
29418	29849	17
29419	39868	17
29420	25753	17
29421	23402	17
29422	26960	17
29423	29739	20
29424	29933	29
29425	43633	17
29426	26265	17
29427	25547	17
29428	42599	29
29429	23168	17
29430	38902	28
29431	29184	21
29432	20181	17
29433	22966	19
29434	22705	17
29435	22838	25
29436	30610	25
29437	29270	17
29438	25074	17
29439	22350	17
29440	36961	17
29441	35553	17
29442	36779	17
29443	29537	20
29444	39637	28
29445	29467	17
29446	25963	17
29447	23335	17
29448	35679	17
29449	32987	17
29450	33686	17
29451	43020	20
29452	39968	17
29453	23184	17
29454	23923	17
29455	26092	25
29456	28833	21
29457	28454	17
29458	31647	17
29459	30989	17
29460	44013	28
29461	29217	17
29462	28386	17
29463	35987	17
29464	27283	17
29465	21562	17
29466	32092	24
29467	30155	17
29468	21346	25
29469	21610	25
29470	34744	17
29471	32535	27
29472	27551	17
29473	31545	18
29474	36845	17
29475	27116	17
29476	38628	17
29477	38521	17
29478	24830	17
29479	33685	17
29480	33603	17
29481	41648	17
29482	34120	17
29483	42002	17
29484	27324	17
29485	26891	17
29486	27904	17
29487	21698	25
29488	20278	17
29489	35517	17
29490	35960	17
29491	35948	17
29492	39757	28
29493	42774	17
29494	42474	17
29495	38455	17
29496	35739	17
29497	29598	20
29498	25759	17
29499	36460	17
29500	43258	17
29501	25128	17
29502	24817	17
29503	25034	17
29504	23296	17
29505	22437	17
29506	36435	17
29507	22712	25
29508	40419	17
29509	39370	17
29510	34084	25
29511	27958	18
29512	22655	27
29513	22112	17
29514	20494	25
29515	21737	17
29516	36283	20
29517	28252	18
29518	36668	17
29519	22295	17
29520	34445	17
29521	38021	28
29522	28793	24
29523	20505	17
29524	20805	17
29525	28711	17
29526	37166	17
29527	39401	29
29528	38013	28
29529	38766	29
29530	31557	17
29531	28834	29
29532	23539	17
29533	30330	17
29534	31845	25
29535	30602	17
29536	23581	17
29537	35645	17
29538	25916	17
29539	40406	17
29540	41218	28
29541	20411	25
29542	24613	17
29543	25346	17
29544	40136	21
29545	35707	17
29546	25082	27
29547	27363	17
29548	20919	17
29549	32218	29
29550	33748	17
29551	40473	26
29552	27357	17
29553	32670	24
29554	29143	29
29555	24286	17
29556	29986	17
29557	31708	24
29558	31531	17
29559	26034	17
29560	31895	17
29561	24874	17
29562	36422	17
29563	30760	17
29564	25705	17
29565	28618	17
29566	37874	17
29567	26125	17
29568	23414	17
29569	42602	18
29570	41902	28
29571	34377	17
29572	33850	23
29573	40197	18
29574	42292	21
29575	21996	17
29576	28506	17
29577	23975	17
29578	20216	17
29579	27080	17
29580	21652	26
29581	42580	17
29582	35376	17
29583	26908	21
29584	32006	17
29585	24391	25
29586	41880	28
29587	40395	17
29588	34232	17
29589	36261	17
29590	35590	17
29591	29472	18
29592	35661	17
29593	32707	17
29594	37565	28
29595	36153	17
29596	35697	19
29597	27253	17
29598	20027	17
29599	36298	17
29600	39708	17
29601	30559	21
29602	28393	26
29603	41938	17
29604	26634	17
29605	23211	17
29606	33537	17
29607	33860	17
29608	26626	17
29609	25296	17
29610	24028	17
29611	33054	17
29612	25421	17
29613	40500	17
29614	34143	18
29615	26808	23
29616	21937	25
29617	35314	17
29618	42888	17
29619	39297	17
29620	27572	17
29621	25890	17
29622	24534	17
29623	37985	21
29624	38952	17
29625	32652	17
29626	41098	28
29627	37916	17
29628	43099	21
29629	41749	17
29630	22144	17
29631	20701	25
29632	42613	29
29633	26863	29
29634	23008	17
29635	42126	28
29636	34644	17
29637	42698	29
29638	37860	28
29639	31666	17
29640	20224	17
29641	22849	18
29642	31750	20
29643	42506	17
29644	43926	29
29645	25215	17
29646	29227	21
29647	27405	17
29648	31749	17
29649	34228	17
29650	25615	25
29651	23450	17
29652	30833	17
29653	32684	17
29654	37709	17
29655	30541	17
29656	40047	28
29657	24541	17
29658	26169	26
29659	30397	17
29660	26673	17
29661	33781	17
29662	26327	17
29663	26380	17
29664	21552	17
29665	29121	17
29666	31294	29
29667	28636	17
29668	21679	18
29669	32885	19
29670	26991	17
29671	23083	17
29672	41949	21
29673	33997	17
29674	20800	17
29675	43089	28
29676	40522	17
29677	35928	17
29678	25735	17
29679	37307	17
29680	35543	17
29681	35971	17
29682	28206	18
29683	42320	17
29684	37485	17
29685	22364	17
29686	40162	17
29687	31166	17
29688	44096	17
29689	24875	17
29690	39435	28
29691	26874	28
29692	35043	17
29693	33962	18
29694	26651	17
29695	36982	18
29696	38131	28
29697	27578	17
29698	39651	28
29699	35324	17
29700	31366	17
29701	39053	28
29702	21418	17
29703	38176	28
29704	30972	17
29705	26962	17
29706	38216	17
29707	29353	29
29708	37163	17
29709	33733	17
29710	38128	28
29711	37819	29
29712	36073	17
29713	24624	23
29714	20201	17
29715	43671	17
29716	41794	17
29717	42718	17
29718	38288	17
29719	27645	17
29720	32040	17
29721	26743	17
29722	36543	20
29723	36608	17
29724	36558	17
29725	27847	17
29726	22841	17
29727	21109	26
29728	35496	17
29729	20889	17
29730	27056	17
29731	21057	17
29732	34909	17
29733	34321	17
29734	33627	17
29735	38639	18
29736	30503	17
29737	22219	17
29738	34071	17
29739	41075	17
29740	33758	17
29741	37487	17
29742	38356	17
29743	29175	26
29744	39819	17
29745	38378	17
29746	27339	17
29747	22441	17
29748	30914	17
29749	28004	17
29750	24098	17
29751	37092	17
29752	41427	23
29753	23628	17
29754	21951	17
29755	41762	29
29756	35075	17
29757	25054	29
29758	36979	20
29759	41257	17
29760	29544	17
29761	29436	21
29762	4500	34
29763	42489	17
29764	28629	17
29765	23011	17
29766	31711	17
29767	41761	20
29768	31411	17
29769	22677	25
29770	40508	28
29771	27412	17
29772	39565	17
29773	29624	17
29774	36871	17
29775	43125	17
29776	30074	17
29777	27584	25
29778	39913	21
29779	24083	17
29780	22241	17
29781	32453	17
29782	33352	17
29783	20791	17
29784	37778	17
29785	33651	17
29786	44030	29
29787	40449	28
29788	41142	17
29789	37286	17
29790	24806	17
29791	20461	25
29792	28770	17
29793	26849	17
29794	39630	18
29795	24929	17
29796	35088	17
29797	31625	20
29798	30862	17
29799	41017	28
29800	23979	17
29801	42794	17
29802	27078	17
29803	36117	17
29804	37355	17
29805	37227	17
29806	29437	17
29807	25877	18
29808	41597	17
29809	26858	17
29810	30469	17
29811	33226	17
29812	30089	17
29813	36029	17
29814	37466	17
29815	26733	29
29816	40353	21
29817	25236	17
29818	20100	17
29819	40771	28
29820	26753	17
29821	35307	17
29822	42762	21
29823	21365	17
29824	25717	17
29825	35611	17
29826	22798	17
29827	19921	30
29828	29106	21
29829	21812	17
29830	32030	17
29831	27140	26
29832	20175	17
29833	37103	17
29834	32470	27
29835	22331	17
29836	20667	25
29837	37428	17
29838	32679	17
29839	28466	26
29840	20434	17
29841	24966	25
29842	43058	29
29843	41587	21
29844	43406	21
29845	36743	17
29846	30808	17
29847	26286	29
29848	22052	17
29849	38241	17
29850	41962	29
29851	30888	17
29852	42658	17
29853	25590	17
29854	25505	17
29855	41269	17
29856	23914	17
29857	37337	21
29858	32903	17
29859	43719	21
29860	32499	27
29861	26031	17
29862	40096	21
29863	37504	17
29864	26403	25
29865	39678	28
29866	24316	17
29867	32140	17
29868	23799	17
29869	32416	17
29870	40097	21
29871	36174	17
29872	35201	17
29873	20679	17
29874	38477	18
29875	38169	17
29876	37528	28
29877	36978	18
29878	36161	17
29879	26424	17
29880	26190	17
29881	42659	17
29882	34451	17
29883	20610	25
29884	41910	29
29885	44109	28
29886	31836	17
29887	35356	17
29888	25987	17
29889	21482	17
29890	39495	17
29891	27460	17
29892	24274	17
29893	30445	17
29894	33378	18
29895	32762	18
29896	34917	17
29897	36688	17
29898	30700	17
29899	29140	20
29900	35164	17
29901	29545	17
29902	22863	27
29903	34088	21
29904	25682	24
29905	35125	17
29906	28903	17
29907	43378	17
29908	36260	17
29909	20062	17
29910	24263	17
29911	38716	17
29912	21429	17
29913	37954	28
29914	33221	17
29915	25986	23
29916	24712	17
29917	42143	17
29918	30926	17
29919	38001	28
29920	27148	17
29921	28458	17
29922	39052	17
29923	23044	17
29924	22340	17
29925	39252	17
29926	34574	17
29927	32246	29
29928	29279	17
29929	43758	17
29930	37684	17
29931	33335	17
29932	37431	17
29933	38129	28
29934	26350	17
29935	23535	17
29936	34218	21
29937	24792	17
29938	31459	17
29939	42641	17
29940	29498	17
29941	39208	21
29942	25620	17
29943	33488	17
29944	40138	17
29945	25714	17
29946	24756	20
29947	28384	17
29948	24232	17
29949	24147	17
29950	37848	28
29951	31971	17
29952	28213	17
29953	34124	17
29954	23828	17
29955	21616	17
29956	22454	17
29957	28534	17
29958	38475	17
29959	28728	17
29960	37498	17
29961	19926	30
29962	38670	17
29963	33039	17
29964	41231	21
29965	20009	17
29966	41893	29
29967	36139	17
29968	37273	17
29969	33389	17
29970	28146	25
29971	41771	28
29972	22309	17
29973	25779	17
29974	37904	17
29975	27507	17
29976	29275	17
29977	26449	20
29978	21192	17
29979	23945	17
29980	4562	34
29981	25515	17
29982	20496	25
29983	43467	17
29984	37018	17
29985	23094	17
29986	20065	17
29987	43580	17
29988	23838	26
29989	22603	25
29990	41638	29
29991	33424	17
29992	24060	17
29993	20362	17
29994	29025	29
29995	35763	17
29996	31268	17
29997	21573	25
29998	38058	21
29999	42457	21
30000	29156	17
30001	38626	28
30002	24899	17
30003	33986	17
30004	24845	17
30005	27264	17
30006	27896	17
30007	20986	25
30008	42379	21
30009	37341	17
30010	40129	21
30011	38982	20
30012	35096	17
30013	29327	17
30014	20533	25
30015	41255	17
30016	20299	17
30017	38926	17
30018	29901	17
30019	30296	17
30020	23124	17
30021	22239	25
30022	20489	17
30023	37907	28
30024	31253	17
30025	43776	17
30026	43109	28
30027	20916	25
30028	32557	27
30029	26489	17
30030	39189	17
30031	33499	17
30032	32732	17
30033	35980	17
30034	40574	21
30035	34844	17
30036	29575	17
30037	28620	17
30038	25565	17
30039	36981	20
30040	30528	17
30041	41332	17
30042	23259	17
30043	38779	21
30044	35552	17
30045	27982	17
30046	20121	17
30047	24797	29
30048	38177	17
30049	23427	17
30050	26596	17
30051	23477	17
30052	34194	29
30053	31368	17
30054	23419	17
30055	34447	17
30056	31632	17
30057	28073	17
30058	20886	25
30059	40356	17
30060	21338	17
30061	32178	17
30062	21023	17
30063	38093	28
30064	31762	19
30065	27466	17
30066	40466	28
30067	26850	17
30068	26761	17
30069	39677	17
30070	36060	17
30071	30911	20
30072	27855	26
30073	29363	17
30074	26580	17
30075	32910	17
30076	26613	17
30077	33377	17
30078	35278	21
30079	33674	17
30080	33152	29
30081	42963	25
30082	31337	29
30083	21224	17
30084	26966	17
30085	41767	29
30086	25552	18
30087	24516	17
30088	42487	17
30089	26005	17
30090	40294	28
30091	19499	30
30092	24176	17
30093	35932	17
30094	25614	25
30095	32803	17
30096	25783	17
30097	29574	17
30098	29188	17
30099	22679	17
30100	39324	21
30101	24770	20
30102	43833	17
30103	37807	17
30104	42682	17
30105	30548	17
30106	27806	17
30107	36157	17
30108	30687	17
30109	26209	17
30110	41022	25
30111	26181	24
30112	22157	25
30113	22915	19
30114	22628	25
30115	25040	17
30116	23622	17
30117	23331	17
30118	21216	26
30119	34569	17
30120	24349	17
30121	38839	21
30122	43412	17
30123	37476	17
30124	36560	17
30125	20535	17
30126	27605	17
30127	32634	20
30128	34899	20
30129	32108	17
30130	25693	29
30131	40206	17
30132	40177	17
30133	40246	29
30134	22151	25
30135	23029	17
30136	30663	17
30137	20046	17
30138	29981	21
30139	39174	17
30140	26166	18
30141	20932	25
30142	34750	17
30143	38603	29
30144	27747	19
30145	27285	17
30146	27334	17
30147	26119	24
30148	40254	29
30149	33463	17
30150	20276	17
30151	27851	18
30152	22564	25
30153	40155	21
30154	39069	29
30155	30739	17
30156	43123	21
30157	27561	17
30158	34125	29
30159	39467	17
30160	26022	17
30161	25728	17
30162	26099	17
30163	42573	29
30164	40600	29
30165	44079	21
30166	21054	17
30167	26080	18
30168	29371	17
30169	40036	28
30170	29000	17
30171	42852	17
30172	24572	17
30173	38035	26
30174	35710	17
30175	35109	17
30176	24807	17
30177	25382	25
30178	23893	17
30179	40653	21
30180	39392	17
30181	33773	28
30182	32543	27
30183	33320	17
30184	43205	17
30185	38937	21
30186	28872	17
30187	28588	17
30188	24684	17
30189	26273	17
30190	23169	17
30191	22376	25
30192	36195	20
30193	27946	17
30194	34034	17
30195	30531	17
30196	30426	17
30197	21755	25
30198	32842	17
30199	41966	21
30200	30921	17
30201	38747	24
30202	29814	17
30203	40107	17
30204	25858	17
30205	32215	17
30206	26138	17
30207	25423	17
30208	41141	17
30209	36204	17
30210	26542	17
30211	21798	25
30212	30005	17
30213	20033	17
30214	24039	17
30215	36703	17
30216	41374	17
30217	37532	21
30218	35232	17
30219	31896	17
30220	30830	17
