"id"	"experiment_id"	"grade_id"
25082	28527	19
25083	22523	25
25084	41679	17
25085	40416	17
25086	21169	17
25087	33723	17
25088	40615	21
25089	32962	17
25090	29880	17
25091	44006	17
25092	42337	17
25093	38074	17
25094	23300	17
25095	20581	17
25096	42985	29
25097	25842	17
25098	34737	17
25099	34418	17
25100	30648	17
25101	21388	17
25102	42756	17
25103	30030	17
25104	26199	17
25105	33724	17
25106	22660	25
25107	22763	17
25108	27823	17
25109	25220	17
25110	4452	34
25111	27485	24
25112	35528	17
25113	24374	17
25114	22115	25
25115	24610	17
25116	20257	17
25117	42692	21
25118	37435	17
25119	40117	17
25120	27471	17
25121	20484	17
25122	32491	27
25123	24710	17
25124	21526	17
25125	43931	27
25126	24727	17
25127	25377	17
25128	22919	25
25129	22761	17
25130	30217	17
25131	33267	17
25132	43600	17
25133	27899	17
25134	25973	23
25135	40523	28
25136	41688	28
25137	31633	17
25138	30440	17
25139	43341	29
25140	31921	17
25141	26587	20
25142	23698	17
25143	21857	17
25144	37530	29
25145	33190	17
25146	27059	17
25147	36304	17
25148	42288	29
25149	26848	17
25150	29042	18
25151	23516	17
25152	22678	17
25153	32981	17
25154	34938	28
25155	36524	17
25156	30349	17
25157	26740	17
25158	20680	25
25159	26251	17
25160	42609	17
25161	26562	17
25162	31016	17
25163	43928	27
25164	26585	29
25165	20551	25
25166	41734	28
25167	24586	17
25168	42229	28
25169	25623	29
25170	22192	25
25171	27294	17
25172	21963	25
25173	22723	25
25174	21657	17
25175	35748	17
25176	31695	17
25177	33774	17
25178	22914	17
25179	35122	17
25180	33442	17
25181	42650	29
25182	37019	17
25183	20927	17
25184	32973	17
25185	31908	17
25186	42096	28
25187	35081	17
25188	41687	28
25189	33594	17
25190	43785	29
25191	39230	28
25192	38664	17
25193	39082	17
25194	23186	17
25195	21922	17
25196	23590	17
25197	29139	17
25198	24799	17
25199	37404	17
25200	21662	17
25201	43902	29
25202	39794	28
25203	26654	17
25204	20850	17
25205	22842	25
25206	22828	20
25207	32963	17
25208	42547	17
25209	27099	17
25210	21840	26
25211	33527	17
25212	31548	29
25213	40831	21
25214	26136	20
25215	40908	17
25216	20546	17
25217	29969	17
25218	22109	17
25219	28104	17
25220	44025	27
25221	41134	28
25222	37633	21
25223	33263	17
25224	32907	17
25225	37811	17
25226	36138	17
25227	26441	17
25228	37770	17
25229	32777	28
25230	32710	17
25231	27108	17
25232	29964	21
25233	39393	17
25234	26290	26
25235	20085	19
25236	25688	17
25237	22711	17
25238	28057	25
25239	23416	17
25240	42847	17
25241	33943	17
25242	39814	21
25243	42949	17
25244	39180	17
25245	37479	17
25246	31485	17
25247	26048	17
25248	29723	17
25249	24566	29
25250	39061	17
25251	21263	17
25252	23642	18
25253	30288	17
25254	37379	17
25255	19948	30
25256	24865	17
25257	29073	17
25258	40597	17
25259	34808	17
25260	31113	17
25261	38306	17
25262	32961	17
25263	22531	17
25264	21445	17
25265	20697	26
25266	41411	28
25267	23899	17
25268	20801	17
25269	38727	17
25270	33998	17
25271	27131	17
25272	23608	17
25273	36792	17
25274	40627	28
25275	36719	17
25276	31188	17
25277	23583	17
25278	36500	17
25279	29829	21
25280	19930	30
25281	36225	17
25282	41096	17
25283	26593	17
25284	40999	17
25285	23359	17
25286	28794	17
25287	38715	17
25288	23719	17
25289	34621	17
25290	23304	17
25291	37496	17
25292	35896	17
25293	31575	17
25294	39965	17
25295	20931	17
25296	26496	29
25297	30657	17
25298	29098	17
25299	21941	17
25300	34302	19
25301	26511	29
25302	37230	21
25303	35266	17
25304	29553	17
25305	21449	17
25306	36953	17
25307	29816	24
25308	41576	28
25309	26904	17
25310	24735	20
25311	25701	17
25312	43628	17
25313	42185	17
25314	39424	22
25315	30636	17
25316	29391	17
25317	35112	17
25318	43799	29
25319	26421	23
25320	23305	17
25321	33732	17
25322	27489	20
25323	20203	25
25324	37919	28
25325	36621	18
25326	23224	17
25327	34872	17
25328	30367	17
25329	42027	21
25330	39400	17
25331	31235	17
25332	39975	22
25333	28978	17
25334	43772	17
25335	27513	17
25336	41061	28
25337	35285	17
25338	29185	17
25339	22168	17
25340	37849	28
25341	37021	17
25342	38218	17
25343	42272	17
25344	20338	25
25345	35966	29
25346	29216	17
25347	23252	17
25348	41510	21
25349	39832	28
25350	23954	17
25351	22926	25
25352	32750	17
25353	24841	17
25354	39831	17
25355	20951	18
25356	24904	17
25357	38351	17
25358	30653	17
25359	35120	17
25360	36217	17
25361	37364	17
25362	25026	17
25363	38277	17
25364	28340	17
25365	40044	17
25366	42772	17
25367	38010	21
25368	25622	17
25369	42256	17
25370	35072	17
25371	34383	29
25372	25581	17
25373	31697	28
25374	29962	17
25375	24768	17
25376	41163	21
25377	37310	17
25378	28921	17
25379	42218	21
25380	30976	17
25381	43038	25
25382	37581	29
25383	42125	26
25384	25320	17
25385	36445	17
25386	30466	17
25387	36644	17
25388	26896	17
25389	35941	17
25390	42064	17
25391	39523	17
25392	36186	17
25393	41009	22
25394	34776	21
25395	24051	17
25396	34114	17
25397	30393	17
25398	32883	17
25399	23249	17
25400	37087	17
25401	29888	17
25402	23907	17
25403	29623	17
25404	43979	28
25405	23952	19
25406	21915	25
25407	28347	17
25408	20806	17
25409	37503	17
25410	40844	17
25411	31874	17
25412	22894	17
25413	40086	17
25414	32020	17
25415	25406	17
25416	38587	29
25417	35934	17
25418	26082	17
25419	32658	17
25420	36517	17
25421	42885	17
25422	34840	17
25423	25046	17
25424	20832	17
25425	16615	30
25426	26089	17
25427	31969	17
25428	43959	17
25429	21557	25
25430	33319	17
25431	27641	18
25432	23682	17
25433	30635	17
25434	22181	25
25435	35811	17
25436	34266	17
25437	20870	17
25438	37263	17
25439	32129	17
25440	30251	17
25441	41207	21
25442	32477	27
25443	22756	17
25444	43011	29
25445	39136	17
25446	20670	17
25447	40717	21
25448	27575	17
25449	31824	17
25450	20311	17
25451	28335	17
25452	39833	28
25453	35797	17
25454	26333	17
25455	39167	17
25456	36112	25
25457	33498	28
25458	31716	17
25459	27098	17
25460	35267	17
25461	35576	17
25462	26482	17
25463	25532	17
25464	43691	17
25465	35942	17
25466	20771	25
25467	44078	17
25468	24659	17
25469	27150	17
25470	28927	19
25471	36334	17
25472	26450	19
25473	35989	17
25474	25835	17
25475	33722	17
25476	30265	17
25477	35649	17
25478	33699	17
25479	41849	17
25480	41340	17
25481	28881	17
25482	27743	17
25483	21711	17
25484	39290	21
25485	28025	17
25486	42860	17
25487	29372	20
25488	40438	28
25489	39093	17
25490	38249	29
25491	34421	17
25492	24159	17
25493	34580	21
25494	33895	17
25495	35762	17
25496	43128	17
25497	35796	17
25498	28328	17
25499	42003	29
25500	32571	27
25501	31331	17
25502	28950	17
25503	21222	17
25504	43822	21
25505	22324	17
25506	23689	17
25507	21627	17
25508	20857	17
25509	35894	17
25510	22291	17
25511	34790	25
25512	30723	17
25513	30629	21
25514	26477	28
25515	22605	17
25516	22832	17
25517	20389	25
25518	35364	17
25519	41967	17
25520	37720	17
25521	33055	17
25522	29055	29
25523	22086	17
25524	24927	17
25525	29503	17
25526	23080	17
25527	32000	20
25528	20583	25
25529	37830	20
25530	25326	17
25531	40302	17
25532	31049	29
25533	27152	17
25534	42109	24
25535	32286	28
25536	39266	28
25537	23430	17
25538	39599	29
25539	38774	17
25540	40475	17
25541	33586	18
25542	20658	25
25543	40436	28
25544	36872	17
25545	32688	21
25546	41570	29
25547	39790	28
25548	29490	17
25549	4931	34
25550	42916	17
25551	37562	28
25552	29439	20
25553	43604	29
25554	20011	17
25555	28235	17
25556	38663	17
25557	29873	17
25558	42943	22
25559	40798	17
25560	38878	17
25561	35050	17
25562	27226	17
25563	43046	17
25564	32952	17
25565	24257	18
25566	33350	18
25567	37512	17
25568	31000	17
25569	43752	17
25570	27787	17
25571	34842	20
25572	24892	17
25573	29453	18
25574	43987	17
25575	37703	17
25576	23149	21
25577	34852	17
25578	21008	17
25579	20013	17
25580	35940	17
25581	35131	29
25582	20347	17
25583	31570	17
25584	23807	17
25585	22500	17
25586	40083	17
25587	29019	18
25588	42427	17
25589	21416	17
25590	42822	28
25591	36757	17
25592	31156	19
25593	43581	17
25594	34013	17
25595	44080	29
25596	40914	17
25597	29078	17
25598	25928	17
25599	24641	29
25600	39459	29
25601	42879	29
25602	41090	19
25603	28130	17
25604	37061	20
25605	35527	17
25606	21493	17
25607	42740	17
25608	37266	17
25609	25067	18
25610	26234	17
25611	24505	17
25612	32895	17
25613	19630	30
25614	36629	17
25615	40865	17
25616	24558	17
25617	39736	28
25618	36717	17
25619	43797	17
25620	31672	17
25621	30996	17
25622	23940	17
25623	27359	18
25624	43377	17
25625	40252	17
25626	22327	17
25627	32663	17
25628	24338	23
25629	29527	17
25630	43224	17
25631	21033	17
25632	42163	17
25633	38099	28
25634	38078	28
25635	23360	17
25636	41077	20
25637	28283	17
25638	4560	34
25639	39083	17
25640	41552	17
25641	38196	17
25642	27316	17
25643	40160	21
25644	20559	17
25645	40101	17
25646	30591	17
25647	42094	21
25648	25101	17
25649	28230	21
25650	40801	29
25651	36453	17
25652	33635	17
25653	25149	19
25654	25438	17
25655	22908	25
25656	35064	17
25657	22465	25
25658	42968	17
25659	41897	28
25660	28864	17
25661	20473	26
25662	34483	17
25663	38808	17
25664	36348	17
25665	29784	17
25666	29298	17
25667	43646	17
25668	41869	17
25669	24301	17
25670	41961	28
25671	22565	17
25672	33785	17
25673	33621	17
25674	33502	17
25675	43032	25
25676	22325	25
25677	20557	17
25678	28404	17
25679	37037	17
25680	28273	17
25681	21056	25
25682	43716	17
25683	36461	17
25684	33849	17
25685	42643	25
25686	29929	17
25687	31939	17
25688	20867	25
25689	36017	17
25690	29351	17
25691	20340	17
25692	40502	17
25693	39830	29
25694	30049	17
25695	33277	17
25696	34812	17
25697	34504	20
25698	35819	17
25699	28715	17
25700	37198	17
25701	33271	17
25702	41238	20
25703	38653	17
25704	24597	17
25705	25924	17
25706	36402	17
25707	23122	17
25708	43999	17
25709	40691	28
25710	30920	17
25711	25910	17
25712	37948	17
25713	24475	17
25714	38714	21
25715	35249	17
25716	27649	17
25717	29806	28
25718	22823	25
25719	20132	18
25720	41008	17
25721	36910	17
25722	31844	17
25723	27659	17
25724	29478	17
25725	35753	17
25726	28337	17
25727	27195	17
25728	34746	17
25729	40524	17
25730	32613	17
25731	32522	27
25732	22374	17
25733	28880	17
25734	22814	25
25735	21840	17
25736	20284	25
25737	28767	17
25738	43823	17
25739	29607	17
25740	26621	17
25741	23666	17
25742	38640	17
25743	41306	17
25744	31785	17
25745	29707	17
25746	20999	17
25747	24667	17
25748	39431	28
25749	34767	17
25750	35466	17
25751	33192	17
25752	41070	28
25753	29669	17
25754	32645	17
25755	43530	24
25756	35665	17
25757	21583	17
25758	44060	17
25759	34508	18
25760	31463	17
25761	31347	17
25762	29548	17
25763	20252	17
25764	36327	17
25765	34952	17
25766	34049	17
25767	21149	17
25768	24181	17
25769	44022	28
25770	42998	29
25771	42297	17
25772	30705	17
25773	42155	28
25774	43173	17
25775	42707	28
25776	41743	17
25777	27247	17
25778	20606	25
25779	28546	17
25780	27941	17
25781	41019	29
25782	37854	28
25783	32304	17
25784	38734	18
25785	26416	17
25786	26670	17
25787	38938	24
25788	33932	17
25789	34848	17
25790	25345	17
25791	21349	25
25792	29292	17
25793	28291	19
25794	25095	17
25795	40253	17
25796	37978	28
25797	20863	17
25798	33127	20
25799	30130	17
25800	26284	17
25801	35077	19
25802	39649	17
25803	37987	21
25804	28962	17
25805	20249	17
25806	43015	17
25807	26794	24
25808	24697	17
25809	22958	27
25810	37024	17
25811	38039	28
25812	41598	20
25813	41919	29
25814	40158	28
25815	31045	17
25816	21355	19
25817	21485	25
25818	40617	17
25819	32812	17
25820	30858	17
25821	36776	17
25822	40448	17
25823	31204	17
25824	30752	17
25825	26337	25
25826	28732	17
25827	24013	17
25828	34572	18
25829	37898	25
25830	36506	17
25831	35313	17
25832	31289	17
25833	26617	28
25834	43962	17
25835	43249	29
25836	35575	17
25837	27890	18
25838	25290	17
25839	29024	17
25840	29673	24
25841	38945	29
25842	24097	17
25843	43998	28
25844	43993	20
25845	38364	28
25846	37154	17
25847	32906	17
25848	31206	17
25849	43223	17
25850	34345	17
25851	26308	17
25852	29571	17
25853	28102	17
25854	33454	17
25855	32444	18
25856	41742	19
25857	39972	22
25858	33934	17
25859	33834	17
25860	32267	17
25861	25621	29
25862	28430	17
25863	33483	26
25864	41998	17
25865	33128	18
25866	42425	28
25867	27361	17
25868	24751	17
25869	35400	17
25870	31778	21
25871	31101	17
25872	39800	25
25873	38950	21
25874	27634	17
25875	24926	17
25876	23065	17
25877	23781	17
25878	37300	17
25879	20415	17
25880	26137	17
25881	36346	17
25882	29510	20
25883	43381	17
25884	30788	17
25885	37028	17
25886	25681	19
25887	25325	17
25888	42839	17
25889	20448	17
25890	33749	17
25891	26823	17
25892	23337	17
25893	42907	29
25894	29534	17
25895	42186	17
25896	26920	17
25897	25360	17
25898	29400	17
25899	31653	17
25900	37079	24
25901	27482	17
25902	39659	17
25903	43946	17
25904	29713	17
25905	20412	17
25906	21564	17
25907	35829	17
25908	33022	20
25909	21722	25
25910	20517	25
25911	44049	17
25912	39611	17
25913	33609	17
25914	27129	19
25915	42873	29
25916	27589	17
25917	42823	28
25918	38662	17
25919	22893	17
25920	24183	25
25921	36201	24
25922	21487	17
25923	35685	17
25924	43422	17
25925	30585	17
25926	20361	17
25927	40351	28
25928	22468	17
25929	43041	17
25930	32978	17
25931	28667	25
25932	25676	17
25933	25517	28
25934	38827	17
25935	42672	17
25936	27698	20
25937	37302	17
25938	29360	17
25939	27029	17
25940	25113	17
25941	33437	17
25942	23403	17
25943	22971	25
25944	37657	21
25945	28234	17
25946	34740	17
25947	43119	29
25948	30925	20
25949	42590	28
25950	37622	20
25951	33346	24
25952	36480	17
25953	34122	17
25954	30309	17
25955	42217	17
25956	42211	21
25957	22882	17
25958	35999	17
25959	40777	17
25960	29934	17
25961	20652	17
25962	24250	17
25963	30823	17
25964	43006	17
25965	25105	17
25966	43259	17
25967	38647	17
25968	44089	17
25969	23324	17
25970	29211	27
25971	43036	28
25972	33231	17
25973	31692	28
25974	37687	17
25975	21032	25
25976	23433	28
25977	34438	17
25978	27669	17
25979	34286	17
25980	32074	17
25981	41619	28
25982	41221	28
25983	39967	20
25984	20300	17
25985	31767	17
25986	31067	17
25987	25944	17
25988	25179	17
25989	31542	17
25990	27217	17
25991	34450	17
25992	27093	17
25993	43057	29
25994	31275	17
25995	38981	17
25996	36597	17
25997	39380	21
25998	36369	17
25999	21917	17
26000	39274	21
26001	42395	17
26002	32580	27
26003	27406	17
26004	36816	18
26005	31453	17
26006	38432	17
26007	37604	29
26008	21990	17
26009	30160	17
26010	39587	29
26011	35419	17
26012	23626	17
26013	29239	17
26014	32326	17
26015	37642	28
26016	28977	17
26017	34916	17
26018	29338	17
26019	27560	17
26020	42800	20
26021	42004	21
26022	25322	17
26023	20436	17
26024	36311	17
26025	26824	17
26026	39561	17
26027	32869	17
26028	23053	17
26029	36888	20
26030	34715	26
26031	21034	17
26032	38929	18
26033	28305	29
26034	43054	17
26035	36847	17
26036	22804	17
26037	31522	17
26038	27233	17
26039	38147	17
26040	43973	29
26041	39772	28
26042	39983	17
26043	43870	20
26044	22529	17
26045	43607	22
26046	36354	17
26047	20080	17
26048	40329	17
26049	24086	17
26050	28896	17
26051	23708	17
26052	33366	20
26053	29789	17
26054	43358	17
26055	36941	17
26056	24565	17
26057	20344	17
26058	44102	29
26059	40533	17
26060	38543	17
26061	39434	29
26062	24188	17
26063	35682	17
26064	20297	25
26065	41659	17
26066	23649	17
26067	34816	17
26068	41446	28
26069	20834	17
26070	32916	17
26071	30079	17
26072	27594	17
26073	26336	17
26074	44098	17
26075	39156	17
26076	20449	25
26077	43921	17
26078	33300	20
26079	43748	17
26080	35002	17
26081	38842	17
26082	36288	17
26083	29002	17
26084	40445	28
26085	38349	17
26086	36554	17
26087	36596	17
26088	20112	17
26089	43155	17
26090	20717	17
26091	41884	26
26092	32107	17
26093	38796	21
26094	41554	17
26095	40221	17
26096	31127	17
26097	33963	17
26098	27194	17
26099	37611	28
26100	38969	29
26101	42449	17
26102	20686	26
26103	43005	29
26104	36681	17
26105	25072	17
26106	21729	19
26107	31643	21
26108	43410	29
26109	42193	21
26110	41297	28
26111	32168	17
26112	36980	20
26113	25416	17
26114	21972	17
26115	20587	25
26116	37563	17
26117	23749	17
26118	34155	17
26119	29616	17
26120	32928	17
26121	33888	17
26122	23072	28
26123	20596	17
26124	32472	27
26125	28918	17
26126	32896	19
26127	25039	17
26128	22075	25
26129	21911	25
26130	20928	17
26131	33729	18
26132	29471	18
26133	40127	21
26134	33939	17
26135	34465	17
26136	23942	28
26137	29836	17
26138	20424	25
26139	24902	17
26140	22367	17
26141	40517	18
26142	30550	17
26143	29867	17
26144	41088	17
26145	43903	17
26146	35123	17
26147	22018	17
26148	40024	29
26149	23585	17
26150	24515	17
26151	20002	17
26152	42390	21
26153	28911	17
26154	20059	17
26155	24023	25
26156	27627	17
26157	41726	28
26158	30196	17
26159	43087	21
26160	39343	17
26161	38707	28
26162	27696	17
26163	34733	17
26164	28579	17
26165	42792	21
26166	42232	17
26167	40041	17
26168	37112	17
26169	32508	27
26170	20444	26
26171	43149	29
26172	29667	17
26173	27142	17
26174	34830	17
26175	24629	17
26176	31682	17
26177	43389	22
26178	27275	17
26179	27563	17
26180	42236	17
26181	31525	20
26182	41443	17
26183	21618	17
26184	32271	17
26185	26598	17
26186	32332	17
26187	34607	17
26188	26019	17
26189	29923	17
26190	31099	17
26191	43532	17
26192	25699	17
26193	30020	17
26194	30148	17
26195	39273	21
26196	33492	17
26197	43485	17
26198	20513	25
26199	28150	17
26200	23306	17
26201	37098	17
26202	31744	17
26203	38468	28
26204	36711	17
26205	20759	17
26206	20556	17
26207	40289	28
26208	40209	17
26209	27760	17
26210	20619	20
26211	28763	20
26212	26643	17
26213	35929	17
26214	35151	17
26215	27846	17
26216	22791	25
26217	29093	17
26218	22366	17
26219	43865	17
26220	27762	17
26221	24519	17
26222	25390	33
26223	30040	17
26224	22879	17
26225	34101	28
26226	41487	21
26227	31860	20
26228	33946	29
26229	41230	17
26230	21688	25
26231	34558	17
26232	41526	21
26233	22318	17
26234	37441	25
26235	29146	19
26236	30449	17
26237	37233	17
26238	22195	25
26239	28678	17
26240	23930	17
26241	43868	27
26242	29329	21
26243	41577	28
26244	24651	17
26245	40248	29
26246	38015	17
26247	36301	17
26248	39687	29
26249	34404	25
26250	35045	17
26251	37501	17
26252	30179	17
26253	33085	21
26254	33373	17
26255	37796	17
26256	28968	17
26257	38860	17
26258	35773	17
26259	19584	30
26260	37169	17
26261	28333	17
26262	24345	17
26263	38671	17
26264	34585	17
26265	35617	17
26266	20260	17
26267	33473	21
26268	28986	29
26269	28765	18
26270	27819	17
26271	43883	17
26272	40259	29
26273	23705	17
26274	40568	17
