"id"	"substance_id"	"ncgc_id"	"tox21_id"	"pubchem_sid"	"bottle_barcode"	"withdrawn"
3099	1283	"NCGC00259132-01"	201583	144208781		"false"
3100	403	"NCGC00259133-01"	201584	144208782		"false"
3101	352	"NCGC00259134-01"	201585	144208783		"false"
3102	6854	"NCGC00259139-01"	201590	144208788		"false"
3103	1035	"NCGC00259141-01"	201592	144208790		"false"
3104	3136	"NCGC00259145-01"	201596	144208794		"false"
3105	4334	"NCGC00259147-01"	201598	144208796		"false"
3106	7546	"NCGC00259151-01"	201602	144208800		"false"
3107	2231	"NCGC00259152-01"	201603	144208801		"false"
3108	5066	"NCGC00259153-01"	201604	144208802		"false"
3109	5693	"NCGC00259155-01"	201606	144208804		"false"
3110	147	"NCGC00259156-01"	201607	144208805		"false"
3111	4137	"NCGC00259157-01"	201608	144208806		"false"
3112	4935	"NCGC00259159-01"	201610	144208808		"false"
3113	7778	"NCGC00259162-01"	201613	144208811		"false"
3114	7559	"NCGC00259165-01"	201616	144208814		"false"
3115	4735	"NCGC00259166-01"	201617	144208815		"false"
3116	1298	"NCGC00259169-01"	201620	144208818		"false"
3117	1288	"NCGC00259171-01"	201622	144208820		"false"
3118	197	"NCGC00259172-01"	201623	144208821		"false"
3119	355	"NCGC00259174-01"	201625	144208823		"false"
3120	3163	"NCGC00259175-01"	201626	144208824		"false"
3121	3789	"NCGC00259176-01"	201627	144208825		"false"
3122	1294	"NCGC00259177-01"	201628	144208826		"false"
3123	8771	"NCGC00259178-01"	201629	144208827		"false"
3124	7855	"NCGC00259179-01"	201630	144208828		"false"
3125	1072	"NCGC00259181-01"	201632	144208830		"false"
3126	3812	"NCGC00259184-01"	201635	144208833		"false"
3127	1232	"NCGC00259186-01"	201637	144208835		"false"
3128	5868	"NCGC00259187-01"	201638	144208836		"false"
3129	4773	"NCGC00259188-01"	201639	144208837		"false"
3130	1010	"NCGC00259189-01"	201640	144208838		"false"
3131	1195	"NCGC00259190-01"	201641	144208839		"false"
3132	7727	"NCGC00259191-01"	201642	144208840		"false"
3133	3178	"NCGC00259192-01"	201643	144208841		"false"
3134	359	"NCGC00259194-01"	201645	144208843		"false"
3135	2123	"NCGC00259195-01"	201646	144208844		"false"
3136	3880	"NCGC00259196-01"	201647	144208845		"false"
3137	6911	"NCGC00259197-01"	201648	144208846		"false"
3138	5041	"NCGC00259198-01"	201649	144208847		"false"
3139	9182	"NCGC00259199-01"	201650	144208848		"false"
3140	4128	"NCGC00259200-01"	201651	144208849		"false"
3141	6603	"NCGC00259201-01"	201652	144208850		"false"
3142	390	"NCGC00259202-01"	201653	144208851		"false"
3143	481	"NCGC00259203-01"	201654	144208852		"false"
3144	251	"NCGC00259204-01"	201655	144208853		"false"
3145	1951	"NCGC00259205-01"	201656	144208854		"false"
3146	5929	"NCGC00259206-01"	201657	144208855		"false"
3147	6863	"NCGC00259207-01"	201658	144208856		"false"
3148	2206	"NCGC00259210-01"	201661	144208859		"false"
3149	6642	"NCGC00259212-01"	201663	144208861		"false"
3150	2240	"NCGC00259217-01"	201668	144208866		"false"
3151	172	"NCGC00259219-01"	201670	144208868		"false"
3152	5043	"NCGC00259221-01"	201672	144208870		"false"
3153	7856	"NCGC00259224-01"	201675	144208873		"false"
3154	115	"NCGC00259226-01"	201677	144208875		"false"
3155	4042	"NCGC00259229-01"	201680	144208878		"false"
3156	8535	"NCGC00259231-01"	201682	144208880		"false"
3157	2197	"NCGC00259232-01"	201683	144208881		"false"
3158	78	"NCGC00259234-01"	201685	144208883		"false"
3159	88	"NCGC00259236-01"	201687	144208885		"false"
3160	5029	"NCGC00259240-01"	201691	144208889		"false"
3161	8578	"NCGC00259242-01"	201693	144208891		"false"
3162	1312	"NCGC00259243-01"	201694	144208892		"false"
3163	82	"NCGC00259245-01"	201696	144208894		"false"
3164	6797	"NCGC00259246-01"	201697	144208895		"false"
3165	1317	"NCGC00259247-01"	201698	144208896		"false"
3166	365	"NCGC00259248-01"	201699	144208897		"false"
3167	2959	"NCGC00259250-01"	201701	144208899		"false"
3168	1090	"NCGC00259255-01"	201706	144208904		"false"
3169	6809	"NCGC00259256-01"	201707	144208905		"false"
3170	3782	"NCGC00259258-01"	201709	144208907		"false"
3171	8783	"NCGC00259259-01"	201710	144208908		"false"
3172	4915	"NCGC00259261-01"	201712	144208910		"false"
3173	4083	"NCGC00259262-01"	201713	144208911		"false"
3174	1271	"NCGC00259263-01"	201714	144208912		"false"
3175	154	"NCGC00259264-01"	201715	144208913		"false"
3176	1991	"NCGC00259265-01"	201716	144208914		"false"
3177	7811	"NCGC00259266-01"	201717	144208915		"false"
3178	2930	"NCGC00259268-01"	201719	144208917		"false"
3179	185	"NCGC00259269-01"	201720	144208918		"false"
3180	5786	"NCGC00259272-01"	201723	144208921		"false"
3181	3040	"NCGC00259273-01"	201724	144208922		"false"
3182	6614	"NCGC00259274-01"	201725	144208923		"false"
3183	4016	"NCGC00259275-01"	201726	144208924		"false"
3184	3075	"NCGC00259277-01"	201728	144208926		"false"
3185	6936	"NCGC00259279-01"	201730	144208928		"false"
3186	5015	"NCGC00259284-01"	201735	144208933		"false"
3187	1088	"NCGC00259286-01"	201737	144208935		"false"
3188	6012	"NCGC00259287-01"	201738	144208936		"false"
3189	3196	"NCGC00259288-01"	201739	144208937		"false"
3190	6885	"NCGC00259289-01"	201740	144208938		"false"
3191	5921	"NCGC00259291-01"	201742	144208940		"false"
3192	3139	"NCGC00259294-01"	201745	144208943		"false"
3193	8688	"NCGC00259295-01"	201746	144208944		"false"
3194	3217	"NCGC00259297-01"	201748	144208946		"false"
3195	2914	"NCGC00259299-01"	201750	144208948		"false"
3196	326	"NCGC00259303-01"	201754	144208952		"false"
3197	6810	"NCGC00259305-01"	201756	144208954		"false"
3198	4084	"NCGC00259306-01"	201757	144208955		"false"
3199	5911	"NCGC00259307-01"	201758	144208956		"false"
3200	2041	"NCGC00259308-01"	201759	144208957		"false"
3201	2279	"NCGC00259309-01"	201760	144208958		"false"
3202	8555	"NCGC00259310-01"	201761	144208959		"false"
3203	1106	"NCGC00259313-01"	201764	144208962		"false"
3204	1227	"NCGC00259315-01"	201766	144208964		"false"
3205	8527	"NCGC00259317-01"	201768	144208966		"false"
3206	4740	"NCGC00259319-01"	201770	144208968		"false"
3207	5904	"NCGC00259320-01"	201771	144208969		"false"
3208	6676	"NCGC00259322-01"	201773	144208971		"false"
3209	7833	"NCGC00259324-01"	201775	144208973		"false"
3210	6935	"NCGC00259325-01"	201776	144208974		"false"
3211	6616	"NCGC00259326-01"	201777	144208975		"false"
3212	7844	"NCGC00259329-01"	201780	144208978		"false"
3213	69	"NCGC00259331-01"	201782	144208980		"false"
3214	1981	"NCGC00259332-01"	201783	144208981		"false"
3215	103	"NCGC00259333-01"	201784	144208982		"false"
3216	2145	"NCGC00259335-01"	201786	144208984		"false"
3217	2044	"NCGC00259336-01"	201787	144208985		"false"
3218	4047	"NCGC00259337-01"	201788	144208986		"false"
3219	307	"NCGC00259339-01"	201790	144208988		"false"
3220	1266	"NCGC00259342-01"	201793	144208991		"false"
3221	4085	"NCGC00259348-01"	201799	144208997		"false"
3222	3130	"NCGC00259349-01"	201800	144208998		"false"
3223	1307	"NCGC00259350-01"	201801	144208999		"false"
3224	6945	"NCGC00259351-01"	201802	144209000		"false"
3225	7746	"NCGC00259352-01"	201803	144209001		"false"
3226	5887	"NCGC00259353-01"	201804	144209002		"false"
3227	1024	"NCGC00259354-01"	201805	144209003		"false"
3228	4802	"NCGC00259356-01"	201807	144209005		"false"
3229	5765	"NCGC00259360-01"	201811	144209009		"false"
3230	134	"NCGC00259361-01"	201812	144209010		"false"
3231	1968	"NCGC00259362-01"	201813	144209011		"false"
3232	1044	"NCGC00259363-01"	201814	144209012		"false"
3233	4925	"NCGC00259366-01"	201817	144209015		"false"
3234	2284	"NCGC00259367-01"	201818	144209016		"false"
3235	5018	"NCGC00259369-01"	201820	144209018		"false"
3236	1967	"NCGC00259370-01"	201821	144209019		"false"
3237	1038	"NCGC00259372-01"	201823	144209021		"false"
3238	3041	"NCGC00259374-01"	201825	144209023		"false"
3239	74	"NCGC00259375-01"	201826	144209024		"false"
3240	8519	"NCGC00259378-01"	201829	144209027		"false"
3241	2026	"NCGC00259379-01"	201830	144209028		"false"
3242	5908	"NCGC00259380-01"	201831	144209029		"false"
3243	4972	"NCGC00259381-01"	201832	144209030		"false"
3244	2151	"NCGC00259382-01"	201833	144209031		"false"
3245	3048	"NCGC00259384-01"	201835	144209033		"false"
3246	3204	"NCGC00259389-01"	201840	144209038		"false"
3247	8773	"NCGC00259391-01"	201842	144209040		"false"
3248	2244	"NCGC00259393-01"	201844	144209042		"false"
3249	2256	"NCGC00259394-01"	201845	144209043		"false"
3250	5858	"NCGC00259395-01"	201846	144209044		"false"
3251	2907	"NCGC00259397-01"	201848	144209046		"false"
3252	281	"NCGC00259398-01"	201849	144209047		"false"
3253	6818	"NCGC00259400-01"	201851	144209049		"false"
3254	8744	"NCGC00259403-01"	201854	144209052		"false"
3255	4741	"NCGC00259404-01"	201855	144209053		"false"
3256	8481	"NCGC00259405-01"	201856	144209054		"false"
3257	3184	"NCGC00259407-01"	201858	144209056		"false"
3258	2006	"NCGC00259408-01"	201859	144209057		"false"
3259	5710	"NCGC00259409-01"	201860	144209058		"false"
3260	6928	"NCGC00259410-01"	201861	144209059		"false"
3261	4926	"NCGC00259411-01"	201862	144209060		"false"
3262	3044	"NCGC00259416-01"	201867	144209065		"false"
3263	2965	"NCGC00259421-01"	201872	144209070		"false"
3264	8549	"NCGC00259422-01"	201873	144209071		"false"
3265	5009	"NCGC00259425-01"	201876	144209074		"false"
3266	2867	"NCGC00259427-01"	201878	144209076		"false"
3267	5895	"NCGC00259430-01"	201881	144209079		"false"
3268	366	"NCGC00259432-01"	201883	144209081		"false"
3269	6672	"NCGC00259434-01"	201885	144209083		"false"
3270	5901	"NCGC00259439-01"	201890	144209088		"false"
3271	3214	"NCGC00259441-01"	201892	144209090		"false"
3272	8839	"NCGC00259442-01"	201893	144209091		"false"
3273	5894	"NCGC00259443-01"	201894	144209092		"false"
3274	5010	"NCGC00259444-01"	201895	144209093		"false"
3275	5739	"NCGC00259446-01"	201897	144209095		"false"
3276	7866	"NCGC00259447-01"	201898	144209096		"false"
3277	6903	"NCGC00259448-01"	201899	144209097		"false"
3278	4737	"NCGC00259450-01"	201901	144209099		"false"
3279	6926	"NCGC00259451-01"	201902	144209100		"false"
3280	4093	"NCGC00259452-01"	201903	144209101		"false"
3281	8685	"NCGC00259458-01"	201909	144209107		"false"
3282	2893	"NCGC00259460-01"	201911	144209109		"false"
3283	7782	"NCGC00259461-01"	201912	144209110		"false"
3284	1272	"NCGC00259463-01"	201914	144209112		"false"
3285	7878	"NCGC00259466-01"	201917	144209115		"false"
3286	5842	"NCGC00259467-01"	201918	144209116		"false"
3287	1112	"NCGC00259468-01"	201919	144209117		"false"
3288	1337	"NCGC00259469-01"	201920	144209118		"false"
3289	2230	"NCGC00259470-01"	201921	144209119		"false"
3290	299	"NCGC00259476-01"	201927	144209125		"false"
3291	5008	"NCGC00259478-01"	201929	144209127		"false"
3292	3137	"NCGC00259481-01"	201932	144209130		"false"
3293	2028	"NCGC00259482-01"	201933	144209131		"false"
3294	4889	"NCGC00259486-01"	201937	144209135		"false"
3295	8805	"NCGC00259489-01"	201940	144209138		"false"
3296	5865	"NCGC00259490-01"	201941	144209139		"false"
3297	2232	"NCGC00259492-01"	201943	144209141		"false"
3298	1999	"NCGC00259496-01"	201947	144209145		"false"
3299	4794	"NCGC00259501-01"	201952	144209150		"false"
3300	5671	"NCGC00259505-01"	201956	144209154		"false"
3301	8775	"NCGC00259506-01"	201957	144209155		"false"
3302	5849	"NCGC00259512-01"	201963	144209161		"false"
3303	8577	"NCGC00259515-01"	201966	144209164		"false"
3304	5025	"NCGC00259521-01"	201972	144209170		"false"
3305	8761	"NCGC00259522-01"	201973	144209171		"false"
3306	2957	"NCGC00259523-01"	201974	144209172		"false"
3307	4819	"NCGC00259524-01"	201975	144209173		"false"
3308	370	"NCGC00259525-01"	201976	144209174		"false"
3309	7603	"NCGC00259526-01"	201977	144209175		"false"
3310	8794	"NCGC00259527-01"	201978	144209176		"false"
3311	6668	"NCGC00259531-01"	201982	144209180		"false"
3312	5916	"NCGC00259532-01"	201983	144209181		"false"
3313	145	"NCGC00259536-01"	201987	144209185		"false"
3314	5978	"NCGC00259540-01"	201991	144209189		"false"
3315	7832	"NCGC00259541-01"	201992	144209190		"false"
3316	8537	"NCGC00259542-01"	201993	144209191		"false"
3317	1310	"NCGC00259543-01"	201994	144209192		"false"
3318	6844	"NCGC00259549-01"	202000	144209198		"false"
3319	3773	"NCGC00259550-01"	202001	144209199		"false"
3320	4035	"NCGC00259552-01"	202003	144209201		"false"
3321	7590	"NCGC00259553-01"	202004	144209202		"false"
3322	5981	"NCGC00259559-01"	202010	144209208		"false"
3323	1315	"NCGC00259560-01"	202011	144209209		"false"
3324	5760	"NCGC00259561-01"	202012	144209210		"false"
3325	5044	"NCGC00259562-01"	202013	144209211		"false"
3326	7826	"NCGC00259563-01"	202014	144209212		"false"
3327	3125	"NCGC00259565-01"	202016	144209214		"false"
3328	4839	"NCGC00259567-01"	202018	144209216		"false"
3329	5659	"NCGC00259569-01"	202020	144209218		"false"
3330	8550	"NCGC00259572-01"	202023	144209221		"false"
3331	2193	"NCGC00259573-01"	202024	144209222		"false"
3332	160	"NCGC00259574-01"	202025	144209223		"false"
3333	6807	"NCGC00259577-01"	202028	144209226		"false"
3334	3143	"NCGC00259578-01"	202029	144209227		"false"
3335	4916	"NCGC00259581-01"	202032	144209230		"false"
3336	8672	"NCGC00259582-01"	202033	144209231		"false"
3337	338	"NCGC00259583-01"	202034	144209232		"false"
3338	125	"NCGC00259584-01"	202035	144209233		"false"
3339	266	"NCGC00259585-01"	202036	144209234		"false"
3340	7568	"NCGC00259587-01"	202038	144209236		"false"
3341	6879	"NCGC00259588-01"	202039	144209237		"false"
3342	8512	"NCGC00259589-01"	202040	144209238		"false"
3343	2215	"NCGC00259590-01"	202041	144209239		"false"
3344	7892	"NCGC00259593-01"	202044	144209242		"false"
3345	7558	"NCGC00259594-01"	202045	144209243		"false"
3346	2227	"NCGC00259596-01"	202047	144209245		"false"
3347	4957	"NCGC00259597-01"	202048	144209246		"false"
3348	4143	"NCGC00259599-01"	202050	144209248		"false"
3349	7888	"NCGC00259600-01"	202051	144209249		"false"
3350	8716	"NCGC00259602-01"	202053	144209251		"false"
3351	411	"NCGC00259603-01"	202054	144209252		"false"
3352	2184	"NCGC00259604-01"	202055	144209253		"false"
3353	5957	"NCGC00259605-01"	202056	144209254		"false"
3354	6887	"NCGC00259607-01"	202058	144209256		"false"
3355	8541	"NCGC00259608-01"	202059	144209257		"false"
3356	4910	"NCGC00259609-01"	202060	144209258		"false"
3357	8551	"NCGC00259611-01"	202062	144209260		"false"
3358	347	"NCGC00259614-01"	202065	144209263		"false"
3359	6889	"NCGC00259615-01"	202066	144209264		"false"
3360	407	"NCGC00259617-01"	202068	144209266		"false"
3361	1976	"NCGC00259618-01"	202069	144209267		"false"
3362	4747	"NCGC00259620-01"	202071	144209269		"false"
3363	7535	"NCGC00259621-01"	202072	144209270		"false"
3364	8483	"NCGC00259623-01"	202074	144209272		"false"
3365	8489	"NCGC00259624-01"	202075	144209273		"false"
3366	4708	"NCGC00259625-01"	202076	144209274		"false"
3367	8513	"NCGC00259626-01"	202077	144209275		"false"
3368	6609	"NCGC00259627-01"	202078	144209276		"false"
3369	1339	"NCGC00259629-01"	202080	144209278		"false"
3370	348	"NCGC00259632-01"	202083	144209281		"false"
3371	1270	"NCGC00259633-01"	202084	144209282		"false"
3372	2166	"NCGC00259634-01"	202085	144209283		"false"
3373	3179	"NCGC00259635-01"	202086	144209284		"false"
3374	2856	"NCGC00259636-01"	202087	144209285		"false"
3375	4947	"NCGC00259637-01"	202088	144209286		"false"
3376	112	"NCGC00259638-01"	202089	144209287		"false"
3377	3815	"NCGC00259639-01"	202090	144209288		"false"
3378	5888	"NCGC00259642-01"	202093	144209291		"false"
3379	8714	"NCGC00259644-01"	202095	144209293		"false"
3380	2030	"NCGC00259645-01"	202096	144209294		"false"
3381	6649	"NCGC00259649-01"	202100	144209298		"false"
3382	2171	"NCGC00259651-01"	202102	144209300		"false"
3383	6947	"NCGC00259653-01"	202104	144209302		"false"
3384	1285	"NCGC00259654-01"	202105	144209303		"false"
3385	3840	"NCGC00259655-01"	202106	144209304		"false"
3386	7757	"NCGC00259656-01"	202107	144209305		"false"
3387	3779	"NCGC00259657-01"	202108	144209306		"false"
3388	8583	"NCGC00259660-01"	202111	144209309		"false"
3389	2008	"NCGC00259661-01"	202112	144209310		"false"
3390	7814	"NCGC00259662-01"	202113	144209311		"false"
3391	5006	"NCGC00259663-01"	202114	144209312		"false"
3392	6688	"NCGC00259664-01"	202115	144209313		"false"
3393	2051	"NCGC00259665-01"	202116	144209314		"false"
3394	3142	"NCGC00259668-01"	202119	144209317		"false"
3395	5677	"NCGC00259670-01"	202121	144209319		"false"
3396	321	"NCGC00259671-01"	202122	144209320		"false"
3397	5682	"NCGC00259672-01"	202123	144209321		"false"
3398	5020	"NCGC00259673-01"	202124	144209322		"false"
3399	4712	"NCGC00259676-01"	202127	144209325		"false"
3400	6847	"NCGC00259678-01"	202129	144209327		"false"
3401	6601	"NCGC00259679-01"	202130	144209328		"false"
3402	3836	"NCGC00259681-01"	202132	144209330		"false"
3403	2023	"NCGC00259683-01"	202134	144209332		"false"
3404	3876	"NCGC00259684-01"	202135	144209333		"false"
3405	339	"NCGC00259685-01"	202136	144209334		"false"
3406	1964	"NCGC00259686-01"	202137	144209335		"false"
3407	7735	"NCGC00259689-01"	202140	144209338		"false"
3408	5758	"NCGC00259691-01"	202142	144209340		"false"
3409	3879	"NCGC00259692-01"	202143	144209341		"false"
3410	4086	"NCGC00259695-01"	202146	144209344		"false"
3411	7872	"NCGC00259697-01"	202148	144209346		"false"
3412	7567	"NCGC00259700-01"	202151	144209349		"false"
3413	1079	"NCGC00259705-01"	202156	144209354		"false"
3414	5678	"NCGC00259706-01"	202157	144209355		"false"
3415	3860	"NCGC00259707-01"	202158	144209356		"false"
3416	3905	"NCGC00259709-01"	202160	144209358		"false"
3417	6678	"NCGC00259710-01"	202161	144209359		"false"
3418	2226	"NCGC00259712-01"	202163	144209361		"false"
3419	4823	"NCGC00259713-01"	202164	144209362		"false"
3420	6843	"NCGC00259716-01"	202167	144209365		"false"
3421	2281	"NCGC00259721-01"	202172	144209370		"false"
3422	157	"NCGC00259722-01"	202173	144209371		"false"
3423	5773	"NCGC00259728-01"	202179	144209377		"false"
3424	1225	"NCGC00259730-01"	202181	144209379		"false"
3425	2960	"NCGC00259732-01"	202183	144209381		"false"
3426	1189	"NCGC00259733-01"	202184	144209382		"false"
3427	6696	"NCGC00259735-01"	202186	144209384		"false"
3428	4012	"NCGC00259736-01"	202187	144209385		"false"
3429	2213	"NCGC00259737-01"	202188	144209386		"false"
3430	4959	"NCGC00259738-01"	202189	144209387		"false"
3431	1031	"NCGC00259740-01"	202191	144209389		"false"
3432	7627	"NCGC00259742-01"	202193	144209391		"false"
3433	2921	"NCGC00259747-01"	202198	144209396		"false"
3434	8797	"NCGC00259750-01"	202201	144209399		"false"
3435	3990	"NCGC00259755-01"	202206	144209404		"false"
3436	2049	"NCGC00259757-01"	202208	144209406		"false"
3437	8560	"NCGC00259758-01"	202209	144209407		"false"
3438	4019	"NCGC00259760-01"	202211	144209409		"false"
3439	309	"NCGC00259764-01"	202215	144209413		"false"
3440	7598	"NCGC00259766-01"	202217	144209415		"false"
3441	129	"NCGC00259768-01"	202219	144209417		"false"
3442	2162	"NCGC00259772-01"	202223	144209421		"false"
3443	4150	"NCGC00259774-01"	202225	144209423		"false"
3444	255	"NCGC00259775-01"	202226	144209424		"false"
3445	2242	"NCGC00259783-01"	202234	144209432		"false"
3446	2264	"NCGC00259785-01"	202236	144209434		"false"
3447	286	"NCGC00259786-01"	202237	144209435		"false"
3448	5781	"NCGC00259788-01"	202239	144209437		"false"
3449	6647	"NCGC00259790-01"	202241	144209439		"false"
3450	1059	"NCGC00259791-01"	202242	144209440		"false"
3451	4306	"NCGC00259793-01"	202244	144209442		"false"
3452	2146	"NCGC00259794-01"	202245	144209443		"false"
3453	7801	"NCGC00259796-01"	202247	144209445		"false"
3454	8668	"NCGC00259797-01"	202248	144209446		"false"
3455	2857	"NCGC00259798-01"	202249	144209447		"false"
3456	5864	"NCGC00259799-01"	202250	144209448		"false"
3457	8690	"NCGC00259800-01"	202251	144209449		"false"
3458	6703	"NCGC00259801-01"	202252	144209450		"false"
3459	8699	"NCGC00259802-01"	202253	144209451		"false"
3460	1292	"NCGC00259805-01"	202256	144209454		"false"
3461	4127	"NCGC00259807-01"	202258	144209456		"false"
3462	6972	"NCGC00259809-01"	202260	144209458		"false"
3463	3817	"NCGC00259811-01"	202262	144209460		"false"
3464	6823	"NCGC00259816-01"	202267	144209465		"false"
3465	100	"NCGC00259817-01"	202268	144209466		"false"
3466	3043	"NCGC00259819-01"	202270	144209468		"false"
3467	5778	"NCGC00259823-01"	202274	144209472		"false"
3468	4020	"NCGC00259824-01"	202275	144209473		"false"
3469	8576	"NCGC00259826-01"	202277	144209475		"false"
3470	4103	"NCGC00259827-01"	202278	144209476		"false"
3471	1977	"NCGC00259828-01"	202279	144209477		"false"
3472	7901	"NCGC00259830-01"	202281	144209479		"false"
3473	8473	"NCGC00259831-01"	202282	144209480		"false"
3474	7768	"NCGC00259832-01"	202283	144209481		"false"
3475	8689	"NCGC00259836-01"	202287	144209485		"false"
3476	1046	"NCGC00259838-01"	202289	144209487		"false"
3477	4721	"NCGC00259840-01"	202291	144209489		"false"
3478	6787	"NCGC00259841-01"	202292	144209490		"false"
3479	1177	"NCGC00259846-01"	202297	144209495		"false"
3480	3135	"NCGC00259847-01"	202298	144209496		"false"
3481	1041	"NCGC00259852-01"	202303	144209501		"false"
3482	2858	"NCGC00259853-01"	202304	144209502		"false"
3483	7648	"NCGC00259854-01"	202305	144209503		"false"
3484	6977	"NCGC00259860-01"	202311	144209509		"false"
3485	7582	"NCGC00259861-01"	202312	144209510		"false"
3486	73	"NCGC00259864-01"	202315	144209513		"false"
3487	2870	"NCGC00259866-01"	202317	144209515		"false"
3488	3081	"NCGC00259868-01"	202319	144209517		"false"
3489	386	"NCGC00259870-01"	202321	144209519		"false"
3490	1300	"NCGC00259871-01"	202322	144209520		"false"
3491	6618	"NCGC00259872-01"	202323	144209521		"false"
3492	7791	"NCGC00259874-01"	202325	144209523		"false"
3493	1007	"NCGC00259875-01"	202326	144209524		"false"
3494	1122	"NCGC00259876-01"	202327	144209525		"false"
3495	1210	"NCGC00259878-01"	202329	144209527		"false"
3496	1995	"NCGC00259883-01"	202334	144209532		"false"
3497	1971	"NCGC00259884-01"	202335	144209533		"false"
3498	1205	"NCGC00259889-01"	202340	144209538		"false"
3499	183	"NCGC00259892-01"	202343	144209541		"false"
3500	5038	"NCGC00259893-01"	202344	144209542		"false"
3501	6620	"NCGC00259894-01"	202345	144209543		"false"
3502	7881	"NCGC00259895-01"	202346	144209544		"false"
3503	4976	"NCGC00259896-01"	202347	144209545		"false"
3504	4785	"NCGC00259902-01"	202353	144209551		"false"
3505	7565	"NCGC00259904-01"	202355	144209553		"false"
3506	7600	"NCGC00259905-01"	202356	144209554		"false"
3507	7731	"NCGC00259907-01"	202358	144209556		"false"
3508	6829	"NCGC00259911-01"	202362	144209560		"false"
3509	1962	"NCGC00259912-01"	202363	144209561		"false"
3510	3827	"NCGC00259916-01"	202367	144209565		"false"
3511	3187	"NCGC00259917-01"	202368	144209566		"false"
3512	4046	"NCGC00259918-01"	202369	144209567		"false"
3513	5674	"NCGC00259919-01"	202370	144209568		"false"
3514	1247	"NCGC00259920-01"	202371	144209569		"false"
3515	5944	"NCGC00259922-01"	202373	144209571		"false"
3516	2905	"NCGC00259928-01"	202379	144209577		"false"
3517	1182	"NCGC00259929-01"	202380	144209578		"false"
3518	257	"NCGC00259930-01"	202381	144209579		"false"
3519	7626	"NCGC00259931-01"	202382	144209580		"false"
3520	4023	"NCGC00259933-01"	202384	144209582		"false"
3521	1222	"NCGC00259934-01"	202385	144209583		"false"
3522	7835	"NCGC00259935-01"	202386	144209584		"false"
3523	105	"NCGC00259936-01"	202387	144209585		"false"
3524	2252	"NCGC00259937-01"	202388	144209586		"false"
3525	3820	"NCGC00259938-01"	202389	144209587		"false"
3526	6958	"NCGC00259939-01"	202390	144209588		"false"
3527	4049	"NCGC00259940-01"	202391	144209589		"false"
3528	4726	"NCGC00259941-01"	202392	144209590		"false"
3529	4054	"NCGC00259942-01"	202393	144209591		"false"
3530	2906	"NCGC00259943-01"	202394	144209592		"false"
3531	1187	"NCGC00259948-01"	202399	144209597		"false"
3532	2950	"NCGC00259949-01"	202400	144209598		"false"
3533	7628	"NCGC00259953-01"	202404	144209602		"false"
3534	4024	"NCGC00259955-01"	202406	144209604		"false"
3535	7837	"NCGC00259957-01"	202408	144209606		"false"
3536	4110	"NCGC00259959-01"	202410	144209608		"false"
3537	2898	"NCGC00259960-01"	202411	144209609		"false"
3538	8804	"NCGC00259961-01"	202412	144209610		"false"
3539	6793	"NCGC00259968-01"	202419	144209617		"false"
3540	5757	"NCGC00259971-01"	202422	144209620		"false"
3541	2943	"NCGC00259975-01"	202426	144209624		"false"
3542	6597	"NCGC00259976-01"	202427	144209625		"false"
3543	2173	"NCGC00259977-01"	202428	144209626		"false"
3544	8769	"NCGC00259979-01"	202430	144209628		"false"
3545	6984	"NCGC00259980-01"	202431	144209629		"false"
3546	7889	"NCGC00259983-01"	202434	144209632		"false"
3547	4813	"NCGC00259984-01"	202435	144209633		"false"
3548	6816	"NCGC00259986-01"	202437	144209635		"false"
3549	6637	"NCGC00259987-01"	202438	144209636		"false"
3550	135	"NCGC00259988-01"	202439	144209637		"false"
3551	3856	"NCGC00259989-01"	202440	144209638		"false"
3552	3033	"NCGC00259990-01"	202441	144209639		"false"
3553	4714	"NCGC00259996-01"	202447	144209645		"false"
3554	2032	"NCGC00259997-01"	202448	144209646		"false"
3555	5966	"NCGC00259998-01"	202449	144209647		"false"
3556	2187	"NCGC00259999-01"	202450	144209648		"false"
3557	4026	"NCGC00260000-01"	202451	144209649		"false"
3558	349	"NCGC00260001-01"	202452	144209650		"false"
3559	1228	"NCGC00260002-01"	202453	144209651		"false"
3560	1319	"NCGC00260003-01"	202454	144209652		"false"
3561	6751	"NCGC00260004-01"	202455	144209653		"false"
3562	399	"NCGC00260006-01"	202457	144209655		"false"
3563	6693	"NCGC00260008-01"	202459	144209657		"false"
3564	1047	"NCGC00260009-01"	202460	144209658		"false"
3565	2017	"NCGC00260011-01"	202462	144209660		"false"
3566	7818	"NCGC00260012-01"	202463	144209661		"false"
3567	134	"NCGC00254159-01"	300006	144210326	"TX001274"	"false"
3568	255	"NCGC00254204-01"	300014	144210334	"TX001370"	"false"
3569	7648	"NCGC00254140-01"	300021	144210341	"TX001704"	"false"
3570	6694	"NCGC00253980-01"	300029	144210349	"TX001815"	"false"
3571	6797	"NCGC00254064-01"	300031	144210351	"TX001840"	"false"
3572	1182	"NCGC00253922-01"	300038	144210358	"TX001889"	"false"
3573	5686	"NCGC00254093-01"	300039	144210359	"TX001907"	"false"
3574	4773	"NCGC00254019-01"	300042	144210362	"TX001920"	"false"
3575	1095	"NCGC00254022-01"	300043	144210363	"TX002081"	"false"
3576	4714	"NCGC00254154-01"	300044	144210364	"TX002088"	"false"
3577	2044	"NCGC00253938-01"	300051	144210371	"TX002120"	"false"
