"id"	"list_id"	"substance_id"
1731	5	6536
1732	5	6537
1733	5	6538
1734	5	6539
1735	5	6540
1736	5	6542
1737	5	6544
1738	5	6549
1739	5	6566
1740	5	6578
1741	5	6580
1742	5	6597
1743	5	6598
1744	5	6607
1745	5	6613
1746	5	6620
1747	5	6622
1748	5	6628
1749	5	6633
1750	5	6634
1751	5	6641
1752	5	6642
1753	5	6657
1754	5	6663
1755	5	6665
1756	5	6668
1757	5	6670
1758	5	6671
1759	5	6673
1760	5	6675
1761	5	6678
1762	5	6679
1763	5	6680
1764	5	6681
1765	5	6683
1766	5	6690
1767	5	6694
1768	5	6695
1769	5	6700
1770	5	6703
1771	5	6704
1772	5	6706
1773	5	6707
1774	5	6721
1775	5	6743
1776	5	6751
1777	5	6792
1778	5	6793
1779	5	6796
1780	5	6797
1781	5	6802
1782	5	6811
1783	5	6813
1784	5	6816
1785	5	6820
1786	5	6826
1787	5	6829
1788	5	6835
1789	5	6853
1790	5	6854
1791	5	6857
1792	5	6858
1793	5	6859
1794	5	6860
1795	5	6862
1796	5	6877
1797	5	6879
1798	5	6883
1799	5	6894
1800	5	6895
1801	5	6905
1802	5	6906
1803	5	6912
1804	5	6914
1805	5	6915
1806	5	6917
1807	5	6918
1808	5	6920
1809	5	6921
1810	5	6922
1811	5	6925
1812	5	6927
1813	5	6930
1814	5	6932
1815	5	6936
1816	5	6939
1817	5	6945
1818	5	6971
1819	5	6972
1820	5	6977
1821	5	6978
1822	5	6984
1823	5	6985
1824	5	6988
1825	5	7033
1826	5	7039
1827	5	7042
1828	5	7045
1829	5	7061
1830	5	7067
1831	5	7072
1832	5	7082
1833	5	7092
1834	5	7106
1835	5	7129
1836	5	7134
1837	5	7135
1838	5	7136
1839	5	7137
1840	5	7139
1841	5	7157
1842	5	7172
1843	5	7175
1844	5	7176
1845	5	7177
1846	5	7284
1847	5	7316
1848	5	7317
1849	5	7323
1850	5	7324
1851	5	7325
1852	5	7346
1853	5	7350
1854	5	7351
1855	5	7429
1856	5	7432
1857	5	7447
1858	5	7449
1859	5	7470
1860	5	7472
1861	5	7473
1862	5	7474
1863	5	7475
1864	5	7479
1865	5	7482
1866	5	7483
1867	5	7496
1868	5	7497
1869	5	7507
1870	5	7534
1871	5	7536
1872	5	7537
1873	5	7539
1874	5	7540
1875	5	7543
1876	5	7544
1877	5	7546
1878	5	7547
1879	5	7549
1880	5	7559
1881	5	7561
1882	5	7562
1883	5	7567
1884	5	7568
1885	5	7576
1886	5	7580
1887	5	7581
1888	5	7582
1889	5	7584
1890	5	7588
1891	5	7590
1892	5	7594
1893	5	7597
1894	5	7598
1895	5	7599
1896	5	7600
1897	5	7603
