"id"	"substance_id"	"structure_flag_id"	"validated"
3690	2341	9	"false"
3691	8615	9	"false"
3692	3012	9	"false"
3693	8318	9	"false"
3694	4509	9	"false"
3695	7208	9	"false"
3696	5315	9	"false"
3698	2039	9	"false"
3699	3509	9	"false"
3700	6539	9	"false"
3701	8045	9	"false"
3703	1837	9	"false"
3704	9103	9	"false"
3705	2520	9	"false"
3706	988	9	"false"
3707	7080	9	"false"
3708	619	9	"false"
3710	4960	9	"false"
3711	8811	9	"false"
3712	7406	9	"false"
3713	7176	9	"false"
3715	4698	9	"false"
3717	6609	9	"false"
3718	3999	9	"false"
3719	6497	9	"false"
3721	5165	9	"false"
3722	4340	9	"false"
3724	8000	9	"false"
3725	4508	9	"false"
3727	1841	9	"false"
3728	7598	9	"false"
3729	6014	9	"false"
3731	7776	9	"false"
3732	8809	9	"false"
3735	573	9	"false"
3736	7382	9	"false"
3737	4230	9	"false"
3741	7606	9	"false"
3743	6700	9	"false"
3744	7986	9	"false"
3745	8852	9	"false"
3748	2521	9	"false"
3749	618	9	"false"
3750	3606	9	"false"
3752	1134	9	"false"
3753	4977	9	"false"
3755	2502	9	"false"
3756	5497	9	"false"
3757	8391	9	"false"
3758	6086	9	"false"
3759	1978	9	"false"
3760	7799	9	"false"
3762	8151	9	"false"
3763	4934	9	"false"
3764	1416	9	"false"
3768	1983	9	"false"
3769	1823	9	"false"
3770	106	9	"false"
3771	6160	9	"false"
3772	949	9	"false"
3774	6278	9	"false"
3775	3522	9	"false"
3776	8346	9	"false"
3777	8383	9	"false"
3778	2265	9	"false"
3779	1004	9	"false"
3780	5659	9	"false"
3781	8387	9	"false"
3782	2022	9	"false"
3783	3323	9	"false"
3784	2128	9	"false"
3786	7537	9	"false"
3787	7424	9	"false"
3789	3835	9	"false"
3790	2858	9	"false"
3791	8265	9	"false"
3792	8212	9	"false"
3793	8575	9	"false"
3794	2112	9	"false"
3795	5445	9	"false"
3796	6792	9	"false"
3797	2518	9	"false"
3799	3816	9	"false"
3800	3731	9	"false"
3801	3295	9	"false"
3802	4647	9	"false"
3803	8581	9	"false"
3804	3235	9	"false"
3805	2535	9	"false"
3806	3401	9	"false"
3807	6046	9	"false"
3808	5864	9	"false"
3810	1315	9	"false"
3811	8397	9	"false"
3812	4451	9	"false"
3814	8186	9	"false"
3815	4475	9	"false"
3816	4193	9	"false"
3817	7756	9	"false"
3818	6925	9	"false"
3820	3841	9	"false"
3822	8614	9	"false"
3823	7886	9	"false"
3824	5492	9	"false"
3826	2428	9	"false"
3827	1626	9	"false"
3828	7254	9	"false"
3829	5927	9	"false"
3832	4998	9	"false"
3834	3440	9	"false"
3835	8340	9	"false"
3836	6458	9	"false"
3837	147	9	"false"
3838	6392	9	"false"
3839	2346	9	"false"
3840	1658	9	"false"
3841	4893	9	"false"
3843	8788	9	"false"
3844	3116	9	"false"
3845	3111	9	"false"
3846	5480	9	"false"
3847	7313	9	"false"
3848	811	9	"false"
3849	7584	9	"false"
3850	9119	9	"false"
3851	5481	9	"false"
3852	218	9	"false"
3854	2015	9	"false"
3855	3106	9	"false"
3856	5236	9	"false"
3858	6423	9	"false"
3859	9251	9	"false"
3860	9279	9	"false"
3861	1254	9	"false"
3862	1135	9	"false"
3863	3924	9	"false"
3864	4126	9	"false"
3865	2836	9	"false"
3866	1236	9	"false"
3867	1126	9	"false"
3869	5237	9	"false"
3870	4840	9	"false"
3871	8486	9	"false"
3872	5809	9	"false"
3873	5742	9	"false"
3874	9050	9	"false"
3875	8579	9	"false"
3876	2115	9	"false"
3879	8507	9	"false"
3881	1034	9	"false"
3882	646	9	"false"
3883	4328	9	"false"
3884	2687	9	"false"
3885	3856	9	"false"
3886	1464	9	"false"
3888	7555	9	"false"
3889	8389	9	"false"
3891	108	9	"false"
3892	3877	9	"false"
3893	3457	9	"false"
3894	4081	9	"false"
3895	3543	9	"false"
3896	3869	9	"false"
3897	1914	9	"false"
3898	7274	9	"false"
3900	1452	9	"false"
3901	5921	9	"false"
3902	4667	9	"false"
3903	3214	9	"false"
3904	670	9	"false"
3905	8541	9	"false"
134	3619	1	"true"
135	3695	1	"true"
136	3698	1	"true"
137	3716	1	"true"
138	3725	1	"true"
139	3734	1	"true"
140	3787	1	"true"
141	3805	1	"true"
142	3818	1	"true"
143	3831	1	"true"
144	3853	1	"true"
145	3860	1	"true"
146	3869	1	"true"
147	3876	1	"true"
148	3877	1	"true"
149	3882	1	"true"
150	3884	1	"true"
151	3885	1	"true"
152	3886	1	"true"
153	3895	1	"true"
154	3900	1	"true"
155	4027	1	"true"
156	4029	1	"true"
157	4032	1	"true"
158	4038	1	"true"
159	4040	1	"true"
160	4073	1	"true"
161	4101	1	"true"
162	4121	1	"true"
163	4136	1	"true"
164	4139	1	"true"
165	4143	1	"true"
166	4150	1	"true"
167	4209	1	"true"
168	4251	1	"true"
169	4291	1	"true"
170	4528	1	"true"
171	4532	1	"true"
172	4622	1	"true"
173	4633	1	"true"
174	4647	1	"true"
175	4667	1	"true"
176	4706	1	"true"
177	4707	1	"true"
178	4708	1	"true"
179	4739	1	"true"
180	4740	1	"true"
181	4773	1	"true"
182	4811	1	"true"
183	4817	1	"true"
184	4818	1	"true"
185	4821	1	"true"
186	4917	1	"true"
187	4920	1	"true"
189	4928	1	"true"
190	4940	1	"true"
191	4960	1	"true"
192	4966	1	"true"
193	4967	1	"true"
194	4974	1	"true"
195	4975	1	"true"
196	4977	1	"true"
197	5008	1	"true"
198	5024	1	"true"
199	5026	1	"true"
200	5030	1	"true"
201	5031	1	"true"
202	5033	1	"true"
204	5137	1	"true"
205	5195	1	"true"
206	5667	1	"true"
207	5673	1	"true"
208	5677	1	"true"
209	5681	1	"true"
210	5686	1	"true"
211	5689	1	"true"
212	5690	1	"true"
213	5702	1	"true"
214	5704	1	"true"
215	5706	1	"true"
216	5711	1	"true"
217	5719	1	"true"
218	5742	1	"true"
219	5749	1	"true"
220	5754	1	"true"
221	5762	1	"true"
222	5763	1	"true"
223	5767	1	"true"
224	5856	1	"true"
225	5890	1	"true"
226	5892	1	"true"
227	5922	1	"true"
228	5924	1	"true"
229	5967	1	"true"
230	5968	1	"true"
17	272	1	"true"
18	278	1	"true"
19	301	1	"true"
20	304	1	"true"
21	305	1	"true"
22	312	1	"true"
23	321	1	"true"
24	341	1	"true"
25	359	1	"true"
26	360	1	"true"
27	364	1	"true"
28	368	1	"true"
29	383	1	"true"
30	479	1	"true"
31	509	1	"true"
32	521	1	"true"
33	751	1	"true"
34	768	1	"true"
35	808	1	"true"
36	935	1	"true"
37	940	1	"true"
39	1008	1	"true"
40	1010	1	"true"
41	1016	1	"true"
42	1020	1	"true"
43	1027	1	"true"
45	1031	1	"true"
46	1034	1	"true"
47	1046	1	"true"
48	1059	1	"true"
49	1069	1	"true"
50	1082	1	"true"
3906	2211	9	"false"
3907	3722	9	"false"
3908	1192	9	"false"
3909	6249	9	"false"
3910	6650	9	"false"
3911	4116	9	"false"
3912	1702	9	"false"
3913	8058	9	"false"
3914	1628	9	"false"
3915	1312	9	"false"
3916	5616	9	"false"
3917	5510	9	"false"
3918	4974	9	"false"
3919	3795	9	"false"
3921	6857	9	"false"
3922	9104	9	"false"
3924	7436	9	"false"
3925	367	9	"false"
3926	2517	9	"false"
3927	4295	9	"false"
3928	6421	9	"false"
3929	4916	9	"false"
3930	4824	9	"false"
3931	5301	9	"false"
3932	567	9	"false"
3933	6251	9	"false"
3934	5526	9	"false"
3936	6683	9	"false"
3937	1670	9	"false"
3938	270	9	"false"
3939	4307	9	"false"
3940	3990	9	"false"
3941	5319	9	"false"
3942	4255	9	"false"
3943	4472	9	"false"
3944	3530	9	"false"
3945	5473	9	"false"
3946	1787	9	"false"
3947	1597	9	"false"
3948	677	9	"false"
3950	6580	9	"false"
3951	1348	9	"false"
3952	2879	9	"false"
3953	6813	9	"false"
3954	5684	9	"false"
3955	8534	9	"false"
3956	8371	9	"false"
3957	6090	9	"false"
3958	2527	9	"false"
3959	4397	9	"false"
3961	8004	9	"false"
3962	1651	9	"false"
3964	8091	9	"false"
3965	150	9	"false"
3966	1612	9	"false"
3967	4108	9	"false"
3968	6626	9	"false"
3969	3979	9	"false"
3970	1439	9	"false"
3972	2701	9	"false"
3973	1937	9	"false"
3974	127	9	"false"
3975	4801	9	"false"
3976	7361	9	"false"
3977	8382	9	"false"
3978	1685	9	"false"
3980	2901	9	"false"
3981	4971	9	"false"
3982	1293	9	"false"
3983	6620	9	"false"
3984	5701	9	"false"
3985	8955	9	"false"
3986	8784	9	"false"
3987	1746	9	"false"
3989	3168	9	"false"
3990	8078	9	"false"
3992	9080	9	"false"
3993	8636	9	"false"
3994	863	9	"false"
3997	8182	9	"false"
3998	1891	9	"false"
3999	2679	9	"false"
4000	6915	9	"false"
4001	8795	9	"false"
4002	5506	9	"false"
4003	1596	9	"false"
4004	3609	9	"false"
4005	3097	9	"false"
4008	8679	9	"false"
4009	6802	9	"false"
4011	6707	9	"false"
4012	4362	9	"false"
4013	2761	9	"false"
4014	7810	9	"false"
4015	7625	9	"false"
4019	7283	9	"false"
4020	4449	9	"false"
4021	2016	9	"false"
4022	5853	9	"false"
4023	4665	9	"false"
4024	6605	9	"false"
4025	3692	9	"false"
4026	5482	9	"false"
4027	9250	9	"false"
4028	9210	9	"false"
4029	8008	9	"false"
4030	3847	9	"false"
4031	4742	9	"false"
4032	8373	9	"false"
4034	7904	9	"false"
4035	4115	9	"false"
4036	9026	9	"false"
4037	1139	9	"false"
4039	2832	9	"false"
4040	549	9	"false"
4041	7519	9	"false"
4042	6917	9	"false"
4043	1343	9	"false"
4044	7747	9	"false"
4045	4574	9	"false"
4046	4361	9	"false"
4047	3029	9	"false"
4048	870	9	"false"
4049	7559	9	"false"
4050	7838	9	"false"
4051	726	9	"false"
4052	7016	9	"false"
4054	8006	9	"false"
4056	5403	9	"false"
4058	7599	9	"false"
4059	7124	9	"false"
4060	8393	9	"false"
4061	2808	9	"false"
4062	402	9	"false"
4063	1569	9	"false"
4064	9027	9	"false"
4065	7360	9	"false"
4066	4704	9	"false"
4067	7196	9	"false"
4068	4891	9	"false"
4069	3396	9	"false"
4070	4311	9	"false"
4071	3189	9	"false"
4072	9296	9	"false"
4075	9265	9	"false"
4076	7561	9	"false"
4079	3455	9	"false"
4080	2709	9	"false"
4082	749	9	"false"
4083	2686	9	"false"
4084	2522	9	"false"
4087	2171	9	"false"
4088	837	9	"false"
4089	9295	9	"false"
4090	5715	9	"false"
4091	3014	9	"false"
4092	1023	9	"false"
4093	4403	9	"false"
4094	1586	9	"false"
4096	7326	9	"false"
4097	5287	9	"false"
4098	1356	9	"false"
4099	712	9	"false"
4100	9111	9	"false"
4101	6780	9	"false"
4102	5513	9	"false"
4103	2329	9	"false"
4104	6273	9	"false"
4106	1638	9	"false"
4108	2583	9	"false"
4109	1194	9	"false"
4110	4547	9	"false"
4111	325	9	"false"
4112	8267	9	"false"
4113	8185	9	"false"
4114	2688	9	"false"
4115	1991	9	"false"
4116	291	9	"false"
4119	9003	9	"false"
4120	2131	9	"false"
4122	2443	9	"false"
4123	8171	9	"false"
4124	7761	9	"false"
4125	6197	9	"false"
4126	6360	9	"false"
4127	8500	9	"false"
4128	5119	9	"false"
4129	5273	9	"false"
4130	8530	9	"false"
4131	4375	9	"false"
4132	8330	9	"false"
4133	7155	9	"false"
4134	7182	9	"false"
4135	6823	9	"false"
4136	9237	9	"false"
4137	2975	9	"false"
4139	7135	9	"false"
4140	6464	9	"false"
4141	5118	9	"false"
4142	7479	9	"false"
4143	5543	9	"false"
4144	4965	9	"false"
4145	1602	9	"false"
4146	8670	9	"false"
4147	1847	9	"false"
4148	1120	9	"false"
4149	2980	9	"false"
4151	7847	9	"false"
4152	3287	9	"false"
4153	884	9	"false"
4154	8569	9	"false"
4155	6779	9	"false"
4156	3420	9	"false"
4157	6473	9	"false"
4158	7472	9	"false"
4159	6759	9	"false"
4160	211	9	"false"
4161	1255	9	"false"
4162	2017	9	"false"
4163	7418	9	"false"
4164	4336	9	"false"
4165	5577	9	"false"
4166	7806	9	"false"
4167	5869	9	"false"
4168	1240	9	"false"
4170	1431	9	"false"
4171	4443	9	"false"
4172	3331	9	"false"
4173	7795	9	"false"
4174	4239	9	"false"
4175	627	9	"false"
4176	1845	9	"false"
4177	5816	9	"false"
4178	4440	9	"false"
4179	2328	9	"false"
4180	7351	9	"false"
4182	1382	9	"false"
4183	4931	9	"false"
4184	4268	9	"false"
4185	7027	9	"false"
4186	4465	9	"false"
4187	7367	9	"false"
4188	2032	9	"false"
4189	6259	9	"false"
4190	7658	9	"false"
4192	520	9	"false"
4194	6952	9	"false"
4195	8787	9	"false"
4197	7825	9	"false"
4198	5038	9	"false"
4199	4491	9	"false"
4200	6106	9	"false"
4202	6032	9	"false"
4203	5750	9	"false"
4204	608	9	"false"
4206	3961	9	"false"
4207	362	9	"false"
4208	1136	9	"false"
4209	7046	9	"false"
4210	8920	9	"false"
4211	4568	9	"false"
4212	4779	9	"false"
4213	7356	9	"false"
4214	1547	9	"false"
4215	7550	9	"false"
4216	82	9	"false"
4217	4523	9	"false"
4219	3654	9	"false"
4220	5741	9	"false"
4221	4917	9	"false"
4222	2585	9	"false"
4224	7813	9	"false"
4225	6468	9	"false"
4226	5993	9	"false"
4227	1843	9	"false"
4228	2568	9	"false"
4229	3745	9	"false"
4230	1279	9	"false"
4231	4623	9	"false"
4233	7656	9	"false"
4234	6368	9	"false"
4235	2621	9	"false"
4238	4795	9	"false"
4239	2813	9	"false"
4242	1858	9	"false"
4243	8864	9	"false"
4244	7969	9	"false"
4247	1510	9	"false"
4248	8655	9	"false"
4249	6155	9	"false"
4250	2074	9	"false"
4251	644	9	"false"
4252	4619	9	"false"
4253	3610	9	"false"
4255	7057	9	"false"
4256	2842	9	"false"
4257	8140	9	"false"
4258	3463	9	"false"
4259	5754	9	"false"
4260	1080	9	"false"
4261	4711	9	"false"
4262	6938	9	"false"
4263	8914	9	"false"
4264	5385	9	"false"
4265	3673	9	"false"
4267	2644	9	"false"
4268	8313	9	"false"
4269	8071	9	"false"
4270	4860	9	"false"
4271	1990	9	"false"
4272	1201	9	"false"
4273	1692	9	"false"
4274	3783	9	"false"
4275	3209	9	"false"
4277	5521	9	"false"
4278	8369	9	"false"
4279	1530	9	"false"
4280	2894	9	"false"
4281	3147	9	"false"
4282	6029	9	"false"
4283	482	9	"false"
4284	1895	9	"false"
4286	5837	9	"false"
4287	1773	9	"false"
4288	8241	9	"false"
4289	1583	9	"false"
4291	1022	9	"false"
4292	8888	9	"false"
4294	2119	9	"false"
4295	1040	9	"false"
4297	4289	9	"false"
4298	1611	9	"false"
4299	5157	9	"false"
4300	2442	9	"false"
4301	8805	9	"false"
4302	5439	9	"false"
4303	2005	9	"false"
4304	8416	9	"false"
4305	735	9	"false"
4307	640	9	"false"
4308	4797	9	"false"
4309	2674	9	"false"
4310	868	9	"false"
4311	1688	9	"false"
4313	2500	9	"false"
4314	1275	9	"false"
4315	7480	9	"false"
4316	2526	9	"false"
4317	6840	9	"false"
4318	1338	9	"false"
4320	2935	9	"false"
4321	487	9	"false"
4322	9208	9	"false"
4323	3489	9	"false"
4324	3523	9	"false"
4325	2910	9	"false"
4326	3658	9	"false"
4327	303	9	"false"
4328	6876	9	"false"
4329	5551	9	"false"
4330	1890	9	"false"
4331	3077	9	"false"
4332	4614	9	"false"
4333	2986	9	"false"
4335	8224	9	"false"
4336	2294	9	"false"
4337	4404	9	"false"
4338	5975	9	"false"
4339	2533	9	"false"
4340	139	9	"false"
4342	7857	9	"false"
4343	5687	9	"false"
4344	5807	9	"false"
51	1085	1	"true"
52	1090	1	"true"
53	1095	1	"true"
54	1096	1	"true"
55	1098	1	"true"
56	1102	1	"true"
57	1176	1	"true"
58	1182	1	"true"
59	1194	1	"true"
60	1214	1	"true"
61	1219	1	"true"
62	1235	1	"true"
63	1237	1	"true"
64	1254	1	"true"
65	1255	1	"true"
66	1280	1	"true"
67	1292	1	"true"
68	1339	1	"true"
4346	5724	9	"false"
4347	4705	9	"false"
4348	1694	9	"false"
4349	8037	9	"false"
4352	563	9	"false"
4353	3693	9	"false"
4355	474	9	"false"
4356	1160	9	"false"
4357	3829	9	"false"
4358	8750	9	"false"
4359	2145	9	"false"
4360	705	9	"false"
4362	3759	9	"false"
4363	8007	9	"false"
4364	823	9	"false"
4365	730	9	"false"
4366	2386	9	"false"
4367	7307	9	"false"
4368	3650	9	"false"
4369	8332	9	"false"
4372	7358	9	"false"
4373	1095	9	"false"
4375	6992	9	"false"
4376	8082	9	"false"
4377	1984	9	"false"
4378	8552	9	"false"
4379	6177	9	"false"
4380	4058	9	"false"
4381	895	9	"false"
4382	6493	9	"false"
4383	1679	9	"false"
4384	3621	9	"false"
4385	2737	9	"false"
4386	459	9	"false"
4387	8730	9	"false"
4388	5483	9	"false"
4390	3447	9	"false"
4391	7410	9	"false"
4392	1290	9	"false"
4394	1587	9	"false"
4395	6622	9	"false"
4396	2546	9	"false"
4397	7846	9	"false"
4398	5023	9	"false"
4399	2320	9	"false"
4402	2753	9	"false"
4403	3733	9	"false"
4404	3807	9	"false"
4406	4369	9	"false"
4407	4943	9	"false"
4408	4749	9	"false"
4409	2678	9	"false"
4410	5763	9	"false"
4412	5139	9	"false"
4413	3929	9	"false"
4415	4354	9	"false"
4416	722	9	"false"
4417	3781	9	"false"
4418	6006	9	"false"
4419	5968	9	"false"
4420	7478	9	"false"
4421	2704	9	"false"
4422	5959	9	"false"
4424	7683	9	"false"
4425	2444	9	"false"
4426	8469	9	"false"
4427	6921	9	"false"
4428	5361	9	"false"
4429	3766	9	"false"
4430	4442	9	"false"
4431	2310	9	"false"
4432	6935	9	"false"
4433	473	9	"false"
4434	7963	9	"false"
4436	99	9	"false"
4438	7863	9	"false"
4439	5471	9	"false"
4440	2516	9	"false"
4441	812	9	"false"
4442	6415	9	"false"
4443	2529	9	"false"
4444	531	9	"false"
4445	8631	9	"false"
4446	5520	9	"false"
4447	516	9	"false"
4448	8654	9	"false"
4451	6246	9	"false"
4452	5944	9	"false"
4453	5793	9	"false"
4455	4429	9	"false"
4456	8561	9	"false"
4458	4599	9	"false"
4459	3981	9	"false"
4460	4365	9	"false"
4461	6163	9	"false"
4463	6442	9	"false"
4465	4299	9	"false"
4466	2713	9	"false"
4467	5285	9	"false"
4468	5380	9	"false"
4471	9030	9	"false"
4473	7785	9	"false"
4474	968	9	"false"
4475	6906	9	"false"
4476	1235	9	"false"
4477	1188	9	"false"
4478	9306	9	"false"
4479	3122	9	"false"
4480	2434	9	"false"
4481	7408	9	"false"
4482	4387	9	"false"
4484	586	9	"false"
4485	6367	9	"false"
4486	5268	9	"false"
4487	840	9	"false"
4488	7213	9	"false"
4489	2756	9	"false"
4490	334	9	"false"
3360	3366	9	"true"
3361	8345	9	"true"
3362	5418	9	"true"
3363	8139	9	"true"
3364	2093	9	"true"
3365	1512	9	"true"
3366	2473	9	"true"
3367	2762	9	"true"
3368	2714	9	"true"
3369	6751	9	"true"
3370	2856	9	"true"
3371	4817	9	"true"
3372	3882	9	"true"
3373	6773	9	"true"
3374	667	9	"true"
3375	107	9	"true"
4491	6271	9	"false"
4492	6252	9	"false"
4493	9263	9	"false"
4494	5762	9	"false"
4495	8535	9	"false"
4496	8360	9	"false"
4497	3824	9	"false"
4498	1601	9	"false"
4500	2619	9	"false"
4501	1667	9	"false"
4502	4256	9	"false"
4503	1846	9	"false"
4506	3625	9	"false"
4507	6482	9	"false"
4508	4366	9	"false"
4509	8883	9	"false"
4510	8881	9	"false"
4512	6420	9	"false"
4513	2575	9	"false"
4514	587	9	"false"
4515	9186	9	"false"
4516	4455	9	"false"
4517	6971	9	"false"
4518	3892	9	"false"
4520	5046	9	"false"
4521	3686	9	"false"
4522	2362	9	"false"
4523	8178	9	"false"
4524	1513	9	"false"
4525	7121	9	"false"
4526	9331	9	"false"
4527	2146	9	"false"
4528	6573	9	"false"
4529	937	9	"false"
4530	8324	9	"false"
4531	6533	9	"false"
4534	3468	9	"false"
4535	2264	9	"false"
4536	5210	9	"false"
4537	7167	9	"false"
4539	80	9	"false"
4540	2826	9	"false"
4541	4096	9	"false"
4542	1566	9	"false"
4543	7771	9	"false"
4544	4728	9	"false"
4546	5545	9	"false"
4548	2728	9	"false"
4549	9220	9	"false"
4550	3309	9	"false"
4551	8854	9	"false"
4552	7746	9	"false"
4553	590	9	"false"
4554	1776	9	"false"
4555	4996	9	"false"
4556	8647	9	"false"
4557	5702	9	"false"
4558	8769	9	"false"
4559	8181	9	"false"
4560	5032	9	"false"
4561	6007	9	"false"
4563	1224	9	"false"
4564	7802	9	"false"
4565	1298	9	"false"
4566	7567	9	"false"
4567	7948	9	"false"
4569	614	9	"false"
4570	658	9	"false"
4571	3483	9	"false"
4572	456	9	"false"
4573	8624	9	"false"
4574	8137	9	"false"
4575	5300	9	"false"
4576	6496	9	"false"
4577	1857	9	"false"
4579	8161	9	"false"
4580	5980	9	"false"
4584	5277	9	"false"
4585	4810	9	"false"
4587	7788	9	"false"
4588	6853	9	"false"
4589	7286	9	"false"
4590	6691	9	"false"
4591	6505	9	"false"
4592	2495	9	"false"
4593	2159	9	"false"
4595	1704	9	"false"
4596	4073	9	"false"
4597	1582	9	"false"
4598	3466	9	"false"
4599	6461	9	"false"
4600	8193	9	"false"
4601	5394	9	"false"
4602	3006	9	"false"
4604	6797	9	"false"
4605	5197	9	"false"
4606	9108	9	"false"
4607	7616	9	"false"
4608	2886	9	"false"
4609	6549	9	"false"
4610	3750	9	"false"
4611	9031	9	"false"
4612	9286	9	"false"
4613	1680	9	"false"
4614	7934	9	"false"
4615	6061	9	"false"
4616	2230	9	"false"
4617	4137	9	"false"
4618	2458	9	"false"
4619	5925	9	"false"
4621	2757	9	"false"
4622	7122	9	"false"
