"id"	"substance_id"	"t0_grade_id"	"validated"	"t4_grade_id"	"call_id"	"annotation"
1912	519	28	"false"	28	1	
1913	520	17	"false"	17	1	
1914	521	17	"false"	17	1	
1915	522	17	"false"	17	1	
1916	523	17	"false"	17	1	
1917	524	17	"false"	17	1	
1918	527	17	"false"	17	1	
1919	528	17	"false"	17	1	
1923	532	28	"false"	28	1	
1924	534	17	"false"	17	1	
1925	541	17	"false"	17	1	
1926	542	25	"false"	25	1	
1927	543	17	"false"	17	1	
1928	545	17	"false"	17	1	
1929	549	17	"false"	17	1	
1930	551	17	"false"	17	1	
1931	552	17	"false"	17	1	
1932	553	17	"false"	17	1	
1933	556	17	"false"	17	1	
1934	559	17	"false"	17	1	
1935	560	17	"false"	17	1	
1936	561	25	"false"	25	1	
1937	563	17	"false"	17	1	
1938	564	17	"false"	17	1	
1939	566	17	"false"	17	1	
1940	570	17	"false"	17	1	
13339	172	29	"true"	29	3	
1942	574	17	"false"	17	1	
1943	575	17	"false"	17	1	
1944	578	17	"false"	17	1	
1945	579	17	"false"	17	1	
1946	580	17	"false"	17	1	
1947	582	17	"false"	17	1	
1948	584	28	"false"	28	1	
1949	585	17	"false"	17	1	
1950	586	17	"false"	17	1	
1951	587	17	"false"	17	1	
1952	588	28	"false"	28	1	
1953	589	17	"false"	17	1	
1954	590	17	"false"	17	1	
1955	592	17	"false"	17	1	
1956	595	17	"false"	17	1	
1957	597	17	"false"	17	1	
1958	600	17	"false"	17	1	
1959	602	17	"false"	17	1	
1960	603	17	"false"	17	1	
1961	604	17	"false"	17	1	
1962	606	17	"false"	17	1	
1963	607	17	"false"	17	1	
1964	608	17	"false"	17	1	
1965	610	17	"false"	17	1	
1966	613	17	"false"	17	1	
1967	614	17	"false"	17	1	
1968	615	17	"false"	17	1	
1969	616	18	"false"	18	1	
1970	617	17	"false"	17	1	
1971	618	17	"false"	17	1	
1972	619	17	"false"	17	1	
1973	620	17	"false"	17	1	
1974	622	17	"false"	17	1	
1975	623	17	"false"	17	1	
1976	625	17	"false"	17	1	
1977	627	26	"false"	26	1	
1978	628	17	"false"	17	1	
1979	629	17	"false"	17	1	
1980	631	17	"false"	17	1	
1981	632	17	"false"	17	1	
1982	635	17	"false"	17	1	
1983	636	17	"false"	17	1	
1984	637	17	"false"	17	1	
1985	638	17	"false"	17	1	
1986	639	17	"false"	17	1	
1987	640	26	"false"	26	1	
1988	641	17	"false"	17	1	
1989	644	17	"false"	17	1	
1990	646	17	"false"	17	1	
1991	648	17	"false"	17	1	
1992	649	17	"false"	17	1	
1993	651	17	"false"	17	1	
1994	652	17	"false"	17	1	
1995	653	17	"false"	17	1	
1996	654	17	"false"	17	1	
1997	655	17	"false"	17	1	
1998	656	17	"false"	17	1	
1999	657	17	"false"	17	1	
2000	658	17	"false"	17	1	
2001	660	25	"false"	25	1	
2002	661	17	"false"	17	1	
2003	662	17	"false"	17	1	
2004	663	17	"false"	17	1	
2005	666	17	"false"	17	1	
2006	668	17	"false"	17	1	
2007	670	17	"false"	17	1	
2008	671	17	"false"	17	1	
2009	672	17	"false"	17	1	
2010	673	17	"false"	17	1	
2011	677	17	"false"	17	1	
2012	679	17	"false"	17	1	
2013	680	17	"false"	17	1	
2014	684	17	"false"	17	1	
2015	685	17	"false"	17	1	
2016	686	17	"false"	17	1	
2017	688	17	"false"	17	1	
2018	689	17	"false"	17	1	
2019	690	17	"false"	17	1	
2020	691	18	"false"	18	1	
2021	692	17	"false"	17	1	
2022	696	17	"false"	17	1	
2023	697	17	"false"	17	1	
2024	698	17	"false"	17	1	
2025	699	17	"false"	17	1	
2026	700	20	"false"	20	1	
2027	701	17	"false"	17	1	
2028	702	17	"false"	17	1	
2029	704	17	"false"	17	1	
2030	705	17	"false"	17	1	
2031	706	17	"false"	17	1	
2032	708	17	"false"	17	1	
2033	709	17	"false"	17	1	
2034	710	17	"false"	17	1	
2035	711	17	"false"	17	1	
1921	530	17	"false"	17	1	
1922	531	17	"false"	17	1	
2406	1628	17	"false"	17	1	
2036	712	17	"false"	17	1	
2037	713	17	"false"	17	1	
2038	718	17	"false"	17	1	
2039	720	17	"false"	17	1	
2040	722	17	"false"	17	1	
2041	723	17	"false"	17	1	
2042	725	17	"false"	17	1	
2043	726	17	"false"	17	1	
2044	727	17	"false"	17	1	
2045	728	17	"false"	17	1	
2046	730	29	"false"	29	1	
2047	731	17	"false"	17	1	
2048	732	17	"false"	17	1	
2049	733	17	"false"	17	1	
2050	738	17	"false"	17	1	
2051	740	17	"false"	17	1	
2052	741	28	"false"	28	1	
2053	742	17	"false"	17	1	
2054	743	17	"false"	17	1	
2055	744	17	"false"	17	1	
2056	745	17	"false"	17	1	
2057	746	17	"false"	17	1	
2058	747	18	"false"	18	1	
2059	748	17	"false"	17	1	
2060	753	28	"false"	28	1	
2061	757	17	"false"	17	1	
2062	758	17	"false"	17	1	
2063	761	17	"false"	17	1	
2064	763	28	"false"	28	1	
2065	765	17	"false"	17	1	
2066	768	17	"false"	17	1	
2067	771	28	"false"	28	1	
2068	772	17	"false"	17	1	
2069	774	17	"false"	17	1	
2070	775	17	"false"	17	1	
2071	776	17	"false"	17	1	
2072	777	17	"false"	17	1	
2073	778	17	"false"	17	1	
2074	779	17	"false"	17	1	
2075	780	17	"false"	17	1	
2076	781	17	"false"	17	1	
2077	782	17	"false"	17	1	
2078	783	17	"false"	17	1	
2079	784	17	"false"	17	1	
2080	786	17	"false"	17	1	
2081	787	19	"false"	19	1	
2082	789	17	"false"	17	1	
2083	791	17	"false"	17	1	
2084	799	17	"false"	17	1	
2085	800	17	"false"	17	1	
2086	805	17	"false"	17	1	
2087	806	17	"false"	17	1	
2088	809	17	"false"	17	1	
2089	811	17	"false"	17	1	
2090	812	17	"false"	17	1	
2091	813	17	"false"	17	1	
2092	816	17	"false"	17	1	
2093	827	17	"false"	17	1	
2094	830	17	"false"	17	1	
2095	835	20	"false"	20	1	
2096	836	17	"false"	17	1	
2097	837	17	"false"	17	1	
2098	840	19	"false"	19	1	
2099	841	17	"false"	17	1	
2100	842	28	"false"	28	1	
2101	843	17	"false"	17	1	
2102	846	17	"false"	17	1	
2103	847	17	"false"	17	1	
2104	848	17	"false"	17	1	
2105	850	17	"false"	17	1	
2106	851	20	"false"	20	1	
2107	852	17	"false"	17	1	
2108	853	17	"false"	17	1	
2109	854	25	"false"	25	1	
2110	856	17	"false"	17	1	
2111	858	17	"false"	17	1	
2112	860	17	"false"	17	1	
2113	861	17	"false"	17	1	
2114	862	17	"false"	17	1	
2115	864	17	"false"	17	1	
2116	865	17	"false"	17	1	
2117	866	25	"false"	25	1	
2118	867	18	"false"	18	1	
2119	868	17	"false"	17	1	
2120	869	17	"false"	17	1	
2121	870	17	"false"	17	1	
2122	871	17	"false"	17	1	
2123	872	17	"false"	17	1	
2124	873	17	"false"	17	1	
2125	874	17	"false"	17	1	
2126	875	17	"false"	17	1	
2127	876	17	"false"	17	1	
2128	878	17	"false"	17	1	
2129	880	17	"false"	17	1	
2130	881	17	"false"	17	1	
2131	882	17	"false"	17	1	
2132	883	17	"false"	17	1	
2133	884	17	"false"	17	1	
2134	885	17	"false"	17	1	
2135	886	18	"false"	18	1	
2136	887	17	"false"	17	1	
2137	888	17	"false"	17	1	
2138	899	17	"false"	17	1	
2139	921	17	"false"	17	1	
2140	922	17	"false"	17	1	
2141	996	17	"false"	17	1	
2142	997	17	"false"	17	1	
2143	998	17	"false"	17	1	
2144	999	17	"false"	17	1	
10784	180	33	"true"	17	1	
2146	1001	17	"false"	17	1	
2147	1009	17	"false"	17	1	
2148	1014	17	"false"	17	1	
2149	1021	17	"false"	17	1	
2150	1022	17	"false"	17	1	
2151	1032	17	"false"	17	1	
2152	1039	17	"false"	17	1	
2153	1043	17	"false"	17	1	
2154	1045	17	"false"	17	1	
2155	1048	17	"false"	17	1	
2156	1054	17	"false"	17	1	
2157	1055	17	"false"	17	1	
2158	1056	17	"false"	17	1	
2159	1057	17	"false"	17	1	
2160	1058	17	"false"	17	1	
2161	1062	29	"false"	29	1	
2162	1064	17	"false"	17	1	
2163	1066	17	"false"	17	1	
2164	1067	17	"false"	17	1	
2165	1068	17	"false"	17	1	
2166	1081	17	"false"	17	1	
2167	1086	17	"false"	17	1	
2168	1091	17	"false"	17	1	
2169	1099	17	"false"	17	1	
2170	1107	17	"false"	17	1	
2171	1112	17	"false"	17	1	
2172	1115	17	"false"	17	1	
2173	1117	17	"false"	17	1	
2174	1119	17	"false"	17	1	
2175	1120	17	"false"	17	1	
2176	1121	17	"false"	17	1	
2177	1122	17	"false"	17	1	
2178	1124	17	"false"	17	1	
2179	1125	17	"false"	17	1	
2180	1127	17	"false"	17	1	
2181	1129	17	"false"	17	1	
2182	1131	17	"false"	17	1	
2183	1132	24	"false"	24	1	
2184	1133	17	"false"	17	1	
2185	1134	17	"false"	17	1	
2186	1135	26	"false"	26	1	
2187	1136	20	"false"	20	1	
2591	2047	17	"false"	17	1	
2188	1137	17	"false"	17	1	
2189	1139	17	"false"	17	1	
2190	1140	17	"false"	17	1	
2191	1141	17	"false"	17	1	
2192	1142	17	"false"	17	1	
2193	1143	17	"false"	17	1	
2194	1145	17	"false"	17	1	
2195	1146	28	"false"	28	1	
2196	1147	17	"false"	17	1	
2197	1151	17	"false"	17	1	
2198	1152	17	"false"	17	1	
2199	1155	17	"false"	17	1	
2200	1156	17	"false"	17	1	
2201	1157	17	"false"	17	1	
2202	1158	17	"false"	17	1	
2203	1160	17	"false"	17	1	
2204	1162	17	"false"	17	1	
2205	1163	17	"false"	17	1	
2206	1166	17	"false"	17	1	
2207	1170	17	"false"	17	1	
2208	1171	17	"false"	17	1	
2209	1172	17	"false"	17	1	
2210	1174	17	"false"	17	1	
2211	1175	17	"false"	17	1	
2212	1179	17	"false"	17	1	
2213	1180	17	"false"	17	1	
2214	1181	17	"false"	17	1	
2215	1187	17	"false"	17	1	
2217	1200	17	"false"	17	1	
2218	1202	17	"false"	17	1	
2219	1203	17	"false"	17	1	
2220	1204	17	"false"	17	1	
2222	1212	17	"false"	17	1	
2223	1215	17	"false"	17	1	
2224	1218	17	"false"	17	1	
2225	1225	17	"false"	17	1	
2226	1229	17	"false"	17	1	
2227	1230	17	"false"	17	1	
2228	1234	17	"false"	17	1	
2229	1238	17	"false"	17	1	
2230	1241	17	"false"	17	1	
2231	1242	17	"false"	17	1	
2232	1243	17	"false"	17	1	
2233	1244	17	"false"	17	1	
2234	1245	17	"false"	17	1	
2235	1246	17	"false"	17	1	
2236	1247	17	"false"	17	1	
2237	1248	17	"false"	17	1	
2238	1249	17	"false"	17	1	
2239	1250	17	"false"	17	1	
2240	1252	17	"false"	17	1	
2241	1256	17	"false"	17	1	
2242	1259	17	"false"	17	1	
2243	1261	17	"false"	17	1	
2244	1262	17	"false"	17	1	
2245	1263	17	"false"	17	1	
2246	1272	17	"false"	17	1	
2247	1277	17	"false"	17	1	
2248	1282	17	"false"	17	1	
2249	1285	17	"false"	17	1	
2250	1291	17	"false"	17	1	
2251	1295	17	"false"	17	1	
2252	1301	17	"false"	17	1	
2253	1307	17	"false"	17	1	
2254	1309	17	"false"	17	1	
2255	1311	17	"false"	17	1	
2256	1323	17	"false"	17	1	
2257	1325	28	"false"	28	1	
2258	1335	17	"false"	17	1	
2259	1338	17	"false"	17	1	
2260	1341	17	"false"	17	1	
2261	1342	17	"false"	17	1	
2262	1344	17	"false"	17	1	
2263	1361	17	"false"	17	1	
2264	1365	17	"false"	17	1	
2265	1366	17	"false"	17	1	
2266	1367	17	"false"	17	1	
2267	1368	17	"false"	17	1	
2268	1370	17	"false"	17	1	
2269	1371	21	"false"	21	1	
2270	1373	17	"false"	17	1	
2271	1374	17	"false"	17	1	
2272	1375	17	"false"	17	1	
2273	1378	17	"false"	17	1	
2274	1379	17	"false"	17	1	
2275	1384	17	"false"	17	1	
2276	1385	17	"false"	17	1	
2277	1387	17	"false"	17	1	
2278	1388	17	"false"	17	1	
2279	1389	17	"false"	17	1	
2280	1391	28	"false"	28	1	
2281	1395	17	"false"	17	1	
2282	1396	17	"false"	17	1	
2283	1397	17	"false"	17	1	
2284	1398	17	"false"	17	1	
2285	1400	28	"false"	28	1	
2286	1405	17	"false"	17	1	
2287	1409	17	"false"	17	1	
2288	1412	17	"false"	17	1	
2289	1413	17	"false"	17	1	
2290	1416	17	"false"	17	1	
2291	1417	17	"false"	17	1	
2292	1418	17	"false"	17	1	
2293	1423	17	"false"	17	1	
2294	1424	17	"false"	17	1	
2295	1425	17	"false"	17	1	
2296	1432	17	"false"	17	1	
2297	1434	17	"false"	17	1	
2298	1435	17	"false"	17	1	
2299	1436	17	"false"	17	1	
2300	1438	17	"false"	17	1	
2301	1442	17	"false"	17	1	
2302	1443	17	"false"	17	1	
2303	1444	17	"false"	17	1	
2304	1446	17	"false"	17	1	
2305	1449	17	"false"	17	1	
2306	1451	17	"false"	17	1	
2307	1454	17	"false"	17	1	
2308	1460	17	"false"	17	1	
2309	1463	17	"false"	17	1	
2310	1467	17	"false"	17	1	
2311	1469	17	"false"	17	1	
2312	1470	17	"false"	17	1	
2313	1471	17	"false"	17	1	
2314	1478	17	"false"	17	1	
2315	1479	17	"false"	17	1	
2316	1480	17	"false"	17	1	
2317	1482	17	"false"	17	1	
2318	1483	17	"false"	17	1	
2319	1484	17	"false"	17	1	
2320	1485	17	"false"	17	1	
2323	1488	17	"false"	17	1	
2324	1489	17	"false"	17	1	
2325	1490	17	"false"	17	1	
2327	1495	17	"false"	17	1	
2328	1498	17	"false"	17	1	
2329	1500	17	"false"	17	1	
2330	1504	17	"false"	17	1	
2331	1506	17	"false"	17	1	
2332	1507	17	"false"	17	1	
2333	1510	17	"false"	17	1	
2334	1511	17	"false"	17	1	
2335	1513	17	"false"	17	1	
2336	1514	17	"false"	17	1	
2337	1515	17	"false"	17	1	
2338	1517	17	"false"	17	1	
2339	1528	17	"false"	17	1	
2340	1529	17	"false"	17	1	
2341	1531	17	"false"	17	1	
2342	1534	17	"false"	17	1	
2343	1538	17	"false"	17	1	
13338	174	29	"true"	33	3	
2344	1540	17	"false"	17	1	
2345	1541	17	"false"	17	1	
2346	1544	17	"false"	17	1	
2347	1545	17	"false"	17	1	
2348	1546	17	"false"	17	1	
2349	1548	28	"false"	28	1	
2350	1549	17	"false"	17	1	
2351	1552	17	"false"	17	1	
2352	1553	18	"false"	18	1	
2353	1556	17	"false"	17	1	
2354	1558	26	"false"	26	1	
2355	1561	25	"false"	25	1	
2356	1562	17	"false"	17	1	
2357	1563	17	"false"	17	1	
2358	1564	17	"false"	17	1	
2359	1565	17	"false"	17	1	
2360	1566	17	"false"	17	1	
2361	1567	17	"false"	17	1	
2362	1568	17	"false"	17	1	
2363	1569	17	"false"	17	1	
2364	1570	17	"false"	17	1	
2365	1571	17	"false"	17	1	
2366	1572	17	"false"	17	1	
2367	1573	17	"false"	17	1	
2368	1574	17	"false"	17	1	
2369	1576	17	"false"	17	1	
2370	1578	17	"false"	17	1	
2371	1579	17	"false"	17	1	
2372	1580	17	"false"	17	1	
2373	1581	17	"false"	17	1	
2374	1582	17	"false"	17	1	
2375	1583	17	"false"	17	1	
2376	1584	17	"false"	17	1	
2377	1586	17	"false"	17	1	
2378	1589	17	"false"	17	1	
2379	1590	20	"false"	20	1	
2381	1592	17	"false"	17	1	
2382	1593	17	"false"	17	1	
2383	1596	17	"false"	17	1	
2384	1597	17	"false"	17	1	
2385	1598	17	"false"	17	1	
2386	1600	17	"false"	17	1	
2387	1601	17	"false"	17	1	
2388	1602	17	"false"	17	1	
2389	1603	17	"false"	17	1	
2390	1604	17	"false"	17	1	
2391	1605	17	"false"	17	1	
2392	1606	17	"false"	17	1	
2393	1609	17	"false"	17	1	
2394	1610	17	"false"	17	1	
2395	1611	17	"false"	17	1	
2396	1612	21	"false"	21	1	
2397	1613	17	"false"	17	1	
2398	1614	17	"false"	17	1	
2399	1615	17	"false"	17	1	
2400	1616	17	"false"	17	1	
2401	1617	17	"false"	17	1	
2402	1618	17	"false"	17	1	
2403	1621	17	"false"	17	1	
2404	1625	17	"false"	17	1	
2405	1626	17	"false"	17	1	
2380	1591	25	"true"	25	1	
2407	1631	17	"false"	17	1	
2408	1632	17	"false"	17	1	
2409	1634	17	"false"	17	1	
2410	1635	17	"false"	17	1	
2411	1636	17	"false"	17	1	
2412	1637	19	"false"	19	1	
2413	1639	17	"false"	17	1	
2414	1640	17	"false"	17	1	
2415	1641	17	"false"	17	1	
2416	1642	17	"false"	17	1	
2417	1643	17	"false"	17	1	
2418	1645	17	"false"	17	1	
2419	1648	17	"false"	17	1	
2420	1649	17	"false"	17	1	
2421	1650	17	"false"	17	1	
2422	1654	17	"false"	17	1	
2423	1655	17	"false"	17	1	
2424	1656	17	"false"	17	1	
2425	1660	17	"false"	17	1	
2426	1661	17	"false"	17	1	
2427	1662	17	"false"	17	1	
2428	1665	17	"false"	17	1	
2429	1666	17	"false"	17	1	
2430	1668	17	"false"	17	1	
2431	1669	17	"false"	17	1	
2432	1670	17	"false"	17	1	
2433	1671	17	"false"	17	1	
2434	1672	19	"false"	19	1	
2435	1673	17	"false"	17	1	
2436	1674	17	"false"	17	1	
2437	1675	17	"false"	17	1	
2438	1676	17	"false"	17	1	
2439	1677	17	"false"	17	1	
2440	1678	17	"false"	17	1	
2441	1681	17	"false"	17	1	
2442	1683	17	"false"	17	1	
2443	1684	17	"false"	17	1	
2444	1686	17	"false"	17	1	
2445	1689	28	"false"	28	1	
2446	1691	17	"false"	17	1	
2447	1692	17	"false"	17	1	
2448	1693	17	"false"	17	1	
2449	1694	17	"false"	17	1	
2450	1695	17	"false"	17	1	
2451	1696	17	"false"	17	1	
2452	1697	28	"false"	28	1	
2453	1698	17	"false"	17	1	
2454	1700	17	"false"	17	1	
2455	1701	17	"false"	17	1	
2456	1702	17	"false"	17	1	
2457	1703	17	"false"	17	1	
2458	1704	17	"false"	17	1	
2459	1705	17	"false"	17	1	
2460	1708	17	"false"	17	1	
2461	1710	17	"false"	17	1	
2462	1711	17	"false"	17	1	
2463	1713	17	"false"	17	1	
2464	1714	18	"false"	18	1	
2465	1717	17	"false"	17	1	
2466	1719	17	"false"	17	1	
2467	1720	28	"false"	28	1	
2468	1721	17	"false"	17	1	
2469	1723	17	"false"	17	1	
2470	1725	28	"false"	28	1	
2471	1728	17	"false"	17	1	
2472	1729	17	"false"	17	1	
2473	1730	17	"false"	17	1	
2474	1731	17	"false"	17	1	
2475	1732	17	"false"	17	1	
2476	1733	17	"false"	17	1	
2477	1734	17	"false"	17	1	
2478	1735	17	"false"	17	1	
2479	1737	17	"false"	17	1	
2480	1739	17	"false"	17	1	
2481	1740	17	"false"	17	1	
2482	1741	17	"false"	17	1	
2483	1746	17	"false"	17	1	
2484	1755	17	"false"	17	1	
2485	1757	17	"false"	17	1	
2486	1758	17	"false"	17	1	
2487	1759	17	"false"	17	1	
2488	1761	17	"false"	17	1	
2489	1763	17	"false"	17	1	
2490	1767	17	"false"	17	1	
2491	1768	17	"false"	17	1	
2492	1769	17	"false"	17	1	
2493	1770	17	"false"	17	1	
2494	1771	17	"false"	17	1	
2495	1773	17	"false"	17	1	
2496	1774	17	"false"	17	1	
2497	1776	17	"false"	17	1	
2498	1783	28	"false"	28	1	
2961	2758	25	"false"	25	1	
2499	1784	17	"false"	17	1	
2500	1785	17	"false"	17	1	
2501	1786	17	"false"	17	1	
2502	1787	17	"false"	17	1	
2503	1788	17	"false"	17	1	
2504	1789	17	"false"	17	1	
2505	1790	17	"false"	17	1	
2506	1793	17	"false"	17	1	
2507	1797	17	"false"	17	1	
2508	1798	17	"false"	17	1	
2509	1801	17	"false"	17	1	
2510	1803	17	"false"	17	1	
2511	1805	25	"false"	25	1	
2512	1806	17	"false"	17	1	
2513	1807	17	"false"	17	1	
2514	1808	17	"false"	17	1	
2515	1810	25	"false"	25	1	
2516	1811	17	"false"	17	1	
2517	1812	19	"false"	19	1	
2518	1813	25	"false"	25	1	
2519	1816	17	"false"	17	1	
2520	1817	17	"false"	17	1	
2521	1818	17	"false"	17	1	
2522	1819	17	"false"	17	1	
2523	1820	17	"false"	17	1	
2524	1822	17	"false"	17	1	
2525	1823	17	"false"	17	1	
2526	1824	17	"false"	17	1	
2527	1825	17	"false"	17	1	
2528	1826	17	"false"	17	1	
2529	1827	17	"false"	17	1	
2530	1828	17	"false"	17	1	
2531	1829	17	"false"	17	1	
2532	1830	25	"false"	25	1	
2533	1831	17	"false"	17	1	
2534	1832	17	"false"	17	1	
2535	1833	17	"false"	17	1	
2536	1834	25	"false"	25	1	
2537	1835	17	"false"	17	1	
2538	1837	17	"false"	17	1	
2539	1838	17	"false"	17	1	
2540	1839	17	"false"	17	1	
2541	1840	18	"false"	18	1	
2542	1841	28	"false"	28	1	
2543	1842	25	"false"	25	1	
2545	1844	17	"false"	17	1	
2546	1845	17	"false"	17	1	
2547	1853	17	"false"	17	1	
2548	1856	17	"false"	17	1	
2549	1937	17	"false"	17	1	
2550	1939	17	"false"	17	1	
2551	1941	17	"false"	17	1	
2552	1945	25	"false"	25	1	
2553	1946	17	"false"	17	1	
2554	1947	17	"false"	17	1	
2555	1950	17	"false"	17	1	
2556	1952	17	"false"	17	1	
2557	1955	17	"false"	17	1	
2558	1956	17	"false"	17	1	
2559	1959	17	"false"	17	1	
2560	1960	17	"false"	17	1	
2561	1961	17	"false"	17	1	
2562	1965	17	"false"	17	1	
2563	1969	17	"false"	17	1	
2564	1970	17	"false"	17	1	
2565	1972	17	"false"	17	1	
2566	1975	17	"false"	17	1	
2567	1984	17	"false"	17	1	
2568	1985	17	"false"	17	1	
2569	1986	17	"false"	17	1	
2570	1988	17	"false"	17	1	
2571	1992	17	"false"	17	1	
