id,substances_id,bp_degc,mp_degc,vp_mmhg,logp
3015,2698,353.397,165.801,3.81332e-07,1.25591
3016,2699,389.665,287.069,1.94921e-09,3.27578
3017,2700,358.561,167.552,2.75299e-08,1.03373
3018,2701,418.16,187.431,2.27642e-09,-0.362629
3019,2702,318.088,124.624,1.15424e-09,-2.79936
3020,2703,290.665,215.674,1.22937e-09,-0.816093
3021,2704,327.546,187.069,1.33848e-09,0.451432
3022,2705,272.81,151.007,4.68653e-10,-2.0109
3023,2706,405.425,185.119,3.10496e-08,7.29951
3024,2707,378.526,161.613,9.87836e-10,3.58417
3025,2708,408.619,241.398,9.06238e-10,0.90096
3026,2709,182.209,138.281,0.0134142,0.919197
3027,2710,367.013,173.765,2.40041e-10,0.852925
3028,2711,345.515,201.138,1.79007e-10,3.2913
3029,2712,311.611,92.472,1.77383e-05,2.1891
3030,2713,373.365,107.009,2.44297e-09,0.468465
3031,2714,343.534,187.627,2.55508e-09,-1.53212
3032,2715,336.899,148.741,1.15632e-10,0.0769582
3033,2716,316.807,132.461,9.91419e-07,3.35774
3034,2717,324.622,185.386,3.24773e-06,-0.82269
3035,2718,377.542,174.074,2.34134e-09,-0.108692
3036,2719,370.656,279.643,4.23228e-09,-1.98414
3037,2720,255.284,153.101,5.117e-09,1.15758
3038,2721,420.52,169.472,3.68503e-09,6.62158
3039,2722,325.833,185.913,9.55802e-09,1.98161
3040,2723,327.381,140.973,2.33069e-08,1.9455
3041,2724,308.34,142.829,0.0323307,0.227273
3042,2725,262.045,207.848,0.0144101,0.285587
3043,2726,254.964,100.403,2.11732e-08,1.97088
3044,2727,329.322,131.223,2.11595e-06,1.43545
3045,2728,307.237,155.771,6.29816e-07,0.378139
3046,2729,270.78,210.61,0.0388561,-0.393113
3047,2730,332.295,153.065,1.91952e-07,-0.42554
3048,2731,434.263,161.606,9.7021e-10,
3049,2732,331.003,168.874,7.61061e-09,1.66605
3050,2733,397.71,219.426,7.60741e-10,0.51887
3051,2734,274.124,201.431,5.40801e-10,3.95876
3052,2735,413.328,196.362,2.64818e-09,2.47911
3053,2736,326.722,197.778,6.41729e-10,6.95737
3054,2737,254.502,196.97,5.18539e-09,-2.06779
3055,2738,350.811,216.359,1.21974e-09,2.93021
3056,2739,334.794,165.204,1.91575e-11,2.66586
3057,2740,383.18,178.794,4.03093e-10,1.30325
3058,2741,396.374,250.905,2.19238e-10,1.03257
3059,2742,410.995,28.8736,1.57457e-07,5.87714
3060,2743,406.418,143.211,5.97812e-11,1.75438
3061,2744,355.563,151.162,4.29434e-09,1.91462
3062,2745,309.77,211.788,1.13094e-08,-0.748625
3063,2746,335.19,130.138,3.82917e-09,1.24197
3064,2747,301.222,164.087,6.94643e-07,1.20337
3065,2748,340.417,173.501,3.85856e-05,2.84843
3066,2749,346.472,66.5998,0.000559751,3.28119
3067,2750,204.275,176.952,0.513196,-0.808522
3068,2751,204.28,165.014,0.512007,-1.27678
3070,2753,176.109,144.611,3.45829,0.71439
3071,2754,421.118,116.178,9.30195e-10,4.20213
3072,2755,276.268,153.928,0.000783444,1.28662
3073,2756,182.322,157.568,0.731963,0.714062
3074,2757,182.322,144.358,0.731963,0.666431
3075,2758,251.459,65.8858,0.0202904,2.64265
3076,2759,181.052,-73.8625,1.40712,3.99807
3077,2760,176.109,126.309,3.45829,-2.38545
3078,2761,204.273,111.385,0.514983,-2.42454
3079,2762,135.045,198.259,0.124159,-3.0958
3080,2763,250.22,-9.06787,0.0121453,5.96872
3082,2765,273.722,28.3642,0.00203786,3.68078
3083,2766,222.172,-39.3192,1.72131,3.23805
3084,2767,336.002,18.3887,4.85611e-05,8.37032
3085,2768,236.893,86.5542,0.0103311,0.52295
3086,2769,301.417,220.448,0.000415815,0.930087
3087,2770,306.758,141.842,2.06796e-07,-0.573293
3088,2771,186.946,-14.4698,0.0623438,1.37966
3089,2772,251.3,49.9736,0.0399929,2.19066
3090,2773,303.214,113.481,3.26884e-05,1.00154
3106,2789,281.221,30.7668,0.00219193,3.83046
3107,2790,162.813,-78.562,2.61707,3.53166
3108,2791,166.888,16.9801,2.6871,2.28576
3109,2792,198.127,-51.2665,0.29915,3.16433
3110,2793,175.408,-38.9005,1.11051,2.66034
3111,2794,183.075,-13.6822,0.0217054,-0.369164
3112,2795,332.065,77.4296,0.000559273,3.35582
3113,2796,279.932,107.744,2.78732,-0.57803
3114,2797,158.537,-20.4805,0.172542,0.794302
3115,2798,250.06,-6.29422,0.0308008,3.62139
3116,2799,210.889,87.2759,2.63834,2.14941
3117,2800,219.276,-52.7092,0.0967706,4.00156
3118,2801,190.083,-8.64044,0.396826,3.26093
3119,2802,263.728,21.7955,0.0722049,1.96105
3120,2803,220.578,-68.2748,0.514722,4.39365
3121,2804,127.282,17.789,0.945352,0.470026
3122,2805,327.42,243.887,3.48689e-06,-0.220955
3123,2806,121.142,-65.197,7.16671,0.250019
3124,2807,248.047,24.102,0.00340975,3.06178
3125,2808,251.631,149.4,0.0884097,-1.29244
3126,2809,249.728,30.4986,0.0111562,2.54396
3127,2810,210.533,44.1089,0.0104666,0.698242
3128,2811,202.994,34.4924,0.220447,1.88256
3129,2812,284.624,40.9813,0.0029736,4.70048
3130,2813,208.787,223.31,0.333733,-1.77327
3131,2814,260.243,31.6117,0.00785443,2.80221
3132,2815,381.811,208.605,5.72054e-09,4.09736
3133,2816,304.881,151.746,5.67849e-07,1.93984
3134,2817,245.376,16.7905,0.00602303,3.54821
3135,2818,261.033,56.4654,4.23757e-06,1.15155
3136,2819,405.817,197.31,2.63492e-09,4.11568
3137,2820,345.363,138.277,8.74726e-06,0.673397
3138,2821,207.052,-19.5487,0.638119,4.48598
3139,2822,515.24,308.608,4.75255e-08,7.52466
3140,2823,254.358,-8.17601,0.00622415,2.37696
3141,2824,306.871,-4.06133,9.4768e-05,2.67889
3142,2825,330.127,184.242,3.96668e-10,1.44229
3143,2826,289.397,192.123,7.13127e-07,0.287598
3144,2827,337.488,204.135,5.56891e-10,1.36595
3145,2828,159.973,157.765,1.91314,1.3798
3146,2829,332.576,82.62,2.91279e-07,1.0931
3147,2830,446.525,118.253,1.34953e-10,4.01607
3148,2831,387.716,184.534,9.17896e-08,2.56586
3149,2832,319.382,145.644,9.50094e-10,0.65914
3150,2833,333.571,191.323,8.87947e-07,2.7735
3152,2835,362.891,114.351,2.8099e-08,8.09734
3153,2836,278.05,104.201,1.96105e-07,0.938847
3154,2837,300.837,70.7108,0.00293739,2.12917
3155,2838,291.837,157.413,2.00528e-09,0.565092
3156,2839,273.395,113.924,0.00251705,0.844857
3157,2840,289.56,93.2077,0.00090753,4.08465
3158,2841,302.728,261.776,8.33148e-10,0.339226
3159,2842,335.74,188.174,2.17271e-09,-0.148843
3160,2843,218.62,1.43083,0.640377,3.48386
3161,2844,205.492,51.959,0.639356,3.02651
3162,2845,302.985,196.468,1.74406e-08,-1.0278
3163,2846,321.606,73.3218,8.04698e-07,1.06122
3164,2847,460.088,197.931,1.36711e-10,3.77832
3165,2848,275.076,193.696,1.69711e-10,0.526698
3166,2849,340.096,94.5377,2.32348e-10,3.11008
3167,2850,210.046,208.73,0.0502068,3.11093
3169,2852,370.47,190.112,7.84178e-09,3.99391
3170,2853,383.961,240.425,6.12277e-08,2.56589
3171,2854,298.044,69.0717,2.74104e-05,2.67026
3172,2855,239.958,-10.1489,0.00755196,5.49994
3173,2856,257.971,237.927,5.15703e-10,-1.35991
3174,2857,152.011,-79.815,3.71715,1.14149
3175,2858,184.227,198.11,0.487348,-1.1085
3176,2859,242.944,229.494,0.0300879,-0.822644
3177,2860,376.901,284.565,1.16289e-07,3.38871
3178,2861,371.995,-31.5483,2.33104e-06,4.20907
3179,2862,341.871,144.319,3.3475e-09,-0.81458
3180,2863,407.865,210.981,1.45704e-10,5.17909
3181,2864,334.654,72.9568,1.5968e-06,2.74875
3182,2865,260.801,144.664,4.256e-08,-0.63378
3183,2866,369.943,77.3889,8.18347e-06,4.81594
3184,2867,332.006,40.6573,6.83956e-05,3.55916
3185,2868,270.793,68.7462,2.92942e-06,3.56488
3186,2869,447.65,182.479,1.86966e-09,9.49891
3187,2870,245.631,104.961,0.00362754,0.879361
3188,2871,376.93,61.1143,7.20518e-08,2.28578
3189,2872,318.064,153.035,1.65442e-08,-1.64024
3190,2873,290.125,55.9046,0.000229747,3.45564
3191,2874,325.765,128.197,3.80326e-07,4.07569
3192,2875,391.254,247.381,3.55155e-10,1.92005
3193,2876,196.006,5.89865,0.585391,2.9593
3194,2877,131.516,9.22996,11.2864,1.96121
3196,2879,177.492,-42.1252,1.21141,-0.246296
3197,2880,388.662,161.526,4.36254e-10,5.06655
3198,2881,334.754,204.143,4.61437e-09,2.31915
3199,2882,306.03,82.8868,0.000149737,3.28029
3200,2883,262.723,183.289,1.65238e-06,0.0397379
3201,2884,255.147,136.0,1.50969e-07,1.1501
3202,2885,136.166,-91.2519,9.5312,3.1503
3203,2886,175.13,98.6325,0.280994,-0.654005
3204,2887,434.889,52.3713,1.50119e-09,6.1996
3205,2888,344.555,252.914,2.86251e-09,3.02977
3206,2889,293.102,176.083,8.71859e-10,0.501414
3207,2890,322.288,211.796,8.37311e-10,4.36842
3208,2891,442.339,190.864,6.25792e-11,4.31639
3209,2892,432.14,224.821,1.28973e-07,4.63258
3210,2893,310.062,95.5231,0.000395431,6.09905
3211,2894,290.063,209.552,5.77532e-08,-1.29994
3212,2895,335.347,249.145,1.61021e-09,1.30353
3213,2896,338.847,210.354,3.66785e-11,1.61283
3214,2897,292.268,200.339,6.53664e-07,-0.588815
3215,2898,67.1905,25.0203,2.55861,1.44913
3216,2899,48.5049,48.3042,389.597,2.05965
3217,2900,310.736,155.562,0.000111709,-0.281671
3218,2901,55.2738,-108.409,251.6,0.942109
3219,2902,216.89,73.0029,0.0100838,-1.84171
3220,2903,256.448,64.0927,2.41576e-05,1.08231
3221,2904,243.61,74.4824,0.000500413,-0.941857
3222,2905,258.481,-5.94597,0.00648738,2.56884
3223,2906,168.383,-52.979,1.81276,3.65502
3224,2907,197.997,47.2429,0.013867,-0.51855
3225,2908,319.974,229.418,5.64393e-08,1.58983
3226,2909,301.898,184.049,3.59353e-06,0.976849
3227,2910,358.106,188.401,2.1334e-05,0.892768
3228,2911,480.081,234.969,1.73866e-09,7.45377
3229,2912,337.563,100.541,7.33845e-07,3.84962
3230,2913,276.59,10.8635,0.0036087,1.73137
3231,2914,210.848,5.75475,0.243908,1.85116
3232,2915,285.443,232.765,0.00153865,1.88416
3233,2916,193.809,71.5951,0.747549,2.03074
3234,2917,310.388,170.233,2.54152e-09,2.86465
3235,2918,257.508,176.779,0.00204587,-1.39026
3236,2919,248.447,142.599,1.48253e-05,-1.56991
3237,2920,229.244,149.876,0.0053249,0.644538
3238,2921,243.529,170.945,0.0258813,-1.32383
3239,2922,313.107,182.296,1.09776e-06,-0.814793
3240,2923,344.055,228.399,1.09093e-07,2.05588
3241,2924,338.297,212.836,1.3188e-07,2.93139
3242,2925,309.347,164.029,2.90693e-08,0.165576
3243,2926,365.977,168.76,2.80219e-09,1.46602
3244,2927,339.693,119.95,2.89181e-09,0.643442
3245,2928,328.781,233.11,9.33697e-10,2.75434
3246,2929,225.704,84.5536,0.0237149,1.24827
3247,2930,208.787,133.905,0.333733,1.33004
3248,2931,226.966,327.794,2.26859e-07,-1.91164
3249,2932,41.1333,-82.8725,430.749,-1.25878
3250,2933,412.149,59.0373,2.89606e-07,9.15335
3251,2934,255.349,171.47,1.21482e-09,2.68705
3252,2935,72.8426,-92.2103,89.6767,0.730749
3253,2936,128.086,-106.708,15.6286,3.92901
3254,2937,195.175,32.6247,0.393199,1.77993
3255,2938,318.721,346.233,2.54969e-06,1.65221
3256,2939,318.255,218.759,1.03448e-07,0.9933
3257,2940,79.3395,-86.3934,90.6245,0.291427
3258,2941,318.137,130.767,7.07636e-05,-0.480755
3259,2942,112.716,-29.4806,23.6688,1.30195
3260,2943,254.606,12.5209,0.00165274,3.4195
3261,2944,170.888,-22.5534,1.17634,2.76889
3262,2945,238.954,16.1919,0.00370176,3.04853
3263,2946,179.109,6.80452,0.0263419,0.113142
3264,2947,295.295,142.091,3.79038e-05,1.27772
3265,2948,399.113,135.104,4.40027e-08,7.15065
3266,2949,233.685,-44.7583,0.0223042,2.09949
3267,2950,278.932,93.2455,0.00214836,3.9209
3268,2951,398.888,73.0856,1.17905e-08,3.60125
3269,2952,270.613,69.0376,0.000440353,1.9693
3270,2953,261.449,56.599,0.00301928,1.57396
3271,2954,342.138,131.368,6.57678e-07,2.72181
3272,2955,140.63,-20.3854,6.59714,3.11985
3273,2956,231.047,24.4644,0.0375794,3.28981
3274,2957,245.957,91.9424,0.00201467,-0.735622
3275,2958,132.659,-23.5054,9.06373,2.0602
3276,2959,268.753,28.0374,0.000279751,-1.43017
3277,2960,294.765,0.133585,0.000685391,-0.319935
3278,2961,199.962,-54.2342,0.381165,4.8886
3279,2962,169.2,-69.1113,1.82366,2.63012
3280,2963,124.388,-79.4889,11.6321,1.77995
3281,2964,258.988,28.4443,0.0080958,4.92077
3282,2965,288.948,-78.919,0.00113583,3.99711
3284,2967,210.046,208.73,0.0502068,3.11093
3285,2968,266.498,81.5635,0.00175768,1.88678
3286,2969,309.842,147.185,3.32393e-05,0.727597
3287,2970,322.043,154.827,2.33797e-07,3.03685
3288,2971,306.687,190.015,4.81823e-08,2.62501
3289,2972,220.16,-5.47467,0.053125,2.39096
3290,2973,275.994,28.6312,0.00653336,4.86179
3291,2974,341.02,73.3148,7.76113e-06,5.74785
3292,2975,371.601,224.017,2.24773e-09,-0.134141
3293,2976,326.139,121.401,7.04339e-08,3.87106
3294,2977,360.027,144.922,3.57673e-08,8.25821
3295,2978,351.066,68.3834,4.0343e-09,2.80218
3296,2979,327.437,65.5044,2.30687e-07,3.7854
3297,2980,396.048,240.524,1.95106e-10,-0.10338
3298,2981,284.522,35.7228,0.00307923,1.58409
3299,2982,334.905,74.9234,5.9684e-05,3.69079
3300,2983,334.974,197.476,3.12188e-09,2.01457
3302,2985,357.944,203.498,3.58557e-10,-1.50548
3303,2986,312.11,168.569,1.31752e-09,-0.0504582
3304,2987,359.118,156.384,7.71636e-08,2.88025
3305,2988,209.075,7.24149,0.0794757,0.348381
3306,2989,364.518,122.339,4.41427e-08,5.24208
3307,2990,391.254,247.381,3.55155e-10,1.92005
3309,2992,311.344,164.223,1.10736e-09,0.803617
3310,2993,381.424,200.382,3.68607e-08,2.98517
3311,2994,345.242,116.213,1.11374e-07,3.50687
3312,2995,393.21,95.004,6.43255e-08,5.76959
3314,2997,432.605,143.815,8.55184e-11,3.15975
3315,2998,272.761,233.995,4.60135e-11,1.94767
3316,2999,388.419,188.286,1.53426e-08,3.00999
3317,3000,65.1116,97.9601,0.040028,-0.71879
3318,3001,305.846,212.492,2.16546e-10,-2.50845
3319,3002,425.573,252.284,7.81713e-10,4.06871
3320,3003,407.616,183.716,8.45163e-10,3.60319
3321,3004,299.178,138.74,1.56219e-07,-1.1878
3322,3005,350.534,104.601,5.4937e-08,3.69461
3323,3006,225.704,97.9561,0.0237149,0.737004
3324,3007,363.703,178.199,3.54216e-09,3.01214
3325,3008,388.396,229.752,6.3572e-08,7.06115
3326,3009,322.216,165.957,1.22855e-07,0.507813
3327,3010,311.811,94.9367,2.28449e-06,1.89462
3328,3011,352.83,156.163,1.38148e-07,3.65316
3329,3012,276.185,150.705,2.31253e-09,-1.15941
3330,3013,215.489,295.911,0.000119188,-0.99718
3331,3014,255.323,270.465,6.93684e-11,0.361632
3332,3015,327.395,179.519,1.67296e-10,5.66038
3333,3016,361.868,230.902,8.31748e-08,3.28226
3334,3017,367.707,130.579,3.89662e-10,3.82606
3335,3018,255.301,104.902,3.3961e-09,0.701752
3336,3019,398.526,183.604,4.89278e-10,4.1996
3337,3020,282.512,121.968,1.76068e-06,1.76373
3338,3021,418.971,181.134,3.77727e-09,2.38344
3339,3022,334.645,130.016,3.72902e-10,0.810236
3340,3023,355.822,148.037,6.70788e-10,2.2408
3341,3024,406.747,135.009,1.41824e-08,3.36545
3342,3025,325.719,153.748,1.02085e-06,-0.472128
3343,3026,306.946,105.552,4.90512e-08,1.57954
3344,3027,325.995,253.994,3.01329e-11,-2.14536
3345,3028,406.897,213.414,4.33029e-09,2.39712
3346,3029,352.566,172.344,5.11084e-06,-0.839969
3347,3030,472.392,238.862,4.55361e-09,4.40645
3348,3031,362.29,187.865,1.75769e-09,4.01563
3349,3032,460.404,243.391,1.62482e-10,3.78564
3350,3033,293.018,63.4212,0.000131452,5.68063
3351,3034,391.163,156.451,1.16573e-08,3.09043
3352,3035,386.023,193.017,1.04429e-10,2.7979
3353,3036,344.673,64.8352,8.66175e-09,5.91544
3354,3037,336.519,201.012,1.98459e-09,0.910108
3355,3038,355.749,82.8196,6.22481e-07,3.14373
3356,3039,344.778,60.125,1.93407e-06,3.91938
3357,3040,486.93,225.812,5.68184e-09,6.42775
3358,3041,280.041,92.4506,0.00660999,3.94091
3359,3042,350.223,82.0546,1.51147e-08,2.7706
3360,3043,369.959,65.1518,6.50493e-05,5.28994
3361,3044,250.936,57.7691,0.0151637,1.06119
3362,3045,199.417,83.0418,0.805118,0.771707
3363,3046,337.886,40.0869,1.63475e-06,2.04761
3364,3047,320.782,49.0156,9.98417e-07,3.2298
3365,3048,393.972,108.056,9.0836e-06,5.16033
3366,3049,264.055,95.0001,3.62357e-07,3.34002
3367,3050,288.539,220.931,1.71302e-10,1.86053
3368,3051,352.678,135.984,3.75742e-09,2.99839
3369,3052,348.793,54.0469,2.9314e-07,3.70142
3370,3053,343.817,89.9562,1.12145e-07,4.79797
3371,3054,277.227,171.011,2.11923e-10,1.44578
3372,3055,393.972,152.013,4.47547e-06,4.88312
3373,3056,323.037,168.432,2.003e-06,1.78757
3374,3057,338.78,103.884,1.68935e-06,3.5607
3375,3058,131.96,-38.7762,3.15084,2.40087
3377,3060,89.266,-114.856,56.8059,1.45093
3378,3061,255.716,-18.8844,0.00998268,0.0319662
3379,3062,283.666,58.2917,0.031765,1.61188
3380,3063,247.949,-48.4373,0.0263114,4.25629
3381,3064,296.315,78.1364,0.00150775,-0.574598
3382,3065,326.579,178.12,3.06607e-10,1.40682
3383,3066,280.0,123.713,0.000105921,0.211272
3384,3067,283.973,186.907,4.01834e-05,0.043623
3385,3068,104.545,25.2742,3.96157,1.76905
3387,3070,255.318,174.152,7.28264e-10,1.13109
3389,3072,157.113,-17.6476,0.100927,1.0243
3390,3073,183.271,-14.0239,1.52433,3.41198
3391,3074,227.974,35.413,0.0135592,3.11786
3392,3075,231.505,-7.92312,0.0360274,3.50426
3393,3076,100.748,171.278,38.2303,-3.27866
3394,3077,370.257,239.595,8.09771e-11,-0.226339
3395,3078,242.717,8.94513,0.0816885,2.08135
3397,3080,245.314,-8.87718,0.00328601,2.43531
3398,3081,168.367,-7.85053,5.54953,2.01986
3399,3082,291.207,97.2037,0.00409694,1.00936
3400,3083,256.838,52.0021,0.0027992,1.88958
3401,3084,262.354,204.421,0.000201211,0.355647
3402,3085,260.394,41.3774,0.0199325,3.07004
3403,3086,125.912,-43.04,10.8002,1.20893
3404,3087,240.185,5.40402,0.00523219,0.58354
3405,3088,187.903,-44.721,0.521273,0.389324
3406,3089,192.935,-64.6865,0.249845,-0.505186
3407,3090,356.028,137.075,4.71303e-09,1.81269
3408,3091,356.899,110.872,1.75411e-07,2.71301
3409,3092,207.91,-42.123,0.178988,0.62167
3410,3093,395.995,42.8666,6.94451e-09,9.50362
3411,3094,273.619,150.124,2.52618e-07,2.95911
3413,3096,418.884,203.701,1.19833e-09,3.45827
3414,3097,368.462,135.96,5.15368e-08,0.788438
3415,3098,314.963,122.505,8.3588e-08,3.26448
3416,3099,197.585,-3.5336,0.0972399,2.2553
3417,3100,278.316,180.684,1.58927e-05,-1.88743
3418,3101,271.105,46.269,0.00353243,1.15035
3419,3102,155.082,-64.6178,3.64217,2.65936
3421,3104,130.844,-116.688,2.39943,1.16208
3423,3106,163.131,15.6256,0.989133,0.927511
3424,3107,340.717,205.464,6.81485e-08,1.49311
3425,3108,70.5347,-153.78,135.938,3.37025
3426,3109,297.96,133.006,1.74014e-05,1.68114
3427,3110,74.9385,-66.8131,154.456,0.904737
3428,3111,371.939,214.731,2.48679e-09,-0.159164
3429,3112,192.957,0.935335,1.91026,2.69609
3430,3113,282.861,89.2741,0.0200064,4.29596
3431,3114,257.508,102.308,0.00204587,0.149052
3432,3115,260.017,96.6168,0.0049378,0.680087
3433,3116,277.678,83.5849,0.000654169,0.79189
3434,3117,426.668,227.986,4.39994e-10,4.42366
3435,3118,291.764,192.026,2.5396e-10,0.352613
3436,3119,193.839,33.6358,0.0866174,-1.58672
3437,3120,207.414,76.6441,0.41338,2.82446
3438,3121,256.588,41.1201,0.00582775,2.88204
3439,3122,285.894,-49.8835,0.00138874,0.540391
3440,3123,141.132,-95.5893,7.34627,1.11901
3441,3124,369.793,117.947,3.82286e-09,3.71775
3443,3126,217.519,-3.44834,0.0756824,1.80371
3444,3127,215.748,14.1351,0.146059,1.82699
3445,3128,225.515,47.8262,0.0292323,1.83916
3446,3129,416.388,-0.89746,3.03655e-07,9.04957
3447,3130,284.906,237.7,1.33541e-06,1.1494
3448,3131,259.179,120.788,0.0028077,0.2475
3449,3132,306.605,222.285,1.0214e-07,3.04727
3450,3133,301.037,104.978,1.12068e-06,1.20872
3451,3134,368.829,-20.3986,2.09822e-08,3.59995
3452,3135,222.325,17.9159,0.0044859,1.55109
3453,3136,271.721,51.7057,0.00138425,2.29297
3454,3137,176.649,-67.9752,0.357852,4.10598
3455,3138,257.832,213.826,1.9435e-07,1.57746
3456,3139,258.945,2.55215,0.00247699,0.250519
3457,3140,408.471,-76.6558,5.41766e-07,8.99285
3458,3141,280.893,-83.7804,0.000628191,2.49383
3459,3142,224.258,9.67353,0.0441618,3.90856
3460,3143,227.422,6.78329,0.0300552,3.55828
3461,3144,163.013,8.10054,4.49453,0.168119
3462,3145,320.137,17.513,6.79209e-05,9.08477
3463,3146,258.836,57.1942,0.0553418,2.90133
3464,3147,284.809,27.6599,0.0347872,-0.769337
3465,3148,313.518,220.895,5.17386e-11,-2.34099
3466,3149,391.703,-46.9465,4.40669e-08,3.15136
3467,3150,295.024,84.1245,0.0305891,4.56902
3468,3151,218.62,-1.03976,0.647498,3.55785
3469,3152,202.196,35.9615,0.0681492,2.32932
3470,3153,281.134,147.857,8.35855e-05,1.75806
3471,3154,121.017,-73.9411,10.0936,-0.134063
3472,3155,236.906,-56.8696,0.0743466,4.53824
3473,3156,156.48,-76.7759,3.43588,2.24396
3474,3157,317.4,127.864,6.75069e-08,3.38961
3475,3158,278.91,96.2665,9.97059e-05,-1.51785
3476,3159,243.059,23.4699,0.0116217,4.09986
3477,3160,248.861,191.142,3.57214e-07,-2.38343
3478,3161,102.597,0.361754,17.4502,1.61688
3479,3162,207.575,43.9193,0.850088,0.955922
3481,3164,154.948,-14.5288,3.46758,2.05254
3482,3165,156.243,20.1697,0.417039,1.79872
3483,3166,238.954,176.52,0.00370176,-1.37787
3484,3167,312.588,-12.2099,1.00304e-06,4.38532
3485,3168,183.409,204.373,0.631542,-2.04306
3486,3169,347.986,28.3098,1.70826e-05,9.23282
3487,3170,321.939,17.7616,6.22085e-05,8.21437
3488,3171,364.46,99.7465,8.67989e-08,4.8017
3489,3172,182.974,133.036,1.24996,-0.877356
3490,3173,319.111,74.7601,8.35705e-07,3.33442
3491,3174,282.795,-39.7576,0.00364765,2.94921
3492,3175,285.986,77.4485,3.15696e-05,0.0165519
3494,3177,318.849,51.781,9.8105e-06,1.08531
3495,3178,254.048,52.5327,0.105294,1.13887
3496,3179,116.6,-72.2433,27.5599,1.10164
3497,3180,329.986,65.9559,0.000934553,3.63676
3498,3181,262.833,-12.0397,0.00682822,-0.369378
3503,3186,460.795,184.755,2.59851e-10,4.87977
3504,3187,321.549,36.707,0.000112217,3.37951
3505,3188,49.5652,-88.1602,6689.98,-1.12277
3506,3189,245.929,37.5544,0.00131414,-1.44914
3507,3190,266.196,29.901,0.000838029,2.20013
3508,3191,130.368,-51.3999,11.4063,0.381144
3509,3192,265.093,134.678,0.000196908,-0.637725
3510,3193,195.262,-90.2334,0.0211618,0.233647
3511,3194,425.254,213.468,2.54698e-09,1.54786
3512,3195,232.706,-14.9908,0.0633707,5.83861
3513,3196,241.65,34.3754,0.0896823,1.71124
3514,3197,315.936,-5.00749,0.000242573,8.13592
3515,3198,117.958,230.785,15.6073,-2.26909
3516,3199,106.499,-26.5845,2.51706,-0.149208
3517,3200,227.274,6.06614,1.12006,0.19375
3518,3201,392.998,45.7155,1.0334e-09,9.902
3519,3202,298.667,201.1,8.43494e-09,2.15952
3520,3203,389.158,-10.2972,9.07538e-06,5.14508
3521,3204,346.102,70.6115,1.52241e-05,3.14696
3522,3205,305.371,107.642,4.43675e-06,2.69953
3523,3206,298.927,-22.9249,0.000132607,1.87864
3524,3207,299.147,206.19,0.0105684,-2.47486
3525,3208,131.028,149.728,0.327039,0.595575
3526,3209,228.632,96.7695,1.56851,0.715972
3528,3211,305.131,186.015,8.47264e-11,3.76383
3529,3212,376.011,182.007,7.03778e-08,6.8068
3530,3213,299.123,50.9063,0.000346863,2.84016
3531,3214,223.832,31.6599,0.00365634,-0.00684542
3532,3215,378.746,206.257,1.40147e-09,1.47293
3534,3217,97.1082,-90.1528,36.6937,0.433066
3536,3219,323.334,157.109,2.52453e-08,3.855
3537,3220,204.748,89.9515,0.00146458,4.15089
3538,3221,168.392,11.7561,0.903417,2.85045
3539,3222,218.522,185.167,2.47722e-06,5.60926
3540,3223,482.788,197.357,1.7288e-09,8.99168
3541,3224,231.515,135.943,119.372,3.30117
3542,3225,336.003,60.0555,1.27506e-05,4.92938
3543,3226,277.705,21.7821,0.00229965,4.91156
3545,3228,334.24,96.3592,1.64074e-06,3.68008
3546,3229,364.096,40.5964,9.07515e-07,4.68106
3547,3230,331.733,44.9341,7.89462e-05,3.70247
3548,3231,188.092,20.0015,0.00010045,3.36811
3549,3232,333.322,221.12,3.43814e-08,3.51253
3550,3233,239.059,163.454,0.00486871,1.93079
3551,3234,254.006,203.463,4.38747e-07,5.67693
3552,3235,215.029,86.511,0.00139639,0.455232
3553,3236,320.332,20.3358,7.22218e-06,5.81761
3554,3237,291.275,119.694,2.72815e-07,2.91751
3555,3238,328.73,204.479,3.43903e-08,3.69869
3556,3239,297.982,94.6045,1.90404e-05,3.12858
3557,3240,292.553,213.06,9.11457e-07,1.36781
3558,3241,341.638,209.682,2.64268e-06,1.92981
3559,3242,213.341,66.4158,0.102829,1.69538
3560,3243,212.107,6.88197,0.109557,1.31339
3561,3244,327.749,63.1637,4.41554e-06,1.05243
3563,3246,159.19,23.023,2.0619,0.133742
3565,3248,321.716,132.661,1.8312e-07,-0.0377289
3566,3249,325.0,165.35,3.49145e-08,3.08553
3567,3250,337.173,203.591,1.37551e-06,3.11372
3568,3251,326.293,-2.7295,2.88382e-06,4.49699
3569,3252,313.064,25.15,7.54085e-05,4.62022
3571,3254,265.066,168.679,2.52226e-08,1.01211
3572,3255,327.212,87.6958,0.000103612,3.43351
3573,3256,354.083,9.15205,4.12361e-07,4.49985
3574,3257,243.986,176.472,6.39271e-08,2.31283
3575,3258,358.758,75.7665,1.31635e-07,4.07503
3576,3259,346.993,152.737,1.20175e-06,0.35931
3577,3260,277.19,166.02,9.62602e-09,0.730687
3578,3261,332.137,205.058,4.51484e-07,1.1718
3580,3263,287.19,1.32987,0.000259565,0.83583
3581,3264,180.42,-52.7122,0.190443,2.38141
3582,3265,284.556,-21.3529,0.000107956,6.3775
3583,3266,259.311,129.081,0.000333894,1.94231
3584,3267,227.914,14.3117,0.0544672,4.37526
