id,substances_id,orig_sample_id,tox21_id,pubchem_sid,withdrawn,bottle_barcode
249,6829,NCGC00257109-01,303192,144213509,0,TX003273
250,8083,NCGC00256768-01,302628,144212945,0,TX006078
251,7749,NCGC00255034-01,301135,144211452,0,TX000771
252,6993,NCGC00254767-01,300863,144211180,0,TX001003
253,2135,NCGC00254827-01,300925,144211242,0,TX000723
254,2335,NCGC00254632-01,300726,144211043,0,TX000896
255,7738,NCGC00254626-01,300720,144211037,0,TX000663
256,4119,NCGC00254413-01,300590,144210907,0,TX009882
257,4557,NCGC00257494-01,303549,144213854,0,TX012254
258,4559,NCGC00257244-01,303471,144213781,0,TX012251
259,8502,NCGC00257287-01,303587,144213892,0,TX012524
260,5490,NCGC00257443-01,303614,144213919,0,TX012550
261,3275,NCGC00257332-01,303657,144213959,0,TX012535
262,1015,NCGC00256368-01,302952,144213269,0,TX006929
263,5093,NCGC00255180-01,301913,144212230,0,TX006552
264,1998,NCGC00256549-01,302835,144213152,0,TX006120
265,2232,NCGC00257076-01,303331,144213648,0,TX001393
266,4749,NCGC00254524-01,300571,144210888,0,TX009687
267,7580,NCGC00254094-01,300193,144210513,0,TX005751
268,1021,NCGC00253953-01,300040,144210360,0,TX001913
269,4784,NCGC00255002-01,301102,144211419,0,TX001449
270,2302,NCGC00254951-01,301049,144211366,0,TX001417
271,1419,NCGC00254965-01,301063,144211380,0,TX001415
272,4157,NCGC00254613-01,300705,144211022,0,TX002802
273,7615,NCGC00254000-01,300274,144210594,0,TX006863
274,6034,NCGC00257240-01,303406,144213717,0,TX012257
275,7006,NCGC00255125-01,302435,144212752,0,TX011628
276,5221,NCGC00255710-01,302100,144212417,0,TX007521
277,3337,NCGC00255417-01,302110,144212427,0,TX007547
278,7833,NCGC00257082-01,303110,144213427,0,TX004391
279,4260,NCGC00255424-01,302013,144212330,0,TX007151
280,3815,NCGC00256479-01,302902,144213219,0,TX008770
281,5486,NCGC00257383-01,303437,144213747,0,TX012514
282,578,NCGC00255721-01,301558,144211875,0,TX004478
283,4024,NCGC00256951-01,303091,144213408,0,TX005109
284,3585,NCGC00256649-01,302594,144212911,0,TX010198
285,7016,NCGC00255556-01,301545,144211862,0,TX004403
286,3965,NCGC00254340-01,300365,144210683,0,TX003083
287,3997,NCGC00257041-01,303036,144213353,0,TX008536
288,5476,NCGC00257431-01,303440,144213750,0,TX012256
289,363,NCGC00256963-01,303268,144213585,0,TX006871
290,4281,NCGC00255968-01,301317,144211634,0,TX002518
291,2947,NCGC00256376-01,302801,144213118,0,TX001732
292,1454,NCGC00257343-01,303610,144213915,0,TX012241
293,780,NCGC00254081-01,300223,144210543,0,TX006212
294,3314,NCGC00255404-01,301216,144211533,0,TX001039
295,1790,NCGC00257311-01,303381,144213693,0,TX012239
296,5095,NCGC00255254-01,302268,144212585,0,TX008415
297,1049,NCGC00256585-01,302822,144213139,0,TX008939
298,2358,NCGC00255574-01,302325,144212642,0,TX009018
299,5169,NCGC00254733-01,300829,144211146,0,TX003163
300,2888,NCGC00256334-01,302744,144213061,0,TX009418
301,5115,NCGC00257290-01,303395,144213707,0,TX012231
302,9193,NCGC00256848-01,303628,144213933,0,TX011631
303,2974,NCGC00255197-01,302425,144212742,0,TX010280
304,8110,NCGC00256027-01,301625,144211942,0,TX004844
305,2382,NCGC00254685-01,300781,144211098,0,TX002905
306,4558,NCGC00257478-01,303561,144213866,0,TX012259
307,1792,NCGC00257286-01,303564,144213869,0,TX012255
308,6033,NCGC00255272-01,301965,144212282,0,TX006754
309,1511,NCGC00255993-01,302114,144212431,0,TX007557
310,7826,NCGC00257126-01,303152,144213469,0,TX002309
311,1791,NCGC00257429-01,303401,144213712,0,TX012217
312,2355,NCGC00254557-01,300649,144210966,0,TX002415
313,5249,NCGC00256154-01,301657,144211974,0,TX004951
314,3269,NCGC00255681-01,302294,144212611,0,TX008654
315,7761,NCGC00253984-01,300126,144210446,0,TX003311
316,4898,NCGC00254457-01,300531,144210849,0,TX008379
317,3596,NCGC00254245-01,300607,144210924,0,TX010347
318,3055,NCGC00090910-03,400063,144214024,0,TX010787
319,6809,NCGC00254246-01,300505,144210823,0,TX007284
320,6976,NCGC00254409-01,300397,144210715,0,TX004626
321,5807,NCGC00254496-01,300575,144210892,0,TX009701
322,1018,NCGC00253934-01,300018,144210338,0,TX001686
323,5909,NCGC00254281-01,300326,144210644,0,TX001360
324,1447,NCGC00254049-01,300178,144210498,0,TX005086
325,5926,NCGC00254027-01,300308,144210628,0,TX008876
326,8706,NCGC00253942-01,300177,144210497,0,TX005044
327,5903,NCGC00254144-01,300171,144210491,0,TX004419
328,4761,NCGC00254451-01,300482,144210800,0,TX006855
329,2047,NCGC00254003-01,300080,144210400,0,TX002504
330,8689,NCGC00254006-01,300070,144210390,0,TX002373
331,4001,NCGC00254423-01,300393,144210711,0,TX004359
332,3276,NCGC00253928-01,300265,144210585,0,TX006293
333,8715,NCGC00253985-01,300108,144210428,0,TX003067
334,7641,NCGC00254041-01,300088,144210408,0,TX002599
335,5786,NCGC00254163-01,300141,144210461,0,TX003485
336,4000,NCGC00254185-01,300186,144210506,0,TX005197
337,3795,NCGC00254533-01,300558,144210875,0,TX009316
338,2228,NCGC00254484-01,300557,144210874,0,TX009310
339,5657,NCGC00091088-05,400054,144214015,0,TX009258
340,7782,NCGC00254458-01,300363,144210681,0,TX003077
341,1988,NCGC00254076-01,300048,144210368,0,TX002103
342,8596,NCGC00254487-01,300612,144210929,0,TX010385
343,8835,NCGC00254410-01,300378,144210696,0,TX003564
344,1410,NCGC00254530-01,300616,144210933,0,TX010423
345,8868,NCGC00254278-01,300353,144210671,0,TX002345
346,1100,NCGC00254360-01,300549,144210867,0,TX009038
347,6637,NCGC00253936-01,300276,144210596,0,TX006885
348,2010,NCGC00254020-01,300121,144210441,0,TX003249
349,7535,NCGC00253951-01,300172,144210492,0,TX004449
350,8504,NCGC00244579-01,400029,144213990,0,TX007214
351,7918,NCGC00254315-01,300380,144210698,0,TX003818
352,7817,NCGC00254323-01,300509,144210827,0,TX007335
353,7590,NCGC00254058-01,300008,144210328,0,TX001280
354,8597,NCGC00254343-01,300580,144210897,0,TX009757
355,4810,NCGC00254403-01,300361,144210679,0,TX002963
356,4790,NCGC00254078-01,300189,144210509,0,TX005237
357,7970,NCGC00254249-01,300595,144210912,0,TX009948
358,2872,NCGC00254055-01,300124,144210444,0,TX003295
359,128,NCGC00253999-01,300271,144210591,0,TX006463
360,7056,NCGC00254068-01,300082,144210402,0,TX002530
361,3092,NCGC00253964-01,300115,144210435,0,TX003149
362,1755,NCGC00254396-01,300615,144210932,0,TX010408
363,1179,NCGC00254372-01,300583,144210900,0,TX009763
364,1413,NCGC00255513-01,302431,144212748,0,TX010387
365,3827,NCGC00256552-01,302876,144213193,0,TX003315
366,6624,NCGC00256576-01,302973,144213290,0,TX003169
367,4160,NCGC00254280-01,300398,144210716,0,TX004824
368,5059,NCGC00254100-01,300291,144210611,0,TX008520
369,5974,NCGC00254067-01,300091,144210411,0,TX002669
370,7062,NCGC00254354-01,300620,144210937,0,TX011613
371,112,NCGC00254482-01,300355,144210673,0,TX002403
372,3782,NCGC00254705-01,300801,144211118,0,TX001555
373,2062,NCGC00254444-01,300371,144210689,0,TX003307
374,1068,NCGC00016000-13,400072,144214033,0,TX011018
375,3053,NCGC00254576-01,300668,144210985,0,TX000934
376,72,NCGC00254355-01,300556,144210873,0,TX009308
377,7737,NCGC00160537-04,400085,144214046,0,TX011593
378,6799,NCGC00254441-01,300518,144210836,0,TX008020
379,6647,NCGC00254390-01,300589,144210906,0,TX009869
380,5901,NCGC00254123-01,300284,144210604,0,TX007050
381,6026,NCGC00254608-01,300700,144211017,0,TX000719
382,6039,NCGC00254919-01,301017,144211334,0,TX000787
383,3033,NCGC00254024-01,300287,144210607,0,TX008373
384,3415,NCGC00256174-01,301775,144212092,0,TX005482
385,300,NCGC00255228-01,302152,144212469,0,TX007771
386,3347,NCGC00255105-01,301208,144211525,0,TX003884
387,5151,NCGC00255570-01,302012,144212329,0,TX007125
388,4332,NCGC00256131-01,301705,144212022,0,TX005262
389,1185,NCGC00257143-01,303138,144213455,0,TX007109
390,1463,NCGC00254844-01,300942,144211259,0,TX003325
391,400,NCGC00255231-01,301465,144211782,0,TX004046
392,4839,NCGC00256499-01,302888,144213205,0,TX001334
393,6999,NCGC00255357-01,301307,144211624,0,TX002329
394,2962,NCGC00255157-01,301217,144211534,0,TX001043
395,1031,NCGC00253954-01,300170,144210490,0,TX004417
396,8269,NCGC00256869-01,302461,144212778,0,TX008598
397,1530,NCGC00256090-01,302263,144212580,0,TX008391
398,6030,NCGC00255344-01,301577,144211894,0,TX004526
399,4712,NCGC00256504-01,302958,144213275,0,TX008836
400,5887,NCGC00257017-01,303271,144213588,0,TX003299
401,6101,NCGC00254865-01,300963,144211280,0,TX001073
402,416,NCGC00255257-01,302047,144212364,0,TX007383
403,5822,NCGC00257386-01,303477,144213787,0,TX012526
404,501,NCGC00257293-01,303433,144213744,0,TX012554
405,6404,NCGC00254232-01,300270,144210590,0,TX006305
406,396,NCGC00257375-01,303602,144213907,0,TX012234
407,7032,NCGC00255541-01,301726,144212043,0,TX005326
408,6972,NCGC00257325-01,303600,144213905,0,TX004882
409,6428,NCGC00257417-01,303453,144213763,0,TX012247
410,5663,NCGC00257268-01,303597,144213902,0,TX012551
411,834,NCGC00257480-01,303595,144213900,0,TX012546
412,2960,NCGC00254080-01,300026,144210346,0,TX001753
413,6944,NCGC00257439-01,303571,144213876,0,TX008566
414,7650,NCGC00257260-01,303446,144213756,0,TX012513
415,8878,NCGC00257374-01,303577,144213882,0,TX012216
416,6246,NCGC00257484-01,303404,144213715,0,TX012544
417,1337,NCGC00257264-01,303511,144213819,0,TX001925
418,9228,NCGC00257355-01,303543,144213849,0,TX012236
419,1122,NCGC00256439-01,302885,144213202,0,TX002439
420,8830,NCGC00255354-01,301579,144211896,0,TX004538
421,2336,NCGC00255502-01,302386,144212703,0,TX009906
422,2973,NCGC00255198-01,301382,144211699,0,TX003265
423,4501,NCGC00254031-01,300226,144210546,0,TX006215
424,8027,NCGC00255844-01,301350,144211667,0,TX002891
425,5232,NCGC00255744-01,302266,144212583,0,TX008407
426,1232,NCGC00257062-01,303067,144213384,0,TX009479
427,6133,NCGC00256001-01,301378,144211695,0,TX003183
428,531,NCGC00255874-01,301351,144211668,0,TX002895
429,105,NCGC00256481-01,302930,144213247,0,TX001706
430,8773,NCGC00254322-01,300538,144210856,0,TX008594
431,1187,NCGC00254083-01,300123,144210443,0,TX003255
432,354,NCGC00254255-01,300522,144210840,0,TX008217
433,3989,NCGC00254393-01,300418,144210736,0,TX005976
434,5863,NCGC00254694-01,300790,144211107,0,TX001424
435,791,NCGC00254212-01,300273,144210593,0,TX006784
436,4813,NCGC00254182-01,300007,144210327,0,TX001275
437,5458,NCGC00254279-01,300524,144210842,0,TX008224
438,2132,NCGC00254044-01,300175,144210495,0,TX004536
439,2345,NCGC00254329-01,300349,144210667,0,TX002283
440,7958,NCGC00254296-01,300383,144210701,0,TX003876
441,2340,NCGC00255052-01,301154,144211471,0,TX000730
442,5984,NCGC00254392-01,300535,144210853,0,TX008486
443,338,NCGC00254028-01,300002,144210322,0,TX001031
444,796,NCGC00254374-01,300525,144210843,0,TX008226
445,8823,NCGC00254491-01,300487,144210805,0,TX006984
446,2950,NCGC00254079-01,300013,144210333,0,TX001366
447,3054,NCGC00254914-01,301012,144211329,0,TX000822
448,6584,NCGC00090952-07,400088,144214049,0,TX011629
449,1007,NCGC00254213-01,300103,144210423,0,TX002917
450,3080,NCGC00254045-01,300283,144210603,0,TX006981
451,109,NCGC00254473-01,300564,144210881,0,TX009459
452,136,NCGC00254313-01,300541,144210859,0,TX008650
453,1950,NCGC00254377-01,300588,144210905,0,TX009855
454,1375,NCGC00254622-01,300716,144211033,0,TX000973
455,7008,NCGC00254815-01,300911,144211228,0,TX000683
456,5870,NCGC00255053-01,301155,144211472,0,TX000783
457,3294,NCGC00254527-01,300412,144210730,0,TX005621
458,7835,NCGC00253926-01,300136,144210456,0,TX003395
459,8619,NCGC00254004-01,300294,144210614,0,TX008556
460,2217,NCGC00254288-01,300486,144210804,0,TX006973
461,352,NCGC00254401-01,300548,144210866,0,TX009029
462,6597,NCGC00254092-01,300057,144210377,0,TX002233
463,8560,NCGC00254437-01,300366,144210684,0,TX003161
464,2934,NCGC00254501-01,300416,144210734,0,TX005875
465,2870,NCGC00253952-01,300153,144210473,0,TX003836
466,4166,NCGC00254732-01,300828,144211145,0,TX001577
467,5715,NCGC00255054-01,301156,144211473,0,TX000763
468,2910,NCGC00091284-03,400040,144214001,0,TX008968
469,5235,NCGC00256002-01,301483,144211800,0,TX004120
470,8669,NCGC00254942-01,301040,144211357,0,TX009156
471,6909,NCGC00256949-01,303061,144213378,0,TX008688
472,6805,NCGC00254771-01,300867,144211184,0,TX000904
473,3991,NCGC00254651-01,300745,144211062,0,TX000957
474,2971,NCGC00255099-01,301202,144211519,0,TX001550
475,2298,NCGC00254800-01,300896,144211213,0,TX001582
476,3998,NCGC00254709-01,300805,144211122,0,TX001557
477,3960,NCGC00254587-01,300679,144210996,0,TX000854
478,2311,NCGC00254783-01,300879,144211196,0,TX000894
479,5108,NCGC00254801-01,300897,144211214,0,TX000671
480,4747,NCGC00254215-01,300019,144210339,0,TX001694
