id,substances_id,orig_sample_id,tox21_id,pubchem_sid,withdrawn,bottle_barcode
988,1003,NCGC00254133-01,300181,144210501,0,TX005131
989,5225,NCGC00254233-01,300417,144210735,0,TX005944
990,5090,NCGC00254775-01,300871,144211188,0,TX001539
991,5860,NCGC00254616-01,300708,144211025,0,TX002806
992,5866,NCGC00254637-01,300731,144211048,0,TX003710
993,6710,NCGC00254507-01,300424,144210742,0,TX006132
994,5929,NCGC00254347-01,300347,144210665,0,TX002195
995,5973,NCGC00254258-01,300391,144210709,0,TX004202
996,3986,NCGC00254569-01,300661,144210978,0,TX000852
997,266,NCGC00254819-01,300916,144211233,0,TX000872
998,7953,NCGC00254606-01,300698,144211015,0,TX000977
999,450,NCGC00255091-01,301193,144211510,0,TX001441
1000,1045,NCGC00256537-01,302904,144213221,0,TX002625
1001,6991,NCGC00254765-01,301209,144211526,0,TX000959
1002,5858,NCGC00254688-01,300784,144211101,0,TX000862
1003,7920,NCGC00254983-01,301082,144211399,0,TX000842
1004,6831,NCGC00254892-01,300990,144211307,0,TX000828
1005,2959,NCGC00254061-01,300034,144210354,0,TX001847
1006,3848,NCGC00254218-01,300285,144210605,0,TX007264
1007,5105,NCGC00257420-01,303647,144213950,0,TX008327
1008,7668,NCGC00256569-01,303644,144213948,0,TX006088
1009,2353,NCGC00255407-01,301548,144211865,0,TX004423
1010,8843,NCGC00257305-01,303640,144213945,0,TX002687
1011,262,NCGC00254786-01,300882,144211199,0,TX000696
1012,2905,NCGC00253998-01,300320,144210639,0,TX009238
1013,1183,NCGC00254796-01,300892,144211209,0,TX000754
1014,438,NCGC00257511-01,303654,144213956,0,TX012530
1015,1418,NCGC00254257-01,300610,144210927,0,TX010360
1016,392,NCGC00255017-01,301117,144211434,0,TX000878
1017,7741,NCGC00254604-01,300696,144211013,0,TX000661
1018,6789,NCGC00254666-01,300762,144211079,0,TX002809
1019,515,NCGC00255521-01,301934,144212251,0,TX006632
1020,3268,NCGC00255691-01,302113,144212430,0,TX007555
1021,7107,NCGC00255722-01,301798,144212115,0,TX005561
1022,1001,NCGC00256433-01,302790,144213107,0,TX002569
1023,3136,NCGC00257157-01,303056,144213373,0,TX009681
1024,5255,NCGC00256057-01,301234,144211551,0,TX001133
1025,4285,NCGC00255948-01,302101,144212418,0,TX007525
1026,1088,NCGC00256460-01,302929,144213246,0,TX003285
1027,3891,NCGC00256558-01,302986,144213303,0,TX002739
1028,1789,NCGC00257510-01,303524,144213831,0,TX012261
1029,7090,NCGC00254867-01,301210,144211527,0,TX004415
1030,6110,NCGC00255036-01,301138,144211455,0,TX005256
1031,6430,NCGC00257336-01,303529,144213836,0,TX012549
1032,115,NCGC00256348-01,302937,144213254,0,TX005191
1033,1038,NCGC00256525-01,302999,144213316,0,TX002377
1034,339,NCGC00257043-01,303066,144213383,0,TX002413
1035,7846,NCGC00256980-01,303298,144213615,0,TX011306
1036,2986,NCGC00254512-01,300627,144210944,0,TX011625
1037,409,NCGC00257415-01,303426,144213737,0,TX009062
1038,1991,NCGC00256432-01,302776,144213093,0,TX001634
1039,5010,NCGC00257020-01,303329,144213646,0,TX009483
1040,194,NCGC00255214-01,301478,144211795,0,TX004104
1041,6107,NCGC00255493-01,301534,144211851,0,TX004357
1042,3319,NCGC00254594-01,300686,144211003,0,TX003910
1043,378,NCGC00257239-01,303392,144213704,0,TX010234
1044,7022,NCGC00257247-01,303525,144213832,0,TX012531
1045,6977,NCGC00257301-01,303540,144213846,0,TX001055
1046,5923,NCGC00257493-01,303537,144213843,0,TX011428
1047,3183,NCGC00257265-01,303526,144213833,0,TX012237
1048,827,NCGC00257503-01,303430,144213741,0,TX012230
1049,4247,NCGC00255532-01,301592,144211909,0,TX004578
1050,8122,NCGC00256269-01,302372,144212689,0,TX009801
1051,3328,NCGC00254885-01,300983,144211300,0,TX003337
1052,6688,NCGC00256341-01,302839,144213156,0,TX002091
1053,4092,NCGC00256950-01,303076,144213393,0,TX009390
1054,250,NCGC00255319-01,302055,144212372,0,TX007405
1055,3352,NCGC00255898-01,301326,144211643,0,TX002663
1056,2859,NCGC00256326-01,302909,144213226,0,TX009078
1057,2423,NCGC00257488-01,303469,144213779,0,TX003403
1058,6691,NCGC00256502-01,302931,144213248,0,TX009871
1059,5771,NCGC00254773-01,300869,144211186,0,TX002453
1060,7017,NCGC00254984-01,301083,144211400,0,TX002993
1061,580,NCGC00255842-01,302257,144212574,0,TX008188
1062,281,NCGC00257169-01,303264,144213581,0,TX006792
1063,5756,NCGC00256543-01,303013,144213330,0,TX007206
1064,7928,NCGC00255182-01,301358,144211675,0,TX002933
1065,417,NCGC00066947-05,400077,144214038,0,TX011585
1066,6894,NCGC00257065-01,303109,144213426,0,TX002745
1067,5842,NCGC00257092-01,303247,144213564,0,TX003423
1068,4122,NCGC00257281-01,303486,144213795,0,TX009208
1069,4048,NCGC00257166-01,303222,144213539,0,TX003489
1070,6891,NCGC00257089-01,303205,144213522,0,TX009749
1071,3342,NCGC00255554-01,301561,144211878,0,TX004484
1072,8858,NCGC00257372-01,303556,144213861,0,TX005974
1073,2195,NCGC00256930-01,303075,144213392,0,TX003133
1074,7009,NCGC00255236-01,302442,144212759,0,TX011736
1075,8879,NCGC00255613-01,301637,144211954,0,TX004890
1076,3135,NCGC00257190-01,303293,144213610,0,TX009404
1077,7095,NCGC00255712-01,301374,144211691,0,TX003157
1078,3084,NCGC00257133-01,303262,144213579,0,TX003377
1079,1283,NCGC00257034-01,303230,144213547,0,TX008830
1080,2379,NCGC00255509-01,301950,144212267,0,TX006694
1081,6990,NCGC00255277-01,302363,144212680,0,TX009735
1082,8864,NCGC00255572-01,301327,144211644,0,TX002665
1083,4218,NCGC00255660-01,302092,144212409,0,TX007503
1084,8742,NCGC00257029-01,303148,144213465,0,TX002423
1085,8050,NCGC00255737-01,301449,144211766,0,TX003960
1086,95,NCGC00254794-01,300890,144211207,0,TX003702
1087,1986,NCGC00254018-01,300279,144210599,0,TX006925
1088,998,NCGC00253994-01,300300,144210620,0,TX008702
1089,4918,NCGC00253962-01,300278,144210598,0,TX006913
1090,4833,NCGC00254275-01,300585,144210902,0,TX009779
1091,3839,NCGC00254059-01,300297,144210617,0,TX008660
1092,3234,NCGC00254327-01,300411,144210729,0,TX005619
1093,7950,NCGC00254847-01,300945,144211262,0,TX006535
1094,5022,NCGC00257077-01,303038,144213355,0,TX003890
1095,3628,NCGC00257238-01,303378,144213691,0,TX012553
1096,5735,NCGC00254118-01,300049,144210369,0,TX002104
1097,4129,NCGC00254286-01,300325,144210643,0,TX001015
1098,2202,NCGC00253925-01,300079,144210399,0,TX002496
1099,5656,NCGC00253972-01,300101,144210421,0,TX002893
1100,444,NCGC00254691-01,300787,144211104,0,TX001598
1101,4159,NCGC00254682-01,300778,144211095,0,TX001589
1102,1945,NCGC00254363-01,300516,144210834,0,TX007739
1103,7769,NCGC00254345-01,300346,144210664,0,TX002193
1104,6981,NCGC00253988-01,300302,144210622,0,TX008768
1105,2660,NCGC00254312-01,300609,144210926,0,TX010357
1106,5060,NCGC00254314-01,300639,144210956,0,TX011744
1107,3356,NCGC00254532-01,300567,144210884,0,TX009641
1108,9194,NCGC00254236-01,300629,144210946,0,TX011630
1109,4502,NCGC00254051-01,300261,144210581,0,TX006253
1110,6631,NCGC00254525-01,300592,144210909,0,TX009910
1111,253,NCGC00254143-01,300298,144210618,0,TX008680
1112,8716,NCGC00256960-01,303227,144213544,0,TX009002
1113,2906,NCGC00256510-01,302751,144213068,0,TX002653
1114,6115,NCGC00255603-01,302391,144212708,0,TX009956
1115,2279,NCGC00257392-01,303591,144213896,0,TX009378
1116,1229,NCGC00257002-01,303313,144213630,0,TX010050
1117,7670,NCGC00256606-01,302865,144213182,0,TX002313
1118,7610,NCGC00256351-01,302977,144213294,0,TX004365
1119,6162,NCGC00255845-01,302373,144212690,0,TX009803
1120,2383,NCGC00254591-01,300683,144211000,0,TX003878
1121,1328,NCGC00257314-01,303434,144213745,0,TX008993
1122,1327,NCGC00255146-01,302389,144212706,0,TX009942
1123,2309,NCGC00255374-01,302251,144212568,0,TX008177
1124,7827,NCGC00255076-01,301178,144211495,0,TX005134
1125,2107,NCGC00255290-01,301747,144212064,0,TX005392
1126,1289,NCGC00257224-01,303170,144213487,0,TX008989
1127,1120,NCGC00256404-01,302926,144213243,0,TX009190
1128,5461,NCGC00256923-01,302676,144212993,0,TX011562
1129,2027,NCGC00256424-01,302966,144213283,0,TX008834
1130,8035,NCGC00254888-01,300986,144211303,0,TX002506
1131,1004,NCGC00256411-01,302732,144213049,0,TX008801
1132,5747,NCGC00256547-01,302781,144213098,0,TX002949
1133,3338,NCGC00254607-01,300699,144211016,0,TX007783
1134,8938,NCGC00255743-01,301445,144211762,0,TX003886
1135,7546,NCGC00256476-01,302859,144213176,0,TX002615
1136,6960,NCGC00255130-01,301659,144211976,0,TX004954
1137,7627,NCGC00257215-01,303045,144213362,0,TX011259
1138,1365,NCGC00255339-01,301559,144211876,0,TX004480
1139,8049,NCGC00255810-01,301304,144211621,0,TX002243
1140,4180,NCGC00254592-01,300684,144211001,0,TX000667
1141,8827,NCGC00255048-01,301150,144211467,0,TX001408
1142,424,NCGC00254559-01,300651,144210968,0,TX000704
1143,6623,NCGC00255037-01,301139,144211456,0,TX001551
1144,6053,NCGC00254589-01,300681,144210998,0,TX001435
1145,332,NCGC00256993-01,303186,144213503,0,TX003549
1146,3598,NCGC00257457-01,303521,144213828,0,TX011207
1147,3796,NCGC00254134-01,300191,144210511,0,TX005664
1148,5020,NCGC00253987-01,300120,144210440,0,TX003243
1149,7845,NCGC00254029-01,300295,144210615,0,TX008616
1150,3139,NCGC00254207-01,300111,144210431,0,TX003091
1151,4915,NCGC00254262-01,300474,144210792,0,TX006590
1152,8857,NCGC00255031-01,301132,144211449,0,TX000769
1153,7725,NCGC00254778-01,300874,144211191,0,TX000715
1154,1396,NCGC00254994-01,301094,144211411,0,TX001411
1155,1093,NCGC00256497-01,302860,144213177,0,TX001693
1156,8480,NCGC00254966-01,301064,144211381,0,TX000966
1157,3041,NCGC00254399-01,300587,144210904,0,TX009851
1158,365,NCGC00254478-01,300553,144210870,0,TX009264
1159,1117,NCGC00255018-01,301118,144211435,0,TX000890
1160,4023,NCGC00254084-01,300184,144210504,0,TX005164
1161,1072,NCGC00254060-01,300187,144210507,0,TX005199
1162,1251,NCGC00254466-01,300566,144210883,0,TX009639
1163,8605,NCGC00257356-01,303568,144213873,0,TX012539
1164,101,NCGC00254114-01,300030,144210350,0,TX001816
1165,4721,NCGC00253995-01,300033,144210353,0,TX001844
1166,4774,NCGC00091146-04,400010,144213971,0,TX002553
1167,3875,NCGC00254021-01,300054,144210374,0,TX002200
1168,2051,NCGC00254221-01,300052,144210372,0,TX002133
1169,3843,NCGC00254096-01,300196,144210516,0,TX005784
1170,5658,NCGC00254112-01,300180,144210500,0,TX005130
1171,7989,NCGC00254500-01,300510,144210828,0,TX007565
1172,2455,NCGC00255900-01,301897,144212214,0,TX006092
1173,3570,NCGC00256922-01,302650,144212967,0,TX009926
1174,3798,NCGC00256412-01,302761,144213078,0,TX005766
1175,5720,NCGC00256509-01,302737,144213054,0,TX005736
1176,6861,NCGC00257271-01,303354,144213671,0,TX012527
1177,2385,NCGC00257541-01,302186,144212503,0,TX007873
1178,8859,NCGC00255418-01,301214,144211531,0,TX001029
1179,7995,NCGC00255464-01,302298,144212615,0,TX008706
1180,2893,NCGC00254523-01,300534,144210852,0,TX008463
1181,5488,NCGC00257329-01,303411,144213722,0,TX012552
1182,1356,NCGC00257361-01,303370,144213685,0,TX007232
1183,4083,NCGC00257007-01,303119,144213436,0,TX009541
1184,5782,NCGC00256419-01,302884,144213201,0,TX009765
1185,7085,NCGC00255432-01,301862,144212179,0,TX005912
1186,6123,NCGC00255591-01,301771,144212088,0,TX005472
1187,2465,NCGC00256243-01,301899,144212216,0,TX006100
1188,8477,NCGC00256596-01,303002,144213319,0,TX010107
1189,2691,NCGC00257497-01,303605,144213910,0,TX011653
1190,8678,NCGC00254516-01,300408,144210726,0,TX005406
1191,3267,NCGC00255658-01,301404,144211721,0,TX003542
1192,506,NCGC00254580-01,300672,144210989,0,TX003237
1193,5454,NCGC00256689-01,302596,144212913,0,TX006718
1194,3138,NCGC00257058-01,303301,144213618,0,TX002577
1195,4109,NCGC00257113-01,303248,144213565,0,TX007220
1196,4732,NCGC00256335-01,302757,144213074,0,TX008325
1197,6170,NCGC00255911-01,302159,144212476,0,TX007791
1198,6885,NCGC00256940-01,303212,144213529,0,TX005813
1199,2370,NCGC00255529-01,301512,144211829,0,TX004258
1200,1123,NCGC00254922-01,301020,144211337,0,TX008435
1201,6002,NCGC00255322-01,301643,144211960,0,TX004902
1202,471,NCGC00255414-01,302128,144212445,0,TX007601
1203,1326,NCGC00255204-01,302388,144212705,0,TX009934
1204,5011,NCGC00256931-01,303090,144213407,0,TX002387
1205,7864,NCGC00257185-01,303209,144213526,0,TX009092
1206,2284,NCGC00257291-01,303409,144213720,0,TX004196
1207,2858,NCGC00256400-01,302869,144213186,0,TX009066
1208,4838,NCGC00255114-01,302137,144212454,0,TX007717
1209,8831,NCGC00255216-01,301906,144212223,0,TX006128
1210,2332,NCGC00255428-01,301569,144211886,0,TX004506
1211,7632,NCGC00256508-01,303011,144213328,0,TX002971
1212,3992,NCGC00257214-01,303338,144213655,0,TX002715
1213,5018,NCGC00257220-01,303115,144213432,0,TX009306
1214,6961,NCGC00255135-01,302377,144212694,0,TX009842
1215,6377,NCGC00255655-01,302384,144212701,0,TX009892
1216,1461,NCGC00255693-01,302216,144212533,0,TX008064
1217,8016,NCGC00255695-01,301533,144211850,0,TX004355
1218,4178,NCGC00255608-01,301571,144211888,0,TX004512
1219,8714,NCGC00256965-01,303326,144213643,0,TX011303
1220,3233,NCGC00255287-01,302375,144212692,0,TX009827
1221,7940,NCGC00255304-01,301580,144211897,0,TX004540
1222,8028,NCGC00255741-01,301314,144211631,0,TX002486
1223,539,NCGC00254511-01,300381,144210699,0,TX003824
1224,5912,NCGC00257500-01,303391,144213703,0,TX012525
1225,8923,NCGC00255527-01,301667,144211984,0,TX004972
1226,2413,NCGC00255923-01,301344,144211661,0,TX002865
1227,4489,NCGC00256850-01,302460,144212777,0,TX006873
1228,1389,NCGC00254602-01,300694,144211011,0,TX001421
1229,8851,NCGC00255044-01,301146,144211463,0,TX001419
1230,263,NCGC00254274-01,300423,144210741,0,TX006122
1231,6038,NCGC00254973-01,301072,144211389,0,TX006533
1232,2307,NCGC00254725-01,300821,144211138,0,TX001554
1233,1367,NCGC00254846-01,300944,144211261,0,TX000779
1234,774,NCGC00254191-01,300203,144210523,0,TX006144
1235,5442,NCGC00254387-01,300455,144210773,0,TX006182
1236,775,NCGC00254382-01,300454,144210772,0,TX006181
1237,6803,NCGC00254731-01,300827,144211144,0,TX000752
1238,7726,NCGC00254793-01,300889,144211206,0,TX000687
1239,64,NCGC00254664-01,300760,144211077,0,TX000924
1240,5448,NCGC00253930-01,300221,144210541,0,TX006210
1241,8273,NCGC00254371-01,300429,144210747,0,TX006155
1242,9233,NCGC00257340-01,303576,144213881,0,TX012266
1243,6392,NCGC00254108-01,300219,144210539,0,TX006208
1244,4563,NCGC00257342-01,303601,144213906,0,TX012265
1245,837,NCGC00257326-01,303344,144213661,0,TX012275
1246,5493,NCGC00257498-01,303352,144213669,0,TX012273
1247,3576,NCGC00254461-01,300430,144210748,0,TX006156
1248,9172,NCGC00254011-01,300210,144210530,0,TX006151
1249,6388,NCGC00254368-01,300448,144210766,0,TX006175
1250,5445,NCGC00254298-01,300461,144210779,0,TX006189
1251,2651,NCGC00254110-01,300241,144210561,0,TX006231
1252,1738,NCGC00254152-01,300243,144210563,0,TX006233
1253,4562,NCGC00257406-01,303518,144213826,0,TX012276
1254,8327,NCGC00257432-01,303454,144213764,0,TX012270
1255,838,NCGC00257251-01,303585,144213890,0,TX012271
1256,9234,NCGC00257501-01,303405,144213716,0,TX012263
1257,4564,NCGC00257257-01,303407,144213718,0,TX012269
1258,2638,NCGC00254502-01,300438,144210756,0,TX006164
1259,3578,NCGC00254429-01,300434,144210752,0,TX006160
1260,778,NCGC00254383-01,300459,144210777,0,TX006186
1261,8277,NCGC00254193-01,300229,144210549,0,TX006218
1262,4506,NCGC00254244-01,300472,144210790,0,TX006247
1263,9169,NCGC00254228-01,300205,144210525,0,TX006146
1264,4499,NCGC00253969-01,300208,144210528,0,TX006149
1265,443,NCGC00255340-01,301854,144212171,0,TX005885
1266,7877,NCGC00257414-01,303387,144213699,0,TX009219
1267,6967,NCGC00257250-01,303574,144213879,0,TX003215
1268,9230,NCGC00257308-01,303343,144213660,0,TX012258
1269,5173,NCGC00254916-01,301014,144211331,0,TX003505
1270,4012,NCGC00257061-01,303052,144213369,0,TX007268
1271,1118,NCGC00256458-01,302901,144213218,0,TX010298
1272,1330,NCGC00257413-01,303360,144213676,0,TX008168
1273,3158,NCGC00254344-01,300477,144210795,0,TX006756
1274,1281,NCGC00254400-01,300356,144210674,0,TX002425
1275,2938,NCGC00254219-01,300106,144210426,0,TX002965
1276,361,NCGC00254306-01,300485,144210803,0,TX006963
1277,7718,NCGC00254043-01,300155,144210475,0,TX003934
1278,6884,NCGC00254206-01,300075,144210395,0,TX002437
1279,5091,NCGC00254990-01,301090,144211407,0,TX001583
1280,6796,NCGC00255033-01,301134,144211451,0,TX001533
1281,141,NCGC00254873-01,300970,144211287,0,TX003697
1282,8846,NCGC00254584-01,300676,144210993,0,TX000880
1283,7991,NCGC00255565-01,301879,144212196,0,TX006030
1284,8789,NCGC00254284-01,300484,144210802,0,TX006953
1285,4713,NCGC00254034-01,300146,144210466,0,TX003515
1286,2134,NCGC00254638-01,300732,144211049,0,TX000967
1287,6154,NCGC00255784-01,302333,144212650,0,TX009050
1288,454,NCGC00255071-01,301173,144211490,0,TX002749
1289,829,NCGC00257236-01,303353,144213670,0,TX012515
1290,5050,NCGC00257492-01,303523,144213830,0,TX008878
1291,3345,NCGC00255449-01,301781,144212098,0,TX005500
1292,6702,NCGC00255028-01,301129,144211446,0,TX003385
1293,8496,NCGC00256452-01,302804,144213121,0,TX007178
1294,4084,NCGC00256929-01,303060,144213377,0,TX009348
1295,1267,NCGC00253986-01,300179,144210499,0,TX005116
1296,7626,NCGC00253919-01,300164,144210484,0,TX004296
1297,5773,NCGC00253960-01,300005,144210325,0,TX001069
1298,168,NCGC00254201-01,300062,144210382,0,TX002297
1299,8599,NCGC00254462-01,300335,144210653,0,TX001702
1300,7957,NCGC00254897-01,300995,144211312,0,TX001430
1301,3890,NCGC00254928-01,301026,144211343,0,TX003699
1302,2306,NCGC00254974-01,301073,144211390,0,TX000767
1303,425,NCGC00168342-02,400047,144214008,0,TX009151
1304,7098,NCGC00255839-01,301352,144211669,0,TX002901
1305,7919,NCGC00254596-01,300688,144211005,0,TX009159
1306,6672,NCGC00256567-01,302836,144213153,0,TX006943
1307,2980,NCGC00256437-01,302843,144213160,0,TX003349
1308,5765,NCGC00256612-01,302949,144213266,0,TX006891
1309,541,NCGC00255819-01,301507,144211824,0,TX004244
1310,3912,NCGC00257279-01,303458,144213768,0,TX012218
1311,1253,NCGC00257233-01,303324,144213641,0,TX008743
1312,4976,NCGC00254085-01,300071,144210391,0,TX002379
1313,1968,NCGC00254056-01,300036,144210356,0,TX001882
1314,4744,NCGC00254514-01,300413,144210731,0,TX005798
1315,8487,NCGC00254757-01,300854,144211171,0,TX000856
1316,8641,NCGC00255187-01,302427,144212744,0,TX010306
1317,3915,NCGC00253939-01,300009,144210329,0,TX001307
1318,2052,NCGC00254820-01,300917,144211234,0,TX000868
1319,7105,NCGC00255715-01,302233,144212550,0,TX008130
1320,1319,NCGC00254147-01,300316,144210635,0,TX009212
1321,3220,NCGC00254470-01,300608,144210925,0,TX010355
1322,6684,NCGC00254098-01,300183,144210503,0,TX005146
1323,5998,NCGC00254168-01,300147,144210467,0,TX003523
1324,5906,NCGC00254224-01,300165,144210485,0,TX004331
1325,3923,NCGC00253982-01,300195,144210515,0,TX005780
1326,2247,NCGC00255263-01,301342,144211659,0,TX002850
1327,5110,NCGC00254811-01,300907,144211224,0,TX007163
1328,7755,NCGC00254238-01,300579,144210896,0,TX009751
1329,6137,NCGC00255887-01,302162,144212479,0,TX007805
1330,493,NCGC00253989-01,300004,144210324,0,TX001045
1331,5157,NCGC00255597-01,302220,144212537,0,TX008072
1332,4715,NCGC00091532-04,400046,144214007,0,TX009149
1333,2076,NCGC00255122-01,302426,144212743,0,TX010296
1334,4952,NCGC00257008-01,303132,144213449,0,TX003950
1335,3130,NCGC00257137-01,303319,144213636,0,TX002234
1336,2889,NCGC00254412-01,300581,144210898,0,TX009759
1337,8473,NCGC00254015-01,300132,144210452,0,TX003353
1338,4786,NCGC00254040-01,300028,144210348,0,TX001798
1339,8488,NCGC00254481-01,300623,144210940,0,TX011617
1340,6969,NCGC00255141-01,301896,144212213,0,TX006090
1341,2159,NCGC00257198-01,303114,144213431,0,TX001800
1342,2941,NCGC00256360-01,302826,144213143,0,TX007208
1343,8916,NCGC00254750-01,300847,144211164,0,TX003281
1344,8579,NCGC00255069-01,301171,144211488,0,TX002611
1345,7129,NCGC00255773-01,302172,144212489,0,TX007833
1346,6860,NCGC00257016-01,303256,144213573,0,TX001918
1347,3191,NCGC00257495-01,303562,144213867,0,TX012253
1348,2058,NCGC00256462-01,302968,144213285,0,TX004192
1349,6905,NCGC00257036-01,303257,144213574,0,TX008443
1350,2162,NCGC00257013-01,303215,144213532,0,TX007658
1351,3320,NCGC00255421-01,301544,144211861,0,TX004401
1352,1338,NCGC00257256-01,303393,144213705,0,TX001728
1353,1315,NCGC00256954-01,303144,144213461,0,TX008854
1354,7855,NCGC00257072-01,303259,144213576,0,TX008672
1355,6793,NCGC00256973-01,303130,144213447,0,TX007161
1356,4957,NCGC00257003-01,303328,144213645,0,TX002633
1357,2422,NCGC00255986-01,301383,144211700,0,TX003275
1358,3884,NCGC00256535-01,302875,144213192,0,TX002999
1359,1339,NCGC00257514-01,303606,144213911,0,TX002498
1360,1382,NCGC00257249-01,303563,144213868,0,TX012213
1361,4739,NCGC00256375-01,302787,144213104,0,TX009487
1362,6681,NCGC00256597-01,303030,144213347,0,TX009561
1363,9174,NCGC00254012-01,300225,144210545,0,TX006214
1364,4161,NCGC00254896-01,300994,144211311,0,TX001409
1365,5865,NCGC00256824-01,302645,144212962,0,TX009470
1366,5057,NCGC00254542-01,300593,144210910,0,TX009922
1367,2244,NCGC00256945-01,303282,144213599,0,TX009304
1368,99,NCGC00256579-01,303029,144213346,0,TX007682
1369,5451,NCGC00254014-01,300251,144210571,0,TX006242
1370,7332,NCGC00254052-01,300238,144210558,0,TX006228
1371,3582,NCGC00253970-01,300234,144210554,0,TX006223
1372,3575,NCGC00254439-01,300428,144210746,0,TX006154
1373,2215,NCGC00254125-01,300011,144210331,0,TX001346
1374,1734,NCGC00254089-01,300220,144210540,0,TX006209
1375,6620,NCGC00254037-01,300015,144210335,0,TX001382
1376,7327,NCGC00254497-01,300441,144210759,0,TX006168
1377,1256,NCGC00257123-01,303111,144213428,0,TX003319
1378,3627,NCGC00257426-01,303593,144213898,0,TX012267
1379,9232,NCGC00257312-01,303410,144213721,0,TX012274
1380,5447,NCGC00254229-01,300216,144210536,0,TX006204
1381,4508,NCGC00254132-01,300257,144210577,0,TX006249
1382,3828,NCGC00256347-01,302923,144213240,0,TX005068
1383,4510,NCGC00254174-01,300259,144210579,0,TX006251
1384,8485,NCGC00254676-01,300772,144211089,0,TX001434
1385,7724,NCGC00254440-01,300470,144210788,0,TX006205
1386,1116,NCGC00254619-01,300713,144211030,0,TX000922
1387,1955,NCGC00254673-01,300769,144211086,0,TX001606
1388,2026,NCGC00254267-01,300342,144210660,0,TX002096
1389,3802,NCGC00254890-01,300988,144211305,0,TX001420
1390,2945,NCGC00254446-01,300345,144210663,0,TX002151
1391,1737,NCGC00254131-01,300242,144210562,0,TX006232
1392,3375,NCGC00254492-01,300584,144210901,0,TX009773
1393,4163,NCGC00254949-01,301047,144211364,0,TX000765
1394,420,NCGC00254552-01,300644,144210961,0,TX001426
1395,3251,NCGC00254842-01,300940,144211257,0,TX000759
1396,7000,NCGC00255029-01,301130,144211447,0,TX000834
1397,2357,NCGC00254946-01,301044,144211361,0,TX001603
1398,1741,NCGC00254231-01,300247,144210567,0,TX006238
1399,5945,NCGC00257014-01,303229,144213546,0,TX002341
1400,7664,NCGC00254599-01,300691,144211008,0,TX000949
1401,1976,NCGC00254855-01,300953,144211270,0,TX001547
1402,2304,NCGC00254770-01,300866,144211183,0,TX001446
1403,3052,NCGC00254665-01,300761,144211078,0,TX000669
1404,1180,NCGC00254574-01,300666,144210983,0,TX000947
1405,6396,NCGC00253950-01,300248,144210568,0,TX006239
1406,1711,NCGC00254282-01,300631,144210948,0,TX011637
1407,8518,NCGC00255003-01,301103,144211420,0,TX000799
1408,147,NCGC00254763-01,300860,144211177,0,TX000920
1409,4183,NCGC00254593-01,300685,144211002,0,TX000665
1410,4155,NCGC00255010-01,301110,144211427,0,TX000785
1411,1370,NCGC00254726-01,300822,144211139,0,TX001432
1412,4921,NCGC00254563-01,300655,144210972,0,TX000870
1413,5780,NCGC00254797-01,300893,144211210,0,TX000693
1414,1199,NCGC00254734-01,300830,144211147,0,TX001001
1415,88,NCGC00254766-01,300862,144211179,0,TX003698
1416,5867,NCGC00254721-01,300817,144211134,0,TX002810
1417,2334,NCGC00254996-01,301096,144211413,0,TX000742
1418,439,NCGC00254940-01,301038,144211355,0,TX001429
1419,6997,NCGC00254963-01,301061,144211378,0,TX001405
1420,3047,NCGC00091830-04,400081,144214042,0,TX011589
1421,2065,NCGC00254042-01,300047,144210367,0,TX002098
1422,309,NCGC00254046-01,300118,144210438,0,TX003197
1423,3089,NCGC00163771-03,400009,144213970,0,TX002528
1424,4764,NCGC00253976-01,300130,144210450,0,TX003345
1425,4916,NCGC00254411-01,300636,144210953,0,TX011726
1426,3163,NCGC00254242-01,300543,144210861,0,TX008753
1427,8542,NCGC00254199-01,300129,144210449,0,TX003331
1428,5705,NCGC00254116-01,300156,144210476,0,TX003962
1429,794,NCGC00254465-01,300521,144210839,0,TX008213
1430,5070,NCGC00257399-01,303414,144213725,0,TX004620
1431,6628,NCGC00253916-01,300299,144210619,0,TX008682
1432,4980,NCGC00254104-01,300137,144210457,0,TX003411
1433,4113,NCGC00257050-01,303176,144213493,0,TX007226
1434,2877,NCGC00256607-01,302879,144213196,0,TX009607
1435,157,NCGC00256491-01,302779,144213096,0,TX003289
1436,2281,NCGC00257324-01,303588,144213893,0,TX010335
1437,1479,NCGC00255045-01,301147,144211464,0,TX003948
1438,181,NCGC00256564-01,302782,144213099,0,TX001663
1439,4338,NCGC00256258-01,301788,144212105,0,TX005530
1440,2252,NCGC00256981-01,303312,144213629,0,TX005054
1441,4075,NCGC00257379-01,303385,144213697,0,TX012547
1442,5251,NCGC00256129-01,301270,144211587,0,TX001221
1443,6998,NCGC00257330-01,303423,144213734,0,TX011639
1444,7100,NCGC00257423-01,303558,144213863,0,TX012233
1445,1481,NCGC00255798-01,301871,144212188,0,TX005982
1446,8855,NCGC00254710-01,300806,144211123,0,TX000999
1447,1421,NCGC00254970-01,301069,144211386,0,TX002303
1448,9191,NCGC00256633-01,302622,144212939,0,TX010538
1449,6890,NCGC00257217-01,303074,144213391,0,TX005796
1450,3292,NCGC00255671-01,301527,144211844,0,TX004333
1451,6431,NCGC00257280-01,303473,144213783,0,TX012229
1452,6120,NCGC00255409-01,302080,144212397,0,TX007473
1453,3833,NCGC00254217-01,300134,144210454,0,TX003375
1454,540,NCGC00255859-01,301316,144211633,0,TX002516
